Frequency (Hz),Red_X,Red_Y,Blue_X,Green_X,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Yellow2_X,Yellow2_Y,Pink2_X
12.9912,0.0071,0.0178,2.2056,0.2882,0.0374,0.0046,0.0352,0.1811,0.1193,0.1875,1.9455,0.1173,0.0271,0.1227,28.3342,0.1209,0.3311,0.1401,0.0184,0.0325,7.5158
13.0912,0.0056,0.0166,1.7753,0.2288,0.0335,0.0065,0.082,0.1509,0.0962,0.1999,1.2808,0.1133,0.0246,0.1197,26.5294,0.1226,0.3362,0.1298,0.0151,0.0264,7.955
13.1911,0.0055,0.0173,1.3111,0.2651,0.0262,0.0079,0.1117,0.1031,0.0482,0.2226,1.27,0.102,0.0211,0.0986,31.821,0.1243,0.3418,0.118,0.0202,0.0282,8.1476
13.291,0.0069,0.0196,0.8548,0.2752,0.0164,0.0086,0.1177,0.0477,0.0265,0.2314,1.0234,0.0915,0.0186,0.0738,39.6816,0.1261,0.3474,0.1059,0.0251,0.0325,8.1271
13.391,0.0087,0.0223,0.5118,0.0498,0.0059,0.0085,0.0984,0.0395,0.0788,0.2162,0.3083,0.0924,0.0194,0.0729,44.4612,0.1274,0.352,0.0956,0.025,0.033,7.9826
13.4909,0.0102,0.0244,0.5407,0.0352,0.0074,0.0077,0.0578,0.0926,0.1159,0.183,1.7068,0.1065,0.0227,0.0951,43.4926,0.1278,0.3545,0.088,0.02,0.0293,7.8394
13.5908,0.0109,0.0254,0.8472,0.3962,0.0171,0.0063,0.0069,0.1404,0.1234,0.1524,2.9383,0.1246,0.0263,0.1131,37.2997,0.1271,0.3542,0.0824,0.015,0.0259,7.8378
13.6908,0.0108,0.0249,1.1724,0.5059,0.025,0.0046,0.053,0.1719,0.0997,0.1466,3.3115,0.1372,0.0284,0.1134,30.5645,0.1252,0.3509,0.0773,0.0175,0.0288,8.1035
13.7907,0.0098,0.0231,1.4406,0.5397,0.0299,0.0028,0.0998,0.1832,0.0559,0.1597,2.9722,0.1402,0.0286,0.0958,31.5873,0.1224,0.3453,0.0722,0.0234,0.0352,8.6946
13.8906,0.0081,0.0199,1.6259,0.6796,0.0314,0.0019,0.1276,0.1734,0.045,0.1662,2.2766,0.1347,0.0273,0.0722,40.6545,0.1193,0.3386,0.068,0.0261,0.0393,9.5598
13.9906,0.0058,0.016,1.7172,0.4442,0.0293,0.0025,0.1307,0.1445,0.0913,0.1514,2.1958,0.1272,0.026,0.0676,49.5439,0.1162,0.332,0.0662,0.0238,0.0388,10.5565
14.0905,0.0036,0.0119,1.7105,0.4802,0.024,0.0033,0.108,0.1005,0.1282,0.1159,2.6739,0.1261,0.0264,0.0867,52.6658,0.1136,0.3266,0.0672,0.0186,0.0353,11.5241
14.1904,0.0031,0.0091,1.608,0.2663,0.0165,0.0038,0.0651,0.0479,0.1372,0.0738,2.5981,0.1353,0.0286,0.1048,48.0687,0.1115,0.3229,0.0696,0.0161,0.0325,12.3726
14.2904,0.005,0.0089,1.4177,0.4421,0.0091,0.0035,0.0271,0.0228,0.1157,0.0555,1.7605,0.1494,0.0315,0.1076,36.9294,0.1097,0.3205,0.0721,0.0193,0.0326,13.1452
14.3903,0.0072,0.0109,1.1536,0.3988,0.0096,0.0026,0.0677,0.0733,0.074,0.0695,0.798,0.1599,0.0332,0.0939,24.725,0.1077,0.3184,0.0747,0.0226,0.0335,14.0191
14.4902,0.009,0.0132,0.8398,0.5235,0.0173,0.0012,0.1184,0.1227,0.0516,0.0777,1.3665,0.1612,0.033,0.0739,23.9371,0.1053,0.3158,0.0782,0.0222,0.0319,15.2071
14.5901,0.01,0.0146,0.5313,0.5056,0.025,0.0011,0.1526,0.1624,0.0869,0.0641,1.8666,0.1529,0.0308,0.0687,34.5585,0.1024,0.3118,0.0832,0.0179,0.027,16.7919
14.6901,0.0102,0.0148,0.4186,0.2539,0.0305,0.0032,0.1631,0.1895,0.1238,0.0323,1.8177,0.14,0.0277,0.0842,43.5764,0.0991,0.3064,0.0891,0.0133,0.0211,18.6322
14.79,0.0094,0.0135,0.6633,0.3226,0.0331,0.0054,0.1485,0.2024,0.1359,0.0262,1.749,0.1314,0.0257,0.1003,45.4598,0.0959,0.2999,0.0943,0.0139,0.018,20.4247
14.8899,0.0079,0.0109,1.0321,0.1688,0.0326,0.0073,0.1134,0.2003,0.1184,0.065,2.2381,0.1341,0.0263,0.1033,39.2357,0.0931,0.2929,0.0976,0.0177,0.0184,21.8467
14.9899,0.0059,0.0073,1.4053,0.1188,0.0292,0.0087,0.0693,0.1834,0.0784,0.0929,3.077,0.1458,0.0289,0.0912,27.188,0.0911,0.2863,0.0987,0.0192,0.0178,22.6749
15.0898,0.0043,0.0029,1.7444,0.2661,0.0235,0.0094,0.0483,0.1525,0.0442,0.0997,3.4514,0.1574,0.0315,0.0731,17.5155,0.0897,0.2803,0.0981,0.0168,0.0143,22.8448
15.1897,0.0043,0.0017,2.0287,0.3919,0.0172,0.0092,0.0754,0.1091,0.0688,0.0875,2.8131,0.1615,0.0326,0.0675,23.9199,0.0887,0.275,0.0965,0.0129,0.0105,22.4467
15.2897,0.0063,0.006,2.2451,0.147,0.0137,0.0083,0.1062,0.0564,0.1047,0.0749,1.6878,0.1558,0.0318,0.0806,35.97,0.0875,0.2701,0.0938,0.0128,0.0136,21.6639
15.3896,0.0086,0.0097,2.3854,0.4977,0.0167,0.0066,0.1207,0.0176,0.1188,0.0896,0.5739,0.1432,0.0294,0.095,43.2737,0.0858,0.2651,0.0896,0.017,0.0206,20.6744
15.4895,0.0106,0.0123,2.4464,0.1751,0.0229,0.0044,0.1154,0.0706,0.1046,0.1217,0.3633,0.1313,0.0271,0.0974,42.9726,0.0835,0.2593,0.0836,0.0203,0.0257,19.5664
15.5895,0.0119,0.0136,2.4298,0.5876,0.0289,0.0029,0.093,0.1283,0.0671,0.1457,0.5953,0.1277,0.0265,0.0858,35.4036,0.0807,0.2527,0.0765,0.0201,0.0273,18.3289
15.6894,0.0124,0.0135,2.3417,0.4237,0.0328,0.0043,0.0613,0.1774,0.0281,0.1491,0.4057,0.1336,0.0279,0.0687,23.9006,0.0778,0.2453,0.07,0.0173,0.0265,16.9357
15.7893,0.0121,0.0119,2.1928,0.4623,0.0342,0.0071,0.036,0.2124,0.0531,0.1329,1.4191,0.1422,0.0301,0.0643,17.6244,0.0751,0.2375,0.0661,0.0149,0.0258,15.465
15.8893,0.0109,0.0091,1.9981,0.5843,0.0327,0.0099,0.0396,0.2292,0.0887,0.1133,2.6828,0.1453,0.0313,0.0782,24.6144,0.0728,0.2297,0.0663,0.016,0.0266,14.1601
15.9892,0.0092,0.0057,1.7769,0.2542,0.0286,0.0122,0.0535,0.2254,0.1023,0.1159,3.2359,0.1389,0.0307,0.0927,33.7154,0.0708,0.2222,0.0701,0.0183,0.0274,13.3406
16.0891,0.0074,0.0043,1.5519,0.6324,0.0227,0.0138,0.0568,0.2009,0.0889,0.1416,3.093,0.1236,0.0281,0.0951,37.6983,0.0689,0.2149,0.0769,0.0185,0.0259,13.1477
16.1891,0.0063,0.0073,1.3485,0.2508,0.0163,0.0144,0.0462,0.1578,0.0531,0.1653,2.2826,0.1047,0.0243,0.0833,34.8993,0.0666,0.2075,0.0861,0.0158,0.0211,13.3632
16.289,0.0067,0.0117,1.1907,0.4346,0.0122,0.0142,0.0252,0.1003,0.0179,0.1696,1.4385,0.0906,0.0209,0.0654,26.5984,0.0637,0.1998,0.0969,0.0118,0.0139,13.5663
16.3889,0.0082,0.0157,1.092,0.333,0.0139,0.013,0.0133,0.0376,0.0528,0.1522,1.374,0.088,0.0198,0.0601,17.9307,0.0601,0.1914,0.1085,0.0106,0.0072,13.4433
16.4889,0.01,0.0187,1.0464,0.1432,0.0189,0.011,0.033,0.047,0.0867,0.1252,1.5586,0.094,0.021,0.0745,19.6178,0.0559,0.1822,0.1194,0.013,0.0068,12.9657
16.5888,0.0114,0.0204,1.0287,0.076,0.0237,0.0085,0.048,0.11,0.0979,0.115,1.0679,0.0994,0.023,0.0903,29.4675,0.0515,0.1723,0.1282,0.0149,0.0104,12.406
16.6887,0.0122,0.0205,1.0073,0.3608,0.0267,0.0061,0.0495,0.1653,0.0828,0.1337,0.6709,0.098,0.024,0.0939,37.9456,0.0472,0.1621,0.1342,0.0146,0.0135,12.2026
16.7887,0.0122,0.0191,0.9562,0.3353,0.0274,0.0048,0.0365,0.2051,0.0466,0.1578,1.6044,0.088,0.0233,0.0825,41.8106,0.0435,0.1521,0.1373,0.0133,0.0167,12.6797
16.8886,0.0114,0.0162,0.8589,0.2255,0.0258,0.0057,0.0194,0.2254,0.0203,0.1653,2.3454,0.071,0.0208,0.0631,41.181,0.0405,0.1429,0.1378,0.0136,0.0207,13.8479
16.9885,0.0099,0.0123,0.7084,0.3409,0.022,0.0078,0.0394,0.2243,0.0595,0.1492,2.394,0.051,0.017,0.0541,38.6097,0.0382,0.1347,0.1362,0.0158,0.0241,15.5451
17.0885,0.008,0.0083,0.507,0.1426,0.0167,0.0098,0.0743,0.2022,0.0926,0.1166,2.1253,0.0343,0.0129,0.067,38.1333,0.0362,0.1278,0.1325,0.0176,0.0255,17.6824
17.1884,0.006,0.0064,0.2742,0.4306,0.011,0.0113,0.1032,0.1617,0.1026,0.0906,1.7525,0.029,0.0099,0.0835,41.932,0.0342,0.1222,0.1266,0.0173,0.0242,20.2703
17.2883,0.0047,0.0089,0.1826,0.3915,0.0074,0.0121,0.1179,0.1084,0.0865,0.0978,2.0406,0.0346,0.0094,0.0887,47.9288,0.0321,0.1177,0.1185,0.0152,0.0215,23.2628
17.3883,0.0049,0.013,0.4412,0.621,0.0092,0.0122,0.1144,0.0557,0.0503,0.1216,2.5404,0.0415,0.0108,0.0786,52.69,0.0298,0.1141,0.1092,0.0136,0.0193,26.4292
17.4882,0.0061,0.0168,0.7692,0.5764,0.0133,0.0115,0.0932,0.0589,0.0292,0.1333,2.3081,0.0456,0.0123,0.059,54.1482,0.0275,0.1114,0.1,0.0142,0.0189,29.375
17.5881,0.0075,0.0194,1.1023,0.5157,0.0167,0.0102,0.0632,0.1124,0.0672,0.1218,1.4927,0.0461,0.0129,0.0477,52.0501,0.0255,0.1095,0.0924,0.0154,0.0187,31.677
17.6881,0.0083,0.0205,1.4188,0.416,0.0186,0.0084,0.0541,0.1644,0.1017,0.0893,0.8961,0.0429,0.0121,0.06,47.6975,0.0241,0.1085,0.0875,0.0154,0.017,33.0393
17.788,0.0085,0.02,1.7024,0.2521,0.0187,0.0066,0.0844,0.2027,0.1135,0.0491,0.9627,0.0356,0.0101,0.0779,43.3888,0.0237,0.1086,0.0852,0.0137,0.0143,33.4054
17.8879,0.0079,0.0179,1.9401,0.1584,0.0172,0.005,0.1208,0.2224,0.0989,0.0387,1.3074,0.0241,0.007,0.085,41.2066,0.0245,0.1099,0.085,0.0122,0.0137,32.9937
17.9879,0.0067,0.0144,2.1234,0.2228,0.0147,0.0044,0.1443,0.2214,0.0637,0.0628,1.1762,0.0124,0.0033,0.0773,41.3992,0.0261,0.1122,0.0865,0.0131,0.0164,32.2242
18.0878,0.0048,0.0098,2.249,0.2185,0.012,0.0048,0.1477,0.2,0.0371,0.0755,1.2248,0.019,0.002,0.0598,42.3446,0.0281,0.1154,0.0895,0.0152,0.0195,31.5306
18.1877,0.0027,0.0047,2.3205,0.2353,0.0107,0.0059,0.1297,0.1608,0.0673,0.0663,2.0742,0.0362,0.0054,0.0488,42.3225,0.0302,0.1191,0.0936,0.016,0.0207,31.1306
18.2877,0.0011,0.0029,2.3504,0.2009,0.0116,0.007,0.0947,0.1089,0.1037,0.0385,2.7347,0.0511,0.0084,0.0597,40.7746,0.032,0.1231,0.0979,0.0149,0.0203,30.9258
18.3876,0.0025,0.0074,2.3603,0.104,0.0137,0.0079,0.055,0.0546,0.1196,0.0153,2.8435,0.0597,0.0101,0.0772,38.4559,0.0335,0.1272,0.1015,0.0136,0.021,30.6377
18.4875,0.0044,0.0118,2.3811,0.1458,0.0159,0.0085,0.0477,0.0446,0.109,0.0443,2.3096,0.0598,0.0102,0.0851,36.8768,0.0347,0.1312,0.1037,0.0144,0.0244,30.0636
18.5874,0.0058,0.0152,2.4479,0.3039,0.0174,0.0087,0.0793,0.0925,0.0761,0.0672,1.3473,0.0523,0.0087,0.0788,37.0958,0.036,0.1353,0.1041,0.0168,0.0285,29.2495
18.6874,0.0066,0.0171,2.5895,0.4708,0.0179,0.0085,0.1074,0.1399,0.0407,0.0694,0.4256,0.0425,0.0062,0.0619,38.6695,0.0378,0.1397,0.1032,0.0183,0.0308,28.468
18.7873,0.0067,0.0175,2.8171,0.3474,0.0177,0.0079,0.118,0.1745,0.0562,0.0505,0.6408,0.0428,0.0046,0.0486,40.1281,0.0406,0.1446,0.1016,0.0176,0.0304,27.9994
18.8872,0.0061,0.0162,3.1215,0.609,0.0173,0.0071,0.1083,0.1922,0.0929,0.0321,0.6,0.0572,0.0065,0.0558,40.2687,0.0443,0.1504,0.0999,0.0154,0.0285,27.8512
18.9872,0.0048,0.0134,3.4776,0.3819,0.0173,0.0059,0.0805,0.1916,0.113,0.0629,0.2054,0.0749,0.0097,0.0721,38.8837,0.0487,0.1572,0.0985,0.0143,0.0276,27.6668
19.0871,0.0032,0.0094,3.8544,0.5125,0.0181,0.0047,0.0417,0.1731,0.1079,0.106,1.3402,0.0871,0.0122,0.0807,36.7926,0.0532,0.1648,0.0973,0.0156,0.0285,26.9164
19.187,0.0025,0.0045,4.2203,0.4536,0.0194,0.0038,0.0162,0.1387,0.0794,0.1351,2.3252,0.0898,0.013,0.0755,35.2755,0.0574,0.1731,0.0964,0.0172,0.0291,25.1911
19.287,0.0037,0.0009,4.5466,0.3581,0.0208,0.0041,0.0474,0.092,0.0389,0.1413,2.5817,0.0835,0.0121,0.0597,34.9664,0.0611,0.1818,0.0959,0.0167,0.0272,22.4119
19.3869,0.0058,0.0061,4.8092,0.4879,0.0217,0.0056,0.0734,0.0376,0.0348,0.1256,2.423,0.0732,0.0098,0.0463,35.143,0.0643,0.1904,0.0957,0.0139,0.0225,18.9283
19.4868,0.0078,0.0108,4.9891,0.2022,0.0217,0.0076,0.083,0.0229,0.0699,0.1039,1.8105,0.0696,0.0078,0.0528,34.4021,0.0673,0.1987,0.0963,0.0109,0.0172,15.5546
19.5868,0.0094,0.0145,5.0732,0.4211,0.0208,0.0097,0.0746,0.0772,0.0917,0.107,1.1918,0.0795,0.0084,0.0695,31.8862,0.0704,0.2063,0.0976,0.0112,0.0152,13.4619
19.6867,0.0103,0.0169,5.0546,0.1525,0.0191,0.0115,0.0506,0.1245,0.0904,0.1394,1.4417,0.0962,0.0111,0.0793,28.0355,0.0738,0.213,0.0998,0.0137,0.0166,13.4372
19.7866,0.0104,0.0178,4.9334,0.3211,0.0173,0.0129,0.0167,0.1592,0.0665,0.1727,1.5799,0.1096,0.0138,0.0759,24.7623,0.0777,0.2189,0.1024,0.0146,0.0166,14.9572
19.8866,0.0098,0.0171,4.7174,0.1692,0.0162,0.0137,0.02,0.1773,0.0274,0.187,1.072,0.1138,0.015,0.0617,24.3536,0.082,0.2239,0.105,0.0125,0.0128,16.9666
19.9865,0.0085,0.0149,4.4232,0.1591,0.0164,0.0139,0.0511,0.1763,0.0191,0.1772,0.9641,0.108,0.0145,0.0485,26.715,0.0861,0.2284,0.107,0.0088,0.0058,18.921
20.0864,0.0069,0.0113,4.0774,0.0332,0.0177,0.0134,0.0705,0.1554,0.055,0.1508,1.3219,0.097,0.0126,0.0527,29.4619,0.0899,0.2329,0.1082,0.0084,0.0049,20.7821
20.1864,0.0056,0.0068,3.7186,0.3218,0.0196,0.0122,0.0744,0.1163,0.0745,0.1288,1.8343,0.0908,0.0107,0.0682,30.8777,0.093,0.2381,0.1087,0.0123,0.0124,22.659
20.2863,0.0054,0.0017,3.3979,0.3075,0.0211,0.0107,0.0625,0.0627,0.0719,0.1336,1.855,0.0976,0.0112,0.0783,31.1785,0.0957,0.2443,0.109,0.0152,0.0168,24.521
20.3862,0.0067,0.0037,3.1742,0.4825,0.0217,0.009,0.0382,0.0056,0.0484,0.1567,1.5195,0.1135,0.0141,0.0759,32.2119,0.0982,0.2519,0.1093,0.0148,0.0169,26.1302
20.4862,0.0086,0.0085,3.0977,0.5357,0.0211,0.0078,0.0148,0.0657,0.0116,0.1732,1.4266,0.1282,0.0173,0.0624,35.6689,0.1009,0.2608,0.1096,0.0117,0.0141,27.1773
20.5861,0.0104,0.0126,3.1839,0.3863,0.0194,0.0077,0.0347,0.1252,0.0316,0.1694,1.9402,0.1342,0.0193,0.0476,40.9895,0.1041,0.2706,0.1095,0.0095,0.0141,27.4783
20.686,0.0117,0.0155,3.4022,0.4578,0.017,0.0088,0.0607,0.1722,0.0649,0.1454,2.2602,0.1296,0.0196,0.0482,45.9668,0.1078,0.2803,0.1085,0.0123,0.0195,27.1111
20.786,0.0123,0.0171,3.6944,0.2269,0.0143,0.0104,0.076,0.2005,0.0812,0.1133,2.1051,0.1175,0.0182,0.062,48.7001,0.1118,0.2894,0.1067,0.0162,0.0249,26.4384
20.8859,0.012,0.0171,3.9999,0.465,0.0122,0.0121,0.0772,0.2064,0.0761,0.0954,1.4308,0.1063,0.0161,0.0721,48.6381,0.1155,0.2972,0.1045,0.0174,0.0263,25.9795
20.9858,0.011,0.0155,4.2687,0.3708,0.0115,0.0134,0.065,0.1885,0.0517,0.1027,0.7357,0.1048,0.0147,0.0707,46.8089,0.1185,0.3034,0.1023,0.0148,0.0226,26.1362
21.0858,0.0093,0.0127,4.4639,0.6053,0.0121,0.0142,0.0442,0.1487,0.0236,0.115,0.6387,0.1135,0.0151,0.0583,45.3144,0.1205,0.3082,0.1005,0.0101,0.0153,26.9364
21.1857,0.0071,0.0087,4.5604,0.5072,0.0131,0.0144,0.0287,0.0915,0.0435,0.1132,1.0451,0.1237,0.0165,0.044,45.7461,0.1215,0.312,0.0985,0.0086,0.0103,28.0451
21.2856,0.005,0.0042,4.5431,0.3746,0.0137,0.0141,0.0384,0.0237,0.076,0.093,0.701,0.1269,0.0174,0.0447,47.5675,0.1218,0.3153,0.0958,0.0127,0.0144,29.019
21.3856,0.0041,0.0018,4.4052,0.3644,0.0135,0.0133,0.0556,0.0468,0.0933,0.0606,0.9135,0.1197,0.0169,0.059,48.7199,0.1218,0.3185,0.092,0.016,0.0194,29.5409
21.4855,0.0051,0.006,4.1479,0.0494,0.0125,0.0122,0.0646,0.1112,0.0894,0.0362,1.8661,0.1044,0.0146,0.07,47.6165,0.1219,0.3215,0.0872,0.0158,0.0204,29.4954
21.5854,0.0069,0.01,3.7797,0.1363,0.0111,0.0111,0.0619,0.1622,0.0664,0.0452,2.3968,0.0897,0.0115,0.0699,44.3863,0.1222,0.324,0.082,0.0121,0.0169,28.9186
21.6854,0.0086,0.0131,3.3161,0.2168,0.0098,0.0102,0.0497,0.1939,0.0375,0.059,2.4497,0.0878,0.0099,0.059,41.0331,0.1227,0.3255,0.0768,0.0084,0.0122,27.8932
21.7853,0.0097,0.0149,2.7806,0.3706,0.0096,0.0097,0.0373,0.2032,0.0431,0.0566,2.0251,0.1007,0.0119,0.0456,40.17,0.123,0.3253,0.0718,0.0104,0.0124,26.4611
21.8852,0.01,0.0152,2.2085,0.1111,0.0105,0.0096,0.0413,0.19,0.0727,0.0368,0.9976,0.1171,0.0158,0.0452,42.2455,0.1226,0.3232,0.0667,0.0145,0.0164,24.5988
21.9852,0.0095,0.014,1.6588,0.3061,0.0118,0.0096,0.0575,0.1575,0.0914,0.0156,0.4096,0.127,0.0193,0.0581,44.8399,0.1212,0.3193,0.0608,0.0159,0.0182,22.2634
22.0851,0.0083,0.0114,1.2496,0.0813,0.0127,0.0095,0.0706,0.1119,0.09,0.0402,0.8399,0.1263,0.0213,0.0688,45.3132,0.1187,0.3143,0.0541,0.0134,0.0157,19.4687
22.185,0.0064,0.0077,1.1721,0.4316,0.0129,0.0092,0.0735,0.0654,0.0689,0.0676,0.5893,0.1164,0.0217,0.0692,42.8353,0.1156,0.3089,0.0471,0.0086,0.0099,16.3411
22.285,0.0041,0.0032,1.4534,0.3425,0.0121,0.0086,0.0655,0.0515,0.0374,0.0801,0.587,0.1031,0.021,0.0588,38.8884,0.1122,0.3039,0.041,0.0075,0.0072,13.1328
22.3849,0.0015,0.0023,1.8901,0.516,0.0106,0.0077,0.0517,0.0833,0.0317,0.0741,1.239,0.0948,0.0202,0.0446,36.6105,0.109,0.2996,0.0365,0.0121,0.0125,10.194
22.4848,0.0012,0.007,2.3355,0.5369,0.0094,0.0067,0.0465,0.1183,0.0598,0.056,1.9411,0.096,0.0201,0.0418,37.9304,0.1064,0.2957,0.0337,0.0155,0.0171,7.9148
22.5848,0.0035,0.0114,2.7232,0.3752,0.0097,0.0059,0.0599,0.1416,0.0793,0.05,2.2354,0.1018,0.021,0.0534,40.8923,0.1044,0.2913,0.0321,0.0151,0.0179,6.6013
22.6847,0.0054,0.0149,3.0198,0.4918,0.0119,0.0055,0.0792,0.1504,0.0798,0.0724,1.9544,0.1039,0.022,0.0644,41.9282,0.1024,0.2854,0.0316,0.0115,0.0156,6.2527
22.7846,0.0067,0.0172,3.2071,0.2608,0.015,0.0058,0.0917,0.1463,0.0608,0.0984,1.2986,0.0971,0.0222,0.0658,38.9206,0.0999,0.277,0.033,0.0082,0.0141,6.5388
22.8845,0.0072,0.018,3.2758,0.3914,0.0179,0.0064,0.0917,0.1339,0.0297,0.1102,1.0748,0.0805,0.021,0.0569,32.1747,0.0964,0.2656,0.0367,0.011,0.0168,7.1126
22.9845,0.007,0.0173,3.2238,0.2452,0.0198,0.0071,0.0782,0.1192,0.0237,0.1024,1.4376,0.0571,0.0183,0.0442,24.9553,0.0918,0.2514,0.0423,0.0154,0.0205,7.7502
23.0844,0.006,0.0152,3.0549,0.2575,0.0204,0.0076,0.0546,0.1079,0.0534,0.0798,1.5907,0.0337,0.0145,0.0418,23.2494,0.0862,0.2355,0.0484,0.0167,0.0214,8.2844
23.1843,0.0043,0.0117,2.7785,0.1758,0.0194,0.0076,0.0323,0.1019,0.0727,0.0614,1.2653,0.0246,0.0105,0.0529,28.0366,0.0802,0.2192,0.0539,0.0141,0.0185,8.587
23.2843,0.0022,0.0074,2.4097,0.1229,0.0172,0.007,0.0381,0.0989,0.0734,0.0727,0.9847,0.0334,0.0076,0.0637,33.0362,0.0743,0.2041,0.0584,0.0093,0.014,8.6348
23.3842,0.0002,0.0036,1.9702,0.102,0.0142,0.006,0.0606,0.0957,0.0553,0.0981,1.038,0.0405,0.0071,0.0656,33.9488,0.0693,0.1911,0.0622,0.0081,0.0134,8.5858
23.4841,0.0027,0.0052,1.4929,0.1716,0.0118,0.0045,0.0768,0.093,0.0255,0.113,1.5412,0.0388,0.008,0.0577,29.8452,0.0653,0.1806,0.0659,0.0127,0.0176,8.7732
23.5841,0.005,0.0098,1.0414,0.1488,0.0118,0.0026,0.0799,0.0958,0.0234,0.1085,1.4259,0.0283,0.0083,0.0459,22.7735,0.0622,0.172,0.0695,0.0161,0.0208,9.5095
23.684,0.0069,0.0141,0.7784,0.1836,0.0145,0.0006,0.0689,0.1081,0.0529,0.0873,0.8801,0.0122,0.0076,0.0431,18.7745,0.0595,0.1642,0.0727,0.0157,0.0201,10.8095
23.7839,0.0082,0.0175,0.9228,0.184,0.0182,0.0016,0.046,0.1274,0.0713,0.0653,1.1731,0.0054,0.0057,0.0528,23.1235,0.0567,0.1561,0.0747,0.0116,0.016,12.3886
23.8839,0.0088,0.0195,1.3331,0.3036,0.0213,0.0037,0.0165,0.1458,0.0714,0.0704,1.8276,0.0196,0.0033,0.0629,30.1326,0.0534,0.147,0.0749,0.0073,0.0124,13.8983
23.9838,0.0087,0.0202,1.802,0.3961,0.0232,0.0054,0.0171,0.1558,0.0533,0.0957,2.0914,0.027,0.0025,0.0648,33.8981,0.0497,0.1372,0.0735,0.0098,0.0149,15.0962
24.0837,0.0078,0.0192,2.2489,0.4108,0.0233,0.0068,0.0427,0.1515,0.0242,0.1144,2.0381,0.0255,0.0043,0.057,32.2969,0.0459,0.1274,0.0709,0.0146,0.0199,15.8918
24.1837,0.0063,0.0169,2.6399,0.5361,0.0215,0.0076,0.0587,0.13,0.0243,0.1152,1.2775,0.0156,0.0061,0.0455,25.6769,0.0425,0.1186,0.0681,0.0165,0.0221,16.3241
24.2836,0.0043,0.0134,2.9559,0.3414,0.0181,0.0078,0.0619,0.091,0.0532,0.0983,0.3695,0.0043,0.007,0.0426,16.7612,0.04,0.1122,0.0655,0.0144,0.0203,16.498
24.3835,0.0026,0.0091,3.1861,0.3839,0.0135,0.0074,0.0525,0.0378,0.071,0.0747,0.5954,0.0199,0.0068,0.0521,12.5919,0.0391,0.1092,0.0629,0.0096,0.0159,16.5054
24.4835,0.003,0.0046,3.3246,0.2028,0.0092,0.0064,0.0346,0.0282,0.0706,0.0667,0.7279,0.0355,0.0053,0.0624,17.5173,0.04,0.1106,0.0598,0.0071,0.0129,16.368
24.5834,0.005,0.003,3.3699,0.2418,0.008,0.005,0.0234,0.0931,0.0525,0.0817,0.1372,0.0445,0.0029,0.0646,22.7298,0.0428,0.1165,0.056,0.0108,0.0142,16.0333
24.6833,0.0071,0.0066,3.3243,0.2422,0.0113,0.0032,0.0394,0.1532,0.0256,0.0976,0.8271,0.0439,0.0004,0.0575,23.5969,0.0473,0.1266,0.052,0.0141,0.016,15.4208
24.7833,0.0088,0.0104,3.1936,0.2601,0.0156,0.0015,0.0617,0.2001,0.0305,0.0991,1.6232,0.0333,0.0034,0.0467,19.3928,0.0534,0.1402,0.0488,0.0138,0.0146,14.4813
24.8832,0.0099,0.0133,2.9864,0.3571,0.019,0.0016,0.0782,0.2271,0.0591,0.0836,2.1957,0.0159,0.0063,0.044,11.2496,0.0605,0.1562,0.047,0.0098,0.0094,13.2363
24.9831,0.0102,0.0151,2.7142,0.102,0.0208,0.0032,0.0862,0.2302,0.0773,0.0569,2.1924,0.017,0.0085,0.0536,1.6277,0.068,0.1734,0.0465,0.0044,0.0017,11.7879
25.0831,0.0098,0.0155,2.3913,0.1288,0.0205,0.0048,0.0866,0.2081,0.0776,0.0361,1.637,0.0394,0.0096,0.064,7.5868,0.0753,0.1905,0.0464,0.0068,0.0063,10.3066
25.183,0.0087,0.0147,2.0356,0.1993,0.0182,0.0059,0.0833,0.1635,0.0604,0.0427,0.636,0.0583,0.0095,0.0667,13.0545,0.0819,0.2065,0.0457,0.0119,0.0121,9.0042
25.2829,0.0071,0.0128,1.6711,0.266,0.0141,0.0065,0.0811,0.1037,0.0357,0.0555,0.6029,0.0683,0.0083,0.06,13.6505,0.0877,0.2209,0.044,0.0138,0.0145,8.0867
25.3829,0.0051,0.01,1.3351,0.2157,0.0086,0.0066,0.0826,0.053,0.0364,0.0552,0.9222,0.0672,0.0063,0.0492,9.1679,0.0928,0.2339,0.0417,0.012,0.0142,7.6702
25.4828,0.0035,0.0069,1.0909,0.4038,0.0024,0.0062,0.0864,0.0818,0.0625,0.0397,0.8838,0.0573,0.0047,0.0457,1.2032,0.0974,0.2461,0.0393,0.0081,0.0143,7.7041
25.5827,0.0035,0.0044,1.0252,0.2317,0.004,0.0053,0.0898,0.1437,0.0815,0.0201,0.8072,0.0475,0.0054,0.0544,9.4949,0.1021,0.2586,0.037,0.0078,0.0173,8.0039
25.6827,0.005,0.0042,1.1663,0.2748,0.0096,0.004,0.0919,0.1953,0.0833,0.0338,1.1018,0.0526,0.0076,0.0649,18.4975,0.1072,0.2723,0.0346,0.0121,0.021,8.3765
