Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Orange_X,Yellow_X,Yellow_Y,Pink_X,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Pink2_X,Pink2_Y
25.7826,1.6811,1.482,0.139,2.0909,0.472,0.2251,5.7303,0.3714,1.1114,0.3549,2.1975,0.2802,0.8944,0.6226,0.1406,0.2595,0.3926,1.1345,0.0568,0.4335,1.3604
25.8825,1.5183,1.076,0.2756,1.6752,0.5814,0.5814,4.0135,0.1604,0.6066,0.0598,3.0636,0.1449,1.2689,0.6814,0.1797,0.1961,0.5235,1.3387,0.4794,0.2783,0.7556
25.9825,1.4111,0.988,0.5098,0.8357,0.5951,0.7335,4.8038,0.419,0.2353,0.6819,1.0481,0.3976,1.4706,0.3823,0.1896,0.1418,0.4588,1.4282,0.2709,0.8419,1.9995
26.0824,1.0555,0.9819,0.5721,1.885,0.273,0.7901,5.149,0.1313,0.4442,0.1601,1.8868,0.2503,1.0693,0.6108,0.2003,0.1343,0.1664,1.7572,0.3439,1.0315,2.4035
26.1823,0.7126,0.6531,0.4564,1.4282,0.257,0.5757,3.7029,0.3849,0.4905,0.5058,2.9776,0.1066,0.8686,0.4505,0.1661,0.244,0.7889,1.0688,0.4367,0.8674,2.0138
26.2823,0.4634,0.2191,0.2388,0.4277,0.2619,0.0598,6.2247,0.207,0.1941,0.6598,1.909,0.3022,1.5657,0.5719,0.0358,0.342,0.5288,0.0459,0.4088,0.7402,1.7556
26.3822,0.2892,0.1463,0.3168,1.9189,0.2179,0.1651,2.7512,0.3465,0.9695,0.4767,0.8041,0.2799,1.6607,0.2075,0.2381,0.29,0.3838,0.3164,0.2622,0.3332,1.0545
26.4821,0.2865,0.243,0.2737,1.8263,0.4001,0.1358,6.3863,0.3154,1.1575,1.3357,2.2946,0.1044,0.7578,0.3233,0.3237,0.2028,0.3317,1.5471,0.1586,0.3775,0.6347
26.5821,0.4488,0.3171,0.1199,0.9041,0.7082,0.0394,2.9671,0.2377,0.584,0.9056,2.2337,0.1622,0.7637,0.3015,0.2994,0.1827,0.2866,2.15,0.1797,0.8496,1.8317
26.682,0.6698,0.3881,0.5536,1.5552,1.0339,0.0929,6.2524,0.3656,0.228,0.6538,0.2689,0.4889,1.6145,0.178,0.2322,0.1797,0.9436,1.3851,0.2388,0.9329,2.0421
26.7819,0.991,0.5416,0.6329,1.6165,0.9965,0.2626,4.2641,0.1666,0.7138,0.9273,2.4157,0.4667,1.155,0.2436,0.075,0.2299,0.5148,0.8969,0.371,0.7858,1.6543
26.8819,1.4137,0.9078,0.2837,0.8984,0.8171,0.5105,5.2472,0.4138,0.3822,0.418,3.1781,0.2576,0.4341,0.4062,0.2335,0.3178,0.3849,1.0478,0.2307,0.6688,1.4318
26.9818,1.7205,1.3602,0.2814,0.8666,0.7803,1.0638,5.4521,0.1371,0.7594,1.0339,1.3661,0.688,1.9235,0.6899,0.4191,0.3044,0.1606,1.6888,0.1775,0.2051,0.6456
27.0817,1.7769,1.5197,0.4521,0.5583,0.7637,1.1569,4.2221,0.3753,0.5564,0.4275,1.2946,0.5584,2.1821,0.4979,0.4439,0.2067,0.8221,1.5649,0.2383,0.5082,0.8004
27.1816,1.6155,1.2031,0.2202,0.4578,0.5394,0.5509,6.4642,0.2072,0.3324,0.7143,2.3276,0.0946,1.1513,0.3976,0.3699,0.1522,0.7935,1.6961,0.3652,0.8675,1.7697
27.2816,1.3365,0.9091,0.1638,1.1103,0.4247,0.2288,3.0883,0.3438,0.098,0.2401,1.832,0.3453,1.5196,0.845,0.2008,0.1691,0.6397,2.1774,0.2936,0.8491,1.7227
27.3815,1.3518,1.1901,0.353,0.6639,0.4173,0.9487,6.7612,0.3153,1.0734,0.4262,1.2706,0.3707,2.1963,1.1753,0.1655,0.27,1.0726,1.3323,0.3615,0.737,1.366
27.4814,1.8003,1.3561,0.2503,0.9229,0.2976,1.2058,3.2477,0.2331,0.7453,0.8322,0.5666,0.2824,1.4284,0.7037,0.4261,0.3753,0.3017,0.5481,0.3043,0.6171,1.1429
27.5814,2.0078,1.301,0.1469,1.892,0.3671,1.25,6.5588,0.3563,0.8559,1.3756,1.4391,0.2347,0.3504,0.3429,0.5444,0.3284,0.6009,0.9162,0.1548,0.1665,0.2177
27.6813,1.6889,1.2632,0.3546,1.6499,0.1868,0.6943,4.2004,0.1709,1.3574,0.5918,2.043,0.3166,0.8968,0.506,0.5173,0.1743,0.2345,1.5789,0.3643,0.6776,1.1854
27.7812,1.1452,1.0752,0.4834,0.2583,0.3369,0.2362,5.724,0.4084,0.8129,0.5876,2.589,0.3896,0.609,0.6534,0.3774,0.1346,0.8672,1.5679,0.2324,0.9296,1.9082
27.8812,0.7822,0.6989,0.3813,1.4764,0.471,0.6961,5.5551,0.1489,0.3011,0.7345,1.8274,0.234,1.3294,0.3148,0.1201,0.1914,1.0275,0.9072,0.3211,0.8095,1.6618
27.9811,0.7172,0.4585,0.141,1.8111,0.4366,1.08,4.5701,0.3647,1.2998,0.7952,1.8015,0.544,1.9649,0.3766,0.2882,0.2507,0.0633,0.8511,0.3277,0.7254,1.3797
28.081,1.0926,0.6232,0.3077,0.6689,0.3118,0.7598,6.414,0.207,0.6751,0.3653,2.749,0.6144,1.3768,0.1081,0.4993,0.3158,0.3408,1.7609,0.4471,0.5845,1.0665
28.181,1.6296,1.2171,0.2627,1.2868,0.205,0.3019,3.4479,0.3369,0.6182,0.087,1.5405,0.1326,0.4406,0.3846,0.5584,0.3057,0.6533,2.171,0.0947,0.2585,0.3032
28.2809,2.0923,1.7061,0.1419,2.0467,0.4348,0.0319,6.9776,0.3152,0.3737,0.8006,0.4622,0.4478,1.1053,0.483,0.5149,0.1836,1.2385,1.7981,0.3271,0.8283,1.5468
28.3808,2.3201,1.7089,0.5673,0.9652,0.647,0.239,3.2448,0.2319,0.1889,0.5603,1.3059,0.6891,1.1013,0.4331,0.3146,0.1097,0.8935,1.7054,0.1627,0.9909,2.09
28.4808,2.0881,1.444,0.6717,1.1792,0.6683,0.5836,6.6825,0.3495,0.7888,0.5768,1.3309,0.4959,0.9892,0.5536,0.0544,0.1904,0.695,1.4449,0.6514,0.8025,1.7541
28.5807,1.6285,1.3944,0.4141,2.253,0.6598,0.4053,3.9746,0.1703,0.8358,1.3303,1.7258,0.3352,1.2127,0.7358,0.3692,0.3012,0.59,1.3547,0.4145,0.7413,1.5506
28.6806,1.8143,1.4199,0.3045,1.336,0.6518,0.2771,6.1201,0.3981,0.7184,1.2725,2.0423,0.693,0.9503,0.6315,0.5069,0.3594,0.8694,1.7677,0.2608,0.5626,1.1249
28.7806,2.3127,1.4546,0.4157,1.15,0.552,0.3353,5.3267,0.1623,0.4152,0.602,1.2555,0.4743,0.5367,0.8641,0.5187,0.3027,0.9357,2.0736,0.1202,0.3672,0.6783
28.8805,2.3432,1.6089,0.2699,2.6477,0.405,0.2203,4.8264,0.3579,0.3099,0.7344,0.597,0.3203,0.6509,0.8212,0.4261,0.1533,0.5081,1.7492,0.5109,0.9458,1.9322
28.9804,1.9118,1.5579,0.1003,1.8372,0.1798,0.5926,6.2018,0.2121,0.2353,1.2479,1.9558,0.6561,0.847,0.7184,0.1742,0.0924,0.9442,0.9271,0.4589,1.0399,2.358
29.0804,1.3452,1.161,0.3296,0.684,0.3256,0.6244,3.8098,0.3232,0.4854,0.8201,2.4489,0.5524,1.0801,0.7507,0.1616,0.1996,0.706,0.6629,0.4338,0.8283,2.0132
29.1803,0.8935,0.6709,0.4418,2.7112,0.5947,0.3595,6.901,0.3115,1.0463,0.4275,2.5211,0.2451,0.893,0.2931,0.3671,0.2918,0.5222,1.786,0.4353,0.787,1.8563
29.2802,0.6504,0.3689,0.3561,2.4362,0.5293,0.2401,3.0419,0.2339,0.2125,0.6641,1.9832,0.0679,0.2202,0.2314,0.4365,0.3049,0.5721,2.4538,0.1965,0.5611,1.2895
29.3802,0.5047,0.385,0.1627,0.4724,0.2423,0.3134,6.7565,0.3486,0.7496,0.663,0.8009,0.3053,0.5138,0.3723,0.4348,0.2318,1.1595,1.8367,0.258,0.4671,0.9445
29.4801,0.5727,0.477,0.3422,2.1664,0.0647,0.7138,3.6915,0.1685,0.1635,1.0794,3.0505,0.3698,0.5683,0.3492,0.2944,0.1078,1.2471,1.3872,0.3215,1.0405,2.1788
29.58,0.6994,0.5006,0.4346,2.0407,0.1222,0.6699,6.3131,0.3825,0.3364,0.518,3.5522,0.1615,0.197,0.4488,0.1452,0.117,0.7165,1.3561,0.5245,1.071,2.5402
29.68,0.5364,0.486,0.2388,0.6407,0.2559,0.5961,4.7455,0.172,0.1575,0.8394,1.798,0.3766,0.6595,0.2222,0.2685,0.2245,0.5636,1.7429,0.1883,0.8438,2.2325
29.7799,0.4897,0.3036,0.0938,2.4652,0.2376,0.6504,5.1798,0.3539,0.5423,0.3708,1.2209,0.3578,0.8484,0.4466,0.3061,0.2873,0.8945,2.0966,0.448,0.8003,2.0781
29.8798,0.8499,0.3405,0.3029,2.3752,0.22,0.6559,5.9053,0.225,0.2136,0.2946,1.6674,0.1744,0.5286,0.4779,0.3166,0.2695,1.2129,2.373,0.0942,0.5211,1.3508
29.9798,0.9783,0.6823,0.2809,0.3135,0.5706,0.7311,4.0857,0.3061,0.4818,1.0545,1.383,0.5013,0.2824,0.1945,0.2987,0.2255,0.7211,2.3768,0.3942,0.5234,1.08
30.0797,0.7681,0.6436,0.1866,2.3734,0.6533,0.2912,6.5215,0.305,0.6869,1.2716,1.0123,0.3955,0.9455,0.2986,0.2221,0.1496,0.5116,1.2264,0.3462,1.0697,2.2608
30.1796,0.4247,0.2362,0.2474,2.4596,0.3347,0.3732,3.0016,0.2329,0.3912,0.5821,0.9418,0.0565,1.0465,0.1183,0.302,0.1037,0.8228,0.2515,0.7039,1.0459,2.5252
30.2796,0.7892,0.5454,0.2678,0.5002,0.2329,0.8301,6.8341,0.3515,0.3861,0.138,1.085,0.2713,0.3248,0.1266,0.3184,0.1883,0.8485,0.8605,0.4353,0.8276,2.2576
30.3795,1.4537,0.9601,0.1894,2.3434,0.2973,0.9923,3.318,0.1724,0.8431,0.481,0.9534,0.3761,0.9382,0.4078,0.2116,0.2767,0.6228,2.2022,0.2968,0.7653,2.0816
30.4794,1.7324,1.1202,0.1635,2.6198,0.194,0.4069,6.3352,0.3668,0.5512,0.6044,1.3837,0.3288,1.4684,0.5601,0.1767,0.2705,0.6332,2.2124,0.2861,0.4348,1.2411
30.5794,1.4626,1.0585,0.2699,0.8083,0.5623,0.6387,4.0165,0.1764,0.3694,1.6813,1.669,0.2536,1.0246,0.246,0.1884,0.1963,1.012,1.1579,0.4432,0.5709,1.1703
30.6793,0.8924,0.7621,0.371,2.1629,0.788,0.6918,5.6886,0.3473,0.5021,0.3338,1.3473,0.1056,0.8698,0.176,0.316,0.1041,0.9578,0.9121,0.0676,1.0683,2.252
30.7792,0.3911,0.3192,0.3892,2.3287,0.6839,0.4665,5.4578,0.2422,0.4247,0.6244,1.9753,0.2631,1.433,0.4404,0.4063,0.0858,0.6402,1.2987,0.4505,0.993,2.3755
30.8792,0.1119,0.0734,0.2404,0.9672,0.4941,0.632,4.3551,0.2929,0.7326,0.5795,1.4863,0.2509,1.2235,0.4515,0.3034,0.1977,0.7094,2.3423,0.198,0.7952,2.1345
30.9791,0.1237,0.3437,0.0718,2.797,0.518,0.5617,6.0362,0.3015,1.4532,0.8942,0.2473,0.0222,0.4091,0.4033,0.1143,0.3003,1.0735,2.3485,0.2509,0.6869,1.8678
31.079,0.3905,0.4822,0.2964,2.8805,0.5108,0.7076,3.4287,0.2232,0.5269,1.1283,1.1905,0.0899,0.4122,0.5617,0.072,0.2837,0.9038,2.4232,0.1033,0.2997,0.8926
31.1789,0.6862,0.4425,0.2497,0.4526,0.4062,0.675,6.8164,0.3524,0.6421,1.3216,0.8288,0.0599,0.9387,0.1658,0.2574,0.1771,0.3534,2.1741,0.1465,0.6228,1.2893
31.2789,0.7923,0.4655,0.12,2.6794,0.3949,0.0083,2.9037,0.1835,0.3734,0.3979,1.6385,0.2674,1.303,0.4061,0.4366,0.1133,0.5645,0.9987,0.1796,1.055,2.2163
31.3788,0.8188,0.6518,0.4585,3.2514,0.4754,0.5873,6.4183,0.3581,0.0517,0.4716,1.7253,0.4065,1.2453,0.5384,0.4281,0.1111,1.1373,0.9212,0.5483,0.9367,2.1784
31.4787,1.113,0.7178,0.5169,1.3325,0.4591,0.6949,3.5105,0.1799,0.7904,0.2624,2.0876,0.4138,0.8371,0.5235,0.2347,0.161,0.9841,1.5499,0.3134,0.7561,1.9622
31.5787,1.3059,0.7734,0.2438,2.2375,0.4164,0.3837,6.216,0.3333,1.5829,0.5194,2.7699,0.2319,0.6682,0.3542,0.0337,0.2363,0.4126,2.2479,0.1977,0.5634,1.5605
31.6786,1.0641,0.8463,0.2994,2.7067,0.3446,0.1161,4.792,0.2567,0.3239,1.0123,2.0929,0.3813,1.0407,0.3266,0.1972,0.2523,0.6021,2.1406,0.1724,0.1796,0.6377
31.7785,0.6379,0.6716,0.4906,1.1242,0.2159,0.2016,4.9104,0.2876,1.415,0.1184,3.3843,0.4697,1.3865,0.3416,0.3985,0.1864,1.1405,1.4407,0.1272,0.7239,1.6552
31.8785,0.7297,0.5169,0.4069,2.9463,0.0671,0.5196,5.7188,0.3074,0.741,0.1431,3.8108,0.2141,1.1784,0.0941,0.4724,0.0974,1.3258,0.9967,0.4737,1.0593,2.3151
31.9784,1.1193,0.8788,0.2424,3.3739,0.0972,0.309,4.1631,0.2055,0.2076,1.2605,1.8582,0.1978,0.431,0.1242,0.3577,0.0924,0.835,1.5088,0.9458,0.9191,2.1034
32.0783,1.4452,1.1548,0.2253,1.097,0.2029,0.099,6.6218,0.3475,0.5249,0.6416,1.9904,0.246,0.5411,0.3049,0.1527,0.1884,0.7795,1.723,0.7844,0.7518,1.8694
32.1783,1.6229,1.17,0.3001,2.7399,0.213,0.5375,2.9365,0.1944,0.8644,1.0313,2.1357,0.2693,1.1994,0.1941,0.0922,0.2802,0.9206,1.9428,0.2787,0.4511,1.275
32.2782,1.5802,1.0848,0.2934,3.7758,0.2525,0.4756,6.7787,0.3592,0.1612,0.9338,0.8351,0.4266,1.9044,0.1823,0.3145,0.2555,0.9237,1.9468,0.1126,0.2742,0.8929
32.3781,1.3087,1.0045,0.2095,1.9084,0.5852,0.2172,3.4359,0.1905,1.1084,0.2135,0.5396,0.472,2.339,0.1875,0.4556,0.1456,0.6952,0.87,0.4966,0.8383,2.1017
32.4781,0.921,0.823,0.4812,2.156,0.6645,0.5238,6.6624,0.3131,0.816,0.5516,0.7657,0.4013,2.2465,0.2968,0.3976,0.0965,0.999,0.5329,0.3288,1.0667,2.5109
32.578,0.6925,0.5336,0.6449,3.4333,0.5311,0.4163,4.1144,0.2634,0.8552,0.7004,1.1196,0.3409,2.091,0.5295,0.2224,0.0868,1.2872,0.4276,0.4756,0.9309,2.2367
32.6779,0.6889,0.5492,0.4276,2.3875,0.4333,0.1194,5.9069,0.2862,1.1516,0.6253,0.654,0.33,1.8066,0.5713,0.0634,0.1215,0.7967,1.2691,0.5774,0.7687,1.9654
32.7779,0.6657,0.7502,0.093,2.3603,0.5152,0.1998,5.6373,0.3235,0.7208,0.3519,1.5048,0.2336,0.6891,0.6786,0.1518,0.214,0.5247,1.346,0.4286,0.3973,1.2444
32.8778,0.6189,0.7503,0.3506,3.0102,0.8587,0.3796,4.9797,0.1877,0.355,0.6694,2.0329,0.3388,0.949,0.4924,0.355,0.2432,0.7691,0.1488,0.1992,0.4377,1.4094
32.9777,0.6436,0.6301,0.2628,1.7603,0.8835,0.4344,6.397,0.3382,0.7518,0.2397,1.3355,0.3951,1.9835,0.2278,0.4185,0.1628,1.3374,0.5587,0.4478,0.9542,2.5793
33.0777,0.799,0.5849,0.1356,2.4277,0.2561,0.2673,3.8686,0.1959,0.6262,0.8724,2.2282,0.1925,1.9195,0.2575,0.2896,0.0743,1.2589,0.2728,0.5261,1.098,2.7821
33.1776,0.9872,0.8146,0.4166,3.6213,0.792,0.7379,7.3464,0.3658,0.6523,0.8639,1.9548,0.1878,1.9989,0.2424,0.1249,0.047,0.6698,1.3906,0.1051,0.9564,2.4236
33.2775,1.3215,1.1129,0.4005,2.5551,1.2616,0.8562,3.6864,0.2109,0.7834,0.1637,1.6333,0.5431,2.841,0.3068,0.0466,0.1013,0.6285,1.1841,0.288,0.7553,2.0209
33.3775,1.8467,1.2433,0.1747,1.1691,0.9642,0.6244,7.1532,0.2938,0.485,0.5797,2.6895,0.6386,2.8904,0.4818,0.2088,0.2129,1.0039,0.5011,0.2461,0.3378,1.2368
33.4774,2.1331,1.3744,0.1936,2.4574,0.2553,0.6834,3.9792,0.2631,0.0169,0.6253,1.2087,0.3672,1.7733,0.0877,0.3156,0.2465,1.0897,0.9617,0.2867,0.5731,1.7697
33.5773,1.8881,1.4835,0.2331,2.8402,0.1938,0.4814,7.1243,0.2806,0.5645,0.1685,2.3424,0.0994,0.4749,0.3024,0.271,0.1448,0.6636,0.2965,0.2843,0.9962,2.7634
33.6773,1.2558,1.2143,0.1958,2.5255,0.3647,0.6451,5.626,0.3433,0.6361,0.6741,2.4466,0.3651,0.5224,0.698,0.1776,0.0276,0.8523,0.9861,0.6642,1.0677,2.7885
33.7772,0.5636,0.609,0.1487,1.909,1.1546,0.9112,5.9414,0.1801,0.6136,0.2186,2.1565,0.1828,0.6989,0.7741,0.1513,0.0398,0.8314,0.5636,0.4933,0.9366,2.4084
33.8771,0.1607,0.1922,0.0319,1.5273,1.5045,0.5875,6.4767,0.3316,0.9485,0.6008,2.9446,0.2744,1.8247,0.3852,0.126,0.1079,0.6726,0.6786,0.269,0.7079,1.9129
33.9771,0.4067,0.0824,0.1983,2.4634,0.9564,0.5758,5.2908,0.185,0.6963,0.3721,2.7142,0.5423,2.526,0.1081,0.2118,0.2004,0.5843,0.9875,0.2682,0.3275,1.1692
34.077,0.3991,0.4247,0.2087,2.855,0.5197,0.9365,7.8685,0.3698,0.5237,0.5065,3.1911,0.371,2.243,0.6043,0.2362,0.223,0.9258,0.4316,0.5324,0.7004,1.9122
34.1769,0.8977,0.8613,0.1032,2.3336,1.2068,0.8481,4.2639,0.2337,0.7574,0.6462,2.7428,0.1552,1.9514,0.4849,0.1995,0.1165,1.2189,0.815,0.3122,1.0157,2.6995
34.2769,1.6689,1.1667,0.3582,1.842,1.0825,0.5816,7.9187,0.2848,0.2903,0.5048,2.4635,0.4036,2.0447,0.2083,0.2523,0.0187,0.8253,0.1562,0.1129,0.9976,2.5861
34.3768,2.062,1.5071,0.4524,1.8224,0.3105,0.4334,4.6325,0.2633,0.4468,0.6654,2.6706,0.3859,1.2901,0.0834,0.2545,0.0656,0.3216,0.8555,0.2526,0.8501,2.1916
34.4767,2.0185,1.681,0.2423,2.6107,0.4948,0.3014,8.2422,0.2658,1.1306,0.4118,1.7915,0.2468,0.3431,0.1862,0.1903,0.1368,0.6158,0.9216,0.2321,0.5807,1.5905
34.5767,1.8568,1.4171,0.1287,3.0769,0.6827,0.3069,5.6275,0.3576,0.3591,0.4943,1.3134,0.3327,1.2805,0.1683,0.162,0.1992,1.1743,1.062,0.1917,0.3109,0.9966
34.6766,1.6495,0.9967,0.3501,1.9933,0.5218,0.2647,7.2112,0.1837,0.5938,0.2236,1.3715,0.4074,1.0777,0.3345,0.1445,0.2054,0.962,1.1297,0.0908,0.7625,1.9665
34.7765,1.2873,0.9126,0.289,1.3377,0.7073,0.3309,6.9955,0.336,0.3774,0.7474,0.2494,0.2102,0.8249,0.1601,0.2505,0.1214,0.5518,0.3719,0.3818,0.9667,2.5099
34.8765,0.9539,0.9451,0.1327,2.8474,0.8024,0.8027,6.6785,0.1681,0.2257,1.1063,1.7124,0.2508,1.6569,0.0775,0.33,0.0632,0.8376,0.4183,0.4743,0.8785,2.2097
34.9764,0.9611,0.9482,0.2367,2.7321,0.4168,0.6437,8.2343,0.3656,0.8381,0.3222,1.4089,0.6324,1.6239,0.1152,0.2927,0.0497,0.7853,0.2837,0.41,0.7156,1.7277
35.0763,1.2434,0.9549,0.2477,1.4246,0.2834,0.2743,5.3402,0.2481,0.6337,0.328,1.8177,0.5998,0.7893,0.3442,0.1903,0.1179,0.7834,1.1227,0.2938,0.4217,1.007
35.1763,1.3796,0.9844,0.2278,1.7137,0.6224,0.6556,8.9647,0.2899,0.2703,1.1476,2.9474,0.1455,0.3911,0.2427,0.0712,0.1811,0.6766,0.8211,0.1975,0.3549,0.8429
35.2762,1.1816,1.0893,0.2267,1.8837,0.4112,0.3857,5.5968,0.2733,0.4646,0.7198,2.4482,0.3119,0.302,0.2557,0.1672,0.163,1.0955,0.3565,0.1563,0.823,1.8912
35.3761,1.1246,1.0651,0.2144,1.8288,0.2035,0.2433,9.1443,0.2434,0.6307,0.623,2.2958,0.3279,0.3422,0.364,0.3402,0.083,1.3163,0.4678,0.1019,0.9386,2.1823
35.476,1.5785,1.0382,0.299,2.3655,0.6534,0.4669,5.8819,0.3606,0.1435,0.8347,2.3985,0.1124,0.6784,0.2237,0.3971,0.0558,0.7971,0.6067,0.2862,0.7851,1.7733
35.576,1.9574,1.4189,0.2483,1.6892,0.4856,0.4741,8.7183,0.1896,0.7942,1.2125,2.6496,0.4058,0.3827,0.2896,0.3236,0.0355,0.374,1.1868,0.4794,0.5791,1.2199
35.6759,2.033,1.7193,0.0459,0.7879,0.237,0.4991,7.6759,0.3534,0.8632,1.2843,2.4893,0.3995,0.2835,0.4022,0.1745,0.1124,0.8368,0.596,0.3756,0.2692,0.481
35.7758,1.8819,1.4917,0.292,2.5146,0.791,0.2558,7.8539,0.1581,0.6795,1.2485,1.6284,0.1537,0.6433,0.5991,0.0424,0.1702,1.2572,0.59,0.0785,0.5059,1.1132
35.8758,1.4695,0.8915,0.3078,2.7493,0.8827,0.2671,8.5959,0.3539,0.6464,0.2766,2.3307,0.1182,0.7266,0.3182,0.264,0.1323,1.0685,0.5462,0.3335,0.9025,1.9208
35.9757,0.7653,0.4444,0.125,1.4214,0.8903,0.3218,6.8225,0.2481,0.3379,0.7059,1.9839,0.1464,1.0765,0.1971,0.4293,0.0527,0.7758,0.8542,0.5545,0.8813,1.916
36.0756,0.0356,0.231,0.3014,1.1082,0.9205,0.6155,10.005,0.3033,0.2487,0.7953,0.9472,0.1143,1.0524,0.4155,0.4339,0.0585,0.9275,1.1814,0.4361,0.6396,1.4259
36.1756,0.4477,0.1636,0.3222,1.8977,0.442,0.5589,6.4615,0.2943,0.668,1.094,1.0597,0.2325,0.2983,0.3336,0.2914,0.0441,0.8329,0.8544,0.4478,0.3971,0.8299
36.2755,0.7239,0.5413,0.0668,2.0455,0.5532,0.1264,9.9611,0.2218,0.5062,1.5342,0.4469,0.2242,0.7386,0.1677,0.092,0.1413,0.9507,0.5874,0.4587,0.1865,0.6107
36.3754,1.2403,0.7417,0.2344,1.9703,1.1469,0.8084,6.6054,0.3538,0.7406,0.7391,0.8753,0.2052,1.2851,0.2344,0.1302,0.1755,0.9436,0.8235,0.1197,0.6114,1.5783
36.4754,1.6874,1.118,0.318,1.4292,1.0027,1.0514,10.1548,0.1876,0.6217,0.3676,0.7804,0.0913,1.1978,0.2962,0.3157,0.1038,1.4711,1.2975,0.415,0.9285,2.0915
36.5753,1.7859,1.5064,0.1813,0.9925,0.3645,0.5873,8.177,0.3762,0.5802,0.229,0.6235,0.1125,1.3678,0.2971,0.4103,0.0352,1.5523,1.0585,0.503,0.8379,1.857
36.6752,1.7434,1.4158,0.0662,1.6195,0.1726,0.592,8.9298,0.1633,0.5076,1.2962,1.5591,0.2453,1.7974,0.3153,0.3593,0.0419,0.7053,1.1576,0.5318,0.5599,1.3224
36.7752,1.7308,1.0822,0.1264,1.7889,0.3771,0.7442,9.1572,0.3423,0.3082,1.3798,1.479,0.2922,1.6746,0.246,0.2091,0.0079,0.3016,1.0578,0.196,0.296,0.7513
36.8751,1.7205,1.2041,0.236,1.3581,0.6561,0.7416,8.3318,0.2356,0.4021,1.2313,1.4572,0.1767,0.9364,0.1814,0.0739,0.1201,0.9067,0.3791,0.3446,0.2466,0.9706
36.975,1.7641,1.2598,0.242,0.7734,0.7955,0.731,10.7404,0.3148,0.5647,0.498,1.0622,0.1661,0.2821,0.1812,0.1589,0.1705,1.4471,0.5997,0.2258,0.6962,1.8661
37.075,1.5629,0.9107,0.135,0.8362,0.4337,0.7175,7.2307,0.317,0.8907,0.6668,1.2007,0.2288,0.8301,0.1522,0.2958,0.116,1.2459,0.5152,0.3435,0.9575,2.1717
37.1749,0.875,0.4996,0.2839,1.4455,0.2864,0.212,10.8608,0.2121,0.4782,0.5891,1.4539,0.156,1.0318,0.274,0.3371,0.0687,0.8745,0.9293,0.2804,0.8257,1.8186
37.2748,0.6837,0.4371,0.3105,1.2909,0.6796,0.5406,7.5924,0.3461,0.3881,1.6031,3.3158,0.1284,1.1881,0.4091,0.2661,0.086,0.6548,1.2023,0.5646,0.5157,1.2541
37.3748,1.3479,1.0497,0.1586,0.1977,0.6609,0.4567,11.2352,0.1746,0.5211,0.9515,3.7754,0.1943,1.8407,0.3505,0.188,0.0481,0.8473,0.8315,0.4431,0.2353,0.7162
37.4747,1.706,1.4929,0.2957,1.0186,0.4275,0.0199,8.4339,0.393,0.711,1.1219,1.0462,0.3321,2.3347,0.1939,0.1451,0.078,1.1343,0.2599,0.284,0.319,1.1234
37.5746,1.8461,1.3215,0.3068,1.318,0.4655,0.4787,10.0711,0.1764,0.7616,0.2623,2.1953,0.3494,2.0194,0.2001,0.1717,0.1501,1.1757,0.7567,0.3762,0.7236,1.8876
37.6746,1.813,1.0526,0.048,0.588,0.7149,0.3972,9.8626,0.3409,0.2074,0.7144,2.8405,0.233,1.0259,0.0394,0.2511,0.1158,1.5899,0.8064,0.3336,0.9256,2.0574
37.7745,1.6708,1.3536,0.2841,0.3969,0.6362,0.3108,9.5218,0.2214,1.1842,1.5641,1.7781,0.0661,0.385,0.1573,0.2348,0.0841,1.0696,0.3181,0.2312,0.7761,1.6866
37.8744,1.6752,1.3977,0.3549,0.6214,0.141,0.3031,11.0991,0.3166,0.6089,1.3957,1.1718,0.1121,0.373,0.2401,0.2097,0.0978,0.2348,0.1197,0.389,0.4557,1.1208
37.9744,1.5709,1.0213,0.1488,0.5706,0.547,0.2217,8.0987,0.3295,0.2572,1.2245,1.0159,0.2112,0.9085,0.0865,0.2361,0.0531,0.3841,0.4621,0.4063,0.1773,0.5929
38.0743,1.0932,0.7512,0.1328,1.0951,0.7529,0.5658,11.7967,0.2194,0.2871,0.8046,2.0078,0.2969,1.9238,0.254,0.188,0.0804,1.2617,0.1937,0.2664,0.3436,1.0811
38.1742,0.6074,0.5498,0.2289,0.8301,0.5055,0.6223,8.423,0.3483,1.2189,1.3372,2.8153,0.3107,2.2048,0.3694,0.1509,0.1542,1.6141,0.638,0.0712,0.6913,1.7098
38.2742,0.4018,0.1862,0.1586,0.3863,0.0694,0.2124,11.8916,0.1546,0.6308,0.2842,3.5367,0.1667,1.9481,0.1508,0.1674,0.1305,0.9536,0.6997,0.0958,0.8431,1.7707
38.3741,0.1273,0.1836,0.0686,1.3541,0.4175,0.229,8.6412,0.3959,0.8065,1.3228,3.0105,0.1518,2.0252,0.0913,0.1861,0.1142,0.6318,0.5715,0.3157,0.6846,1.396
38.474,0.6237,0.2882,0.1088,1.4078,0.3586,0.1157,11.2359,0.1842,0.3879,0.4372,3.3431,0.3824,1.5599,0.1555,0.2856,0.1277,0.4622,0.9365,0.249,0.3594,0.8369
