Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
23.1843,1.078,4.4355,0.1925,0.017,0.6957,0.1626,0.4508,0.6285,0.4171,0.2608,0.052,0.2064,0.1777,0.1937,0.0195,0.2469,0.2375,0.3606,1.155,0.2081,0.0283,0.4775,0.108
23.2843,1.2919,5.4199,0.181,0.0165,0.4377,0.2258,0.4573,0.7028,0.3515,0.227,0.0555,0.1992,0.1553,0.2131,0.0147,0.8941,0.1388,0.3492,1.1947,1.1204,0.2239,0.1005,0.1191
23.3842,1.1014,4.616,0.1645,0.0159,0.6961,0.2906,0.5229,1.2666,1.0111,0.1976,0.0586,0.1991,0.1217,0.2252,0.0089,0.788,0.1942,0.392,1.151,1.0387,0.2214,0.6334,0.0875
23.4841,1.1836,4.9195,0.1435,0.0152,0.4217,0.3463,0.3105,1.1775,0.8628,0.1781,0.0605,0.2037,0.0832,0.2275,0.0026,0.56,0.2618,0.4699,1.011,0.2326,0.0475,0.9565,0.0339
23.5841,1.2586,5.2977,0.1202,0.0146,0.4659,0.3884,0.4935,0.9972,0.4527,0.1725,0.0607,0.2084,0.0576,0.2197,0.0042,1.1863,0.1806,0.5477,0.7794,1.1488,0.1834,0.9652,0.0517
23.684,1.078,4.4369,0.0995,0.014,0.6645,0.415,0.3175,0.731,0.5149,0.1793,0.0591,0.2094,0.0732,0.2041,0.0103,0.5584,0.1934,0.5974,0.4856,0.9013,0.1783,0.6565,0.1079
23.7839,1.2545,5.3079,0.0892,0.0136,0.6473,0.4257,0.6141,0.3982,0.4137,0.1923,0.056,0.2048,0.1116,0.1851,0.0156,1.0012,0.2844,0.603,0.2508,0.3184,0.0309,0.1396,0.1385
23.8839,1.1944,4.8756,0.0957,0.0135,0.5456,0.4211,0.3987,0.5285,0.2797,0.2058,0.0522,0.1952,0.1491,0.1694,0.0194,1.3284,0.2165,0.5603,0.4097,1.1117,0.1904,0.43,0.1272
23.9838,1.0938,4.6579,0.1152,0.0136,0.6871,0.4025,0.4766,1.4524,0.8711,0.218,0.0489,0.1834,0.1776,0.1641,0.0214,0.7038,0.1538,0.48,0.7136,0.7319,0.1849,0.8489,0.0838
24.0837,1.3032,5.3446,0.1395,0.014,0.5836,0.3715,0.2397,0.7435,0.7662,0.2301,0.0472,0.1728,0.194,0.1722,0.0213,1.1558,0.2714,0.3936,0.9688,0.3676,0.0861,0.9919,0.0305
24.1837,1.0735,4.4911,0.1626,0.0146,0.3983,0.33,0.4949,0.8798,0.3045,0.2454,0.0475,0.1662,0.1975,0.1898,0.0191,2.0013,0.2535,0.3604,1.1264,0.8822,0.1534,0.811,0.0647
24.2836,1.201,5.0015,0.181,0.0153,0.6007,0.2801,0.4666,0.449,0.4184,0.2673,0.0498,0.1639,0.1898,0.2097,0.0149,0.871,0.1296,0.4207,1.1662,0.4391,0.1667,0.3712,0.1059
24.3835,1.2305,5.0454,0.1934,0.0159,0.5161,0.2251,0.5715,1.1463,0.3129,0.2976,0.0532,0.1639,0.1743,0.2253,0.0096,0.4531,0.209,0.535,1.0873,0.5689,0.1534,0.1942,0.1169
24.4835,1.0415,4.3872,0.1994,0.0165,0.474,0.1707,0.4542,1.4236,0.4855,0.3359,0.0571,0.1633,0.1566,0.2322,0.0065,0.7262,0.24,0.6478,0.9075,0.6175,0.1022,0.6801,0.0907
24.5834,1.2599,5.1788,0.1997,0.0171,0.5146,0.1299,0.5575,1.4173,0.9671,0.3802,0.0613,0.1603,0.1438,0.228,0.011,0.8314,0.1249,0.7271,0.665,0.4712,0.1484,0.9432,0.049
24.6833,1.1058,4.5668,0.1957,0.0175,0.3238,0.1264,0.2925,0.9477,0.6327,0.4268,0.0658,0.1548,0.1423,0.2125,0.0184,0.9606,0.1427,0.7581,0.4373,0.8267,0.1764,0.8962,0.0544
24.7833,1.0941,4.5713,0.1892,0.0179,0.4204,0.1648,0.4182,0.487,0.3535,0.4711,0.0711,0.1479,0.1531,0.1874,0.0256,1.5095,0.2032,0.7379,0.3911,0.2613,0.0092,0.5558,0.0932
24.8832,1.2363,5.0436,0.1821,0.0182,0.8038,0.2224,0.469,0.8263,0.5042,0.5075,0.0775,0.1417,0.1718,0.1572,0.0314,0.5909,0.1135,0.6728,0.5602,0.8909,0.2142,0.0475,0.1131
24.9831,1.0012,4.17,0.1755,0.0184,0.5036,0.283,0.5609,1.1065,0.1855,0.5302,0.085,0.138,0.1925,0.1301,0.0352,0.7764,0.0622,0.5769,0.7639,1.1534,0.2551,0.4953,0.0952
25.0831,1.1691,4.8258,0.1694,0.0185,0.7312,0.3387,0.5499,1.4312,0.4552,0.5341,0.0933,0.1375,0.2104,0.1183,0.0366,0.698,0.1486,0.4717,0.9181,0.2221,0.0568,0.8594,0.0544
25.183,1.1319,4.5649,0.1628,0.0187,0.6627,0.3848,0.5594,1.3981,0.7839,0.5157,0.1018,0.1401,0.2226,0.1293,0.0354,1.7362,0.105,0.3863,0.9977,1.3531,0.2556,0.9441,0.0385
25.2829,0.977,4.1512,0.154,0.0188,0.5958,0.4179,0.2379,0.548,0.548,0.4736,0.1097,0.1451,0.227,0.1554,0.0319,0.5523,0.0362,0.3515,0.9992,1.4238,0.2791,0.7206,0.086
25.3829,1.2007,4.7703,0.1413,0.019,0.6301,0.4355,0.337,0.3247,0.2991,0.4096,0.1159,0.1521,0.2222,0.1843,0.0264,1.4204,0.0876,0.3726,0.9324,0.6732,0.0761,0.2688,0.1177
25.4828,0.9675,4.0976,0.1238,0.0193,0.7351,0.4359,0.4657,1.0013,0.3692,0.3275,0.1199,0.1605,0.2076,0.2077,0.0196,0.3819,0.0502,0.4216,0.8162,1.849,0.3508,0.2736,0.1163
25.5827,1.0585,4.2244,0.1021,0.0197,0.5691,0.4181,0.5434,0.906,0.0933,0.2336,0.1213,0.1694,0.1836,0.2217,0.0126,1.4041,0.0753,0.4694,0.6773,1.6724,0.3939,0.7129,0.0797
25.6827,1.1021,4.5303,0.0797,0.0202,0.8234,0.3822,0.5021,1.4366,0.3706,0.1351,0.12,0.1773,0.152,0.2246,0.008,0.8786,0.104,0.5018,0.5481,1.1047,0.201,0.917,0.0244
25.7826,0.9002,3.6805,0.0666,0.021,0.5617,0.3291,0.5798,0.4313,0.707,0.0411,0.1164,0.1826,0.1168,0.2173,0.0095,1.1644,0.0279,0.5168,0.4603,2.3008,0.3597,0.8178,0.0486
25.8825,1.0863,4.3856,0.0765,0.0219,0.6508,0.2613,0.278,0.5473,0.4466,0.0554,0.1112,0.1844,0.0877,0.2025,0.0137,0.5657,0.1198,0.5198,0.4234,1.8932,0.378,0.451,0.0934
25.9825,0.9615,3.9878,0.1056,0.0231,0.7073,0.1834,0.3362,0.5121,0.2247,0.1326,0.1051,0.1831,0.082,0.185,0.017,1.5214,0.1726,0.5207,0.4099,1.4736,0.2518,0.0725,0.112
26.0824,0.9113,3.6109,0.1414,0.0243,0.8363,0.1072,0.4726,0.7741,0.3013,0.2,0.0986,0.1805,0.1043,0.1713,0.0183,1.0185,0.0958,0.5281,0.3814,2.6141,0.4189,0.5568,0.0919
26.1823,1.039,4.3211,0.1764,0.0256,0.5602,0.0821,0.4318,1.1996,0.0277,0.2584,0.0922,0.1795,0.1373,0.1669,0.0173,0.3391,0.141,0.5442,0.3162,1.996,0.3756,0.8644,0.0493
26.2823,0.8459,3.272,0.2063,0.0268,0.6762,0.1443,0.4513,1.1659,0.3808,0.3103,0.0861,0.1829,0.1679,0.1731,0.0141,1.3465,0.2365,0.5634,0.2206,1.7841,0.2765,0.8906,0.0314
26.3822,0.9284,3.8869,0.2283,0.0278,0.6229,0.2261,0.5986,0.8988,0.6049,0.3575,0.0803,0.1915,0.1902,0.1855,0.009,0.8544,0.1818,0.5758,0.1669,2.8098,0.4678,0.626,0.0768
26.4821,0.9505,3.6877,0.2406,0.0285,0.4943,0.3021,0.4028,0.4086,0.3804,0.4001,0.075,0.2036,0.2014,0.1972,0.0025,1.0839,0.1405,0.5723,0.2683,1.9747,0.3915,0.1648,0.1065
26.5821,0.7578,3.1372,0.2425,0.0288,0.537,0.3641,0.3424,0.4725,0.3277,0.4359,0.0705,0.2158,0.2009,0.2026,0.0048,1.5301,0.2589,0.5487,0.4387,1.9861,0.3006,0.3597,0.1022
26.682,0.9512,3.7412,0.2341,0.0286,0.7038,0.4073,0.4315,1.294,0.2976,0.4617,0.0673,0.2255,0.1899,0.1985,0.012,0.9661,0.2496,0.5066,0.607,2.8442,0.4733,0.7533,0.0702
26.7819,0.7901,3.1301,0.2166,0.028,0.4471,0.4291,0.297,1.215,0.0637,0.4738,0.066,0.2308,0.1713,0.1841,0.0187,0.8604,0.1562,0.4543,0.7447,1.8217,0.3796,0.9022,0.0301
26.8819,0.7763,3.0814,0.1923,0.027,0.7607,0.4284,0.4398,1.4808,0.3431,0.4694,0.0669,0.2317,0.1495,0.1618,0.0239,1.6605,0.2462,0.4045,0.8373,2.1125,0.3082,0.7556,0.0558
26.9818,0.8833,3.4704,0.1641,0.0257,0.7487,0.406,0.5324,0.6793,0.4573,0.4464,0.0701,0.2294,0.1307,0.1384,0.0273,0.4696,0.285,0.3714,0.8804,2.7479,0.4603,0.3663,0.0881
27.0817,0.6534,2.5632,0.1354,0.0242,0.6466,0.364,0.5046,0.894,0.2735,0.404,0.0749,0.2256,0.1211,0.1257,0.0286,1.072,0.1844,0.3624,0.8789,1.5739,0.3731,0.1458,0.0958
27.1816,0.8038,3.1832,0.1102,0.0227,0.806,0.3065,0.3636,0.5546,0.3124,0.3429,0.0804,0.2219,0.1229,0.1345,0.0275,1.1055,0.2017,0.3729,0.8461,2.1183,0.309,0.5981,0.0691
27.2816,0.7317,2.8702,0.0921,0.0213,0.7022,0.2389,0.3896,1.2689,0.3371,0.2647,0.0856,0.2192,0.1322,0.1615,0.0244,0.9472,0.2768,0.3907,0.8001,2.4636,0.3967,0.8545,0.0258
27.3815,0.6225,2.3844,0.0825,0.0201,0.6174,0.1692,0.2224,1.0616,0.0877,0.1731,0.0896,0.2172,0.1423,0.1941,0.0199,0.4983,0.2079,0.4064,0.7579,1.1762,0.302,0.8295,0.0459
27.4814,0.7535,3.0474,0.0798,0.0192,0.8943,0.1132,0.4026,1.46,0.2608,0.0756,0.0913,0.2156,0.1483,0.2217,0.0157,1.9308,0.1511,0.4175,0.727,2.0372,0.2989,0.5322,0.0893
27.5814,0.6167,2.1118,0.0809,0.0187,0.6986,0.1038,0.4014,1.0254,0.4009,0.0536,0.0903,0.214,0.1481,0.2377,0.0147,1.8596,0.2287,0.428,0.7007,2.0882,0.3379,0.0694,0.1114
27.6813,0.5916,2.526,0.0848,0.0187,0.5209,0.1445,0.5555,0.9604,0.1735,0.1489,0.0861,0.2125,0.1419,0.2385,0.0184,1.1371,0.1965,0.4445,0.6615,0.7756,0.2137,0.4306,0.0975
27.7812,0.7187,2.437,0.0929,0.0191,0.8065,0.1991,0.4435,0.5228,0.3442,0.2422,0.0792,0.2114,0.1322,0.2231,0.0243,1.2645,0.1022,0.4706,0.5911,1.858,0.2537,0.7782,0.0591
27.8812,0.4295,1.8493,0.1074,0.0199,0.6904,0.2503,0.4608,0.9323,0.2668,0.3204,0.0704,0.2107,0.1239,0.1933,0.0301,0.1624,0.166,0.503,0.4788,1.5845,0.2685,0.8742,0.0228
27.9811,0.6669,2.3224,0.1283,0.021,0.5408,0.2928,0.1592,1.1936,0.1074,0.3773,0.0613,0.21,0.1222,0.154,0.0343,0.2978,0.1675,0.5326,0.327,0.5809,0.1543,0.6853,0.0649
28.081,0.5086,1.9112,0.1535,0.0223,0.6929,0.325,0.3094,1.4751,0.3052,0.409,0.0544,0.2082,0.1295,0.1157,0.0363,1.2767,0.0569,0.5488,0.1671,1.6802,0.211,0.2795,0.0993
28.181,0.4621,1.6498,0.1795,0.0238,0.6276,0.3462,0.2642,1.3848,0.3001,0.414,0.052,0.2044,0.1432,0.0988,0.0356,0.7091,0.0845,0.5437,0.1746,1.0192,0.1795,0.2253,0.105
28.2809,0.5756,2.0925,0.203,0.0252,0.5279,0.3567,0.6421,0.9512,0.1957,0.3931,0.0546,0.1985,0.158,0.1173,0.0323,0.73,0.122,0.5158,0.3481,0.7884,0.0933,0.6412,0.0793
28.3808,0.3673,1.274,0.2208,0.0265,0.8274,0.3566,0.5187,0.6689,0.3029,0.349,0.0606,0.1913,0.1695,0.153,0.0263,0.7449,0.075,0.4709,0.5156,1.482,0.135,0.85,0.0373
28.4808,0.4595,1.6853,0.2307,0.0276,0.6164,0.3464,0.5443,0.6421,0.2472,0.286,0.0675,0.1843,0.1751,0.1861,0.0183,1.2201,0.0583,0.4234,0.6347,0.3949,0.0832,0.7809,0.0416
28.5807,0.4656,1.5593,0.2311,0.0283,0.6248,0.3268,0.0886,0.29,0.1008,0.2092,0.0735,0.179,0.1746,0.207,0.009,2.2763,0.0501,0.3919,0.6881,1.2791,0.1393,0.4602,0.079
28.6806,0.2699,0.9652,0.2215,0.0287,0.7514,0.2987,0.2488,1.1385,0.2506,0.1251,0.0779,0.1757,0.1701,0.2112,0.0035,2.0269,0.0767,0.3888,0.6729,1.4258,0.1345,0.0347,0.0997
28.7806,0.4605,1.5204,0.2023,0.0288,0.6286,0.2638,0.1808,0.8794,0.3243,0.0544,0.0802,0.1733,0.1659,0.1976,0.0127,0.1375,0.131,0.4075,0.6038,0.4564,0.1341,0.4685,0.0878
28.8805,0.2955,0.9358,0.1746,0.0285,0.7533,0.2248,0.6932,1.1604,0.2273,0.0905,0.0806,0.1698,0.1667,0.1679,0.0222,0.5518,0.0913,0.429,0.5181,1.7321,0.2297,0.769,0.0556
28.9804,0.2961,0.9277,0.1405,0.028,1.2082,0.1866,0.5401,0.9145,0.4053,0.1754,0.0792,0.1632,0.1752,0.1277,0.0302,0.6796,0.0668,0.4365,0.4776,1.3985,0.1375,0.816,0.0245
29.0804,0.3679,1.1784,0.103,0.0273,0.7439,0.1572,0.5627,0.5279,0.2719,0.2586,0.0763,0.1527,0.19,0.0904,0.0362,0.7049,0.1733,0.4231,0.5271,0.915,0.157,0.5939,0.0548
29.1803,0.1609,0.3562,0.0664,0.0266,0.5862,0.1473,0.1432,0.6269,0.1302,0.331,0.0724,0.1393,0.2069,0.0862,0.0399,1.0196,0.1709,0.393,0.6354,2.069,0.2742,0.1827,0.0841
29.2802,0.2864,0.9191,0.042,0.0259,0.8677,0.1618,0.2756,0.2868,0.2373,0.3871,0.0681,0.1258,0.2211,0.1228,0.041,1.449,0.1197,0.3611,0.7425,1.4011,0.2053,0.2983,0.0898
29.3802,0.2462,0.6529,0.0494,0.0254,0.6393,0.1929,0.203,0.39,0.2325,0.4229,0.0641,0.1161,0.2288,0.171,0.0398,1.3969,0.2092,0.3486,0.8082,1.3834,0.2365,0.6699,0.0746
29.4801,0.104,0.2963,0.075,0.0251,0.5882,0.2297,0.5576,0.4973,0.2731,0.4361,0.0612,0.1131,0.2283,0.2138,0.0367,0.5956,0.2314,0.3687,0.8125,2.2858,0.2674,0.8257,0.0475
29.58,0.2543,0.6529,0.1012,0.0249,0.7877,0.2645,0.5717,1.3051,0.4033,0.4269,0.0597,0.1166,0.2198,0.2439,0.0325,0.623,0.1548,0.4134,0.7511,1.4028,0.1516,0.7131,0.0313
29.68,0.1306,0.2537,0.1238,0.0249,0.3983,0.2925,0.6375,1.1588,0.2122,0.3984,0.0593,0.1227,0.2052,0.2581,0.0281,0.7752,0.2259,0.4631,0.631,1.7499,0.2796,0.3773,0.0277
29.7799,0.1328,0.2948,0.1423,0.025,0.5753,0.3109,0.2644,1.6701,0.2113,0.3567,0.0592,0.1276,0.1888,0.2555,0.0249,1.3209,0.2943,0.5011,0.4678,2.36,0.3313,0.1168,0.0181
29.8798,0.1964,0.3635,0.1573,0.0251,0.8271,0.3181,0.166,0.9751,0.0597,0.3096,0.0587,0.1287,0.1759,0.2373,0.024,1.567,0.2089,0.5184,0.2848,1.3981,0.3139,0.5076,0.0154
29.9798,0.0517,0.4027,0.1699,0.0252,0.573,0.3135,0.1443,1.1938,0.2665,0.2653,0.0578,0.1256,0.1719,0.2068,0.0252,0.3894,0.1787,0.5133,0.1249,2.0004,0.4207,0.7467,0.0571
30.0797,0.135,0.1121,0.181,0.0252,0.509,0.2974,0.5093,0.6298,0.2597,0.2292,0.0566,0.1201,0.1787,0.1693,0.0274,0.4354,0.2941,0.4906,0.141,2.2206,0.3248,0.7325,0.1014
30.1796,0.129,0.5194,0.1907,0.0251,0.6688,0.2713,0.6494,1.799,0.4318,0.2007,0.0562,0.1152,0.1936,0.1325,0.0293,0.0783,0.2715,0.4602,0.255,1.2136,0.1612,0.4689,0.1259
30.2796,0.0817,0.606,0.1984,0.025,0.4099,0.2382,0.5973,1.6662,0.1636,0.1743,0.0572,0.1141,0.2114,0.1076,0.0301,0.6493,0.1619,0.4352,0.3347,2.1527,0.3687,0.0451,0.1259
30.3795,0.0863,0.215,0.2028,0.0247,0.5441,0.2029,0.2695,2.2112,0.1231,0.1437,0.0597,0.1183,0.2277,0.1046,0.0295,1.3346,0.2252,0.4271,0.3612,2.0642,0.2946,0.4042,0.0931
30.4794,0.1482,0.9336,0.2022,0.0244,0.8641,0.1725,0.1838,1.3387,0.0328,0.1078,0.063,0.1266,0.2393,0.1198,0.0274,1.0168,0.2569,0.4396,0.332,1.1436,0.1543,0.724,0.0442
30.5794,0.0767,0.6039,0.1955,0.0239,0.4652,0.1564,0.1726,1.3003,0.1311,0.0781,0.0658,0.1366,0.2451,0.1401,0.0239,0.9396,0.1687,0.4661,0.2527,2.1646,0.3432,0.8127,0.0423
30.6793,0.1157,0.7862,0.1815,0.0234,0.5259,0.1602,0.5097,1.0638,0.2661,0.0852,0.0669,0.1458,0.2453,0.1571,0.0195,1.4455,0.1672,0.495,0.1371,1.7742,0.2411,0.637,0.0922
30.7792,0.2049,1.1733,0.1601,0.0228,0.7588,0.1796,0.5655,1.58,0.4698,0.1288,0.0656,0.1534,0.2409,0.1679,0.0145,1.2619,0.2106,0.5154,0.0765,1.1282,0.1873,0.2567,0.1205
30.8792,0.0439,0.5652,0.1319,0.0222,0.4204,0.2048,0.5623,1.5817,0.2032,0.1807,0.0617,0.1595,0.2339,0.1724,0.0095,0.9095,0.1381,0.5197,0.2162,2.0634,0.3165,0.2099,0.1168
30.9791,0.2259,1.2946,0.0986,0.0215,0.7682,0.2279,0.2852,1.7872,0.2108,0.2269,0.0553,0.1654,0.2261,0.1721,0.0048,0.9884,0.0901,0.5045,0.3819,1.3918,0.1739,0.6048,0.0813
31.079,0.2306,1.0761,0.0638,0.0209,0.9553,0.2446,0.2581,1.388,0.0445,0.2615,0.047,0.172,0.219,0.1697,0.0016,0.2268,0.1583,0.4704,0.5361,1.1777,0.2137,0.8048,0.0364
31.179,0.1074,1.0452,0.0383,0.0204,0.5656,0.2532,0.2459,1.2745,0.2039,0.2824,0.0377,0.1798,0.2131,0.1676,0.0027,1.499,0.1294,0.4227,0.6625,1.8701,0.2732,0.7426,0.0541
31.2789,0.3361,1.4632,0.0475,0.0201,0.7731,0.2545,0.4648,0.5797,0.3528,0.2908,0.0284,0.188,0.2082,0.1674,0.0042,1.6103,0.0248,0.3714,0.749,0.998,0.0733,0.4409,0.0916
31.3788,0.1504,1.204,0.0773,0.0199,0.8071,0.2508,0.4889,0.9815,0.4694,0.2903,0.0201,0.1954,0.2035,0.1695,0.0045,1.0269,0.0633,0.3311,0.7883,1.3254,0.2527,0.003,0.1068
31.4787,0.2874,1.3418,0.1075,0.0198,0.4715,0.2456,0.5502,0.919,0.1696,0.2854,0.0135,0.2006,0.1987,0.1732,0.0038,0.9279,0.0887,0.3154,0.779,1.6436,0.27,0.4428,0.0867
31.5787,0.3323,1.7288,0.1325,0.0198,0.6904,0.2425,0.3977,1.699,0.286,0.28,0.0096,0.203,0.1939,0.1768,0.003,2.2825,0.0883,0.3261,0.7282,0.7294,0.0189,0.7359,0.0459
31.6786,0.1607,1.1769,0.1509,0.0198,0.7709,0.2435,0.2085,1.2404,0.0797,0.2748,0.0094,0.2031,0.1902,0.179,0.0041,0.8886,0.0618,0.3512,0.6517,1.5011,0.2411,0.7882,0.0305
31.7785,0.3802,1.8544,0.1624,0.0198,0.44,0.2482,0.3233,1.278,0.211,0.2675,0.0124,0.2021,0.189,0.1787,0.007,1.403,0.0275,0.376,0.5728,1.4258,0.231,0.5817,0.0736
31.8785,0.2655,1.6592,0.168,0.0196,0.516,0.2537,0.4674,0.4744,0.3994,0.2539,0.0175,0.2021,0.1915,0.1753,0.0101,1.4814,0.1231,0.3923,0.5147,0.7572,0.0457,0.1871,0.1004
31.9784,0.2849,1.5153,0.1694,0.0195,0.5423,0.2561,0.5952,0.2986,0.5319,0.2303,0.0239,0.2044,0.1977,0.1692,0.013,1.201,0.1421,0.4007,0.4851,1.6028,0.2316,0.2694,0.0961
32.0783,0.3951,2.1151,0.1691,0.0194,0.3041,0.2522,0.4269,0.7671,0.2448,0.1966,0.0307,0.2094,0.2067,0.1615,0.015,0.4814,0.0817,0.4078,0.4671,1.1755,0.1543,0.6355,0.0642
32.1783,0.2694,1.4751,0.1691,0.0193,0.8839,0.24,0.4204,0.951,0.271,0.1587,0.0372,0.2161,0.217,0.1539,0.0158,1.4577,0.1568,0.4216,0.4323,0.995,0.0906,0.7955,0.0288
32.2782,0.3656,2.0251,0.1702,0.0195,0.9867,0.2196,0.1347,1.2397,0.1015,0.1358,0.0426,0.2229,0.2272,0.1479,0.0154,1.7357,0.2176,0.4455,0.3596,1.6451,0.2169,0.6949,0.0597
32.3781,0.4302,1.996,0.1719,0.0198,0.536,0.1936,0.4763,0.9656,0.205,0.1532,0.0462,0.2284,0.2367,0.1448,0.0139,0.3826,0.154,0.4746,0.2426,0.958,0.0535,0.3702,0.0937
32.4781,0.2451,1.7027,0.1724,0.0202,0.5328,0.1677,0.4552,0.7301,0.5444,0.2057,0.048,0.2319,0.2456,0.1443,0.0116,0.7476,0.157,0.4994,0.1023,1.2307,0.1709,0.0754,0.1045
32.578,0.4987,2.2234,0.1692,0.0207,0.4055,0.1514,0.6329,0.3266,0.4696,0.2688,0.0484,0.2333,0.254,0.1449,0.0098,0.8659,0.2611,0.51,0.1532,1.5513,0.2184,0.4928,0.0818
32.6779,0.3287,1.9352,0.1604,0.0211,0.3338,0.1536,0.2978,0.509,0.2714,0.3256,0.0482,0.2331,0.2619,0.1447,0.0101,0.7783,0.2374,0.5,0.3475,0.8155,0.0119,0.7496,0.041
32.7779,0.4014,1.9348,0.1446,0.0215,0.8561,0.1743,0.3522,1.2915,0.3585,0.3659,0.0489,0.2317,0.2682,0.1423,0.0127,0.2225,0.1566,0.4677,0.5438,1.4833,0.2186,0.7617,0.0324
32.8778,0.4816,2.3742,0.1213,0.0217,0.7166,0.2049,0.2784,0.9796,0.2148,0.3839,0.0515,0.229,0.2712,0.137,0.0162,0.779,0.2416,0.4163,0.7158,1.4294,0.1763,0.5268,0.0727
32.9777,0.3042,1.7987,0.0913,0.0218,0.4526,0.2362,0.5343,0.7561,0.2065,0.377,0.0559,0.2247,0.2688,0.1294,0.0195,0.4631,0.2742,0.3544,0.8473,0.8853,0.0522,0.124,0.097
33.0777,0.4823,2.311,0.0571,0.0219,0.5636,0.2623,0.4603,0.0465,0.483,0.3463,0.061,0.2185,0.2592,0.1214,0.0218,0.2653,0.1937,0.2967,0.9278,1.6463,0.2348,0.3177,0.09
33.1776,0.4271,2.2693,0.0281,0.0219,0.4363,0.2798,0.6361,0.8761,0.4577,0.2957,0.0654,0.2107,0.242,0.1154,0.0227,0.9483,0.2056,0.2642,0.9524,1.2479,0.131,0.6498,0.0608
33.2775,0.3563,1.877,0.0415,0.0221,0.3321,0.2874,0.3638,0.8908,0.3831,0.2323,0.0679,0.2025,0.219,0.1137,0.0222,1.601,0.256,0.2722,0.9212,1.1489,0.1549,0.7681,0.0352
33.3775,0.5273,2.5629,0.0777,0.0222,0.6972,0.2851,0.2888,1.4014,0.3122,0.166,0.0678,0.1959,0.1955,0.1168,0.0203,0.8541,0.195,0.313,0.8392,1.7691,0.2578,0.6323,0.0646
33.4774,0.3546,1.9448,0.1135,0.0224,0.519,0.2738,0.4025,0.7673,0.2082,0.1106,0.0651,0.1922,0.1802,0.1233,0.0174,0.5871,0.1695,0.3653,0.7159,1.1525,0.1055,0.2912,0.0928
33.5773,0.462,2.2624,0.1442,0.0225,0.3592,0.2555,0.4793,0.9156,0.2247,0.0866,0.0604,0.1918,0.1822,0.1305,0.0142,0.9392,0.2317,0.413,0.5644,1.5641,0.2371,0.146,0.098
33.6773,0.4952,2.4514,0.1677,0.0225,0.4514,0.2325,0.5368,0.3779,0.6163,0.0975,0.0549,0.1929,0.2022,0.1363,0.0116,1.0709,0.1879,0.4473,0.4024,1.9056,0.2805,0.5324,0.073
33.7772,0.3413,1.8596,0.1829,0.0223,0.3054,0.2078,0.685,0.9354,0.4275,0.1176,0.0503,0.1928,0.2314,0.1391,0.0109,0.1145,0.0945,0.465,0.2582,1.2619,0.089,0.7445,0.0328
33.8771,0.5228,2.5314,0.1895,0.0219,0.6066,0.1848,0.4424,1.3647,0.4276,0.1342,0.0481,0.1887,0.2592,0.1386,0.0121,1.5524,0.1661,0.4664,0.1942,1.9785,0.3083,0.711,0.0362
33.9771,0.4155,2.1375,0.1882,0.0211,0.874,0.1675,0.2354,1.4933,0.2788,0.1505,0.0486,0.1797,0.2773,0.1357,0.0142,0.9319,0.1788,0.4544,0.2542,2.0131,0.3318,0.445,0.073
34.077,0.4009,2.0856,0.1805,0.0201,0.3908,0.1598,0.3512,0.772,0.1868,0.1746,0.0506,0.1663,0.2809,0.132,0.016,0.2858,0.0813,0.4325,0.3598,1.5714,0.1674,0.0369,0.0922
34.1769,0.5317,2.5251,0.1685,0.019,0.2751,0.1631,0.5091,0.5343,0.2307,0.2108,0.0527,0.1513,0.2686,0.1298,0.017,1.1852,0.0541,0.4045,0.4633,2.3946,0.3436,0.3916,0.08
34.2769,0.3336,1.8677,0.1549,0.0177,0.3967,0.1757,0.554,0.9075,0.5737,0.2551,0.0537,0.1388,0.243,0.1312,0.0172,1.3772,0.1059,0.3735,0.5541,2.1263,0.3159,0.6879,0.0468
34.3768,0.4964,2.3574,0.1421,0.0165,0.2579,0.1934,0.7282,0.7853,0.3497,0.2994,0.0533,0.1322,0.2117,0.1371,0.0164,0.284,0.0814,0.3423,0.6301,1.952,0.2606,0.7619,0.0187
34.4767,0.4582,2.2648,0.1316,0.0155,0.594,0.2122,0.435,1.4836,0.5867,0.3355,0.0517,0.1317,0.1891,0.1466,0.0149,1.5393,0.0353,0.3152,0.6894,2.7435,0.4437,0.5888,0.0558
34.5767,0.3521,1.8712,0.1235,0.0147,0.7925,0.2288,0.2508,0.8545,0.2984,0.3573,0.0495,0.1334,0.1918,0.1577,0.0129,1.6691,0.016,0.2992,0.7274,2.2483,0.3687,0.2277,0.0826
34.6766,0.5235,2.4517,0.1164,0.0142,0.4896,0.2413,0.3193,0.7617,0.1474,0.3616,0.0472,0.1326,0.222,0.1679,0.0107,0.7868,0.0792,0.303,0.7366,2.3107,0.3405,0.2055,0.0833
34.7765,0.3431,1.9079,0.1079,0.014,0.3817,0.2485,0.5364,0.2301,0.3159,0.3485,0.0453,0.1257,0.2654,0.1754,0.0085,0.7876,0.1108,0.3308,0.7082,2.9397,0.4772,0.5669,0.0583
