Frequency (Hz),Red_X,Blue_X,Green_X,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
50.0662,0.5467,0.5151,0.4672,0.4408,0.463,0.261,0.261,0.2539,0.8544,0.0448,0.0308,0.133,0.2725,0.3228
50.1661,0.7744,0.5271,0.421,0.4577,0.6647,0.4125,0.4125,0.2541,0.443,0.0224,0.0562,0.0929,0.1501,0.3852
50.2661,0.8822,0.285,0.3747,0.3546,0.6022,0.4006,0.4006,0.2722,0.3294,0.0256,0.0416,0.0763,0.1181,0.396
50.366,0.8266,0.2303,0.4618,0.408,0.7022,0.2818,0.2818,0.1821,0.2113,0.0315,0.0479,0.1063,0.116,0.3061
50.4659,0.7459,0.4423,0.5344,0.5945,0.7195,0.9741,0.9741,0.1228,0.1334,0.0414,0.0632,0.0704,0.1207,0.3685
50.5659,0.7381,0.5259,0.542,0.5113,0.4684,1.493,1.493,0.2676,0.3874,0.0297,0.0308,0.0482,0.1972,0.3451
50.6658,0.7237,0.499,0.5965,0.3972,0.6337,1.5026,1.5026,0.2517,0.3019,0.0234,0.0752,0.088,0.0926,0.2453
50.7657,0.6273,0.6181,0.6529,0.3997,0.8195,0.9012,0.9012,0.1804,0.5575,0.0638,0.1221,0.0574,0.2178,0.4016
50.8657,0.6435,0.7257,0.5905,0.4562,0.6539,0.564,0.564,0.1237,0.8471,0.0652,0.1039,0.049,0.2612,0.4027
50.9656,0.9125,0.6438,0.4791,0.4065,0.7587,0.7315,0.7315,0.0293,1.1356,0.0444,0.0835,0.1824,0.1646,0.2819
51.0655,1.0947,0.5527,0.4588,0.3143,0.897,0.8536,0.8536,0.2145,1.0919,0.0492,0.0846,0.2338,0.034,0.4098
51.1655,0.9088,0.3882,0.4194,0.1856,0.7105,1.0539,1.0539,0.4129,0.6594,0.036,0.0848,0.1377,0.0439,0.3766
51.2654,0.6107,0.4275,0.274,0.2156,0.659,1.0942,1.0942,0.3036,0.4483,0.0267,0.0655,0.0629,0.1781,0.252
51.3653,0.6803,0.6134,0.169,0.2935,0.8159,0.8432,0.8432,0.1829,0.5017,0.054,0.0496,0.062,0.2289,0.4678
51.4653,0.993,0.5134,0.1537,0.2742,0.8586,0.6762,0.6762,0.1922,0.4051,0.0722,0.0416,0.0287,0.1141,0.4674
51.5652,1.0068,0.4276,0.0738,0.4963,0.8453,0.6335,0.6335,0.0897,0.472,0.043,0.0582,0.1264,0.1162,0.3247
51.6651,0.771,0.2859,0.2047,0.4277,0.9541,0.5564,0.5564,0.1249,0.7947,0.0236,0.0754,0.0818,0.1428,0.4802
51.7651,0.5509,0.1195,0.3255,0.1366,0.9064,0.8124,0.8124,0.233,0.9126,0.0217,0.0585,0.0167,0.18,0.4518
51.865,0.5968,0.3524,0.3432,0.095,0.8146,1.0527,1.0527,0.2034,0.592,0.0398,0.055,0.0382,0.1356,0.2753
51.9649,0.7324,0.512,0.4078,0.2179,0.8529,1.0295,1.0295,0.2911,0.2823,0.0295,0.0728,0.0656,0.0583,0.4654
52.0648,0.8119,0.3226,0.5255,0.4064,0.7305,1.0668,1.0668,0.2485,0.3557,0.0228,0.0673,0.0046,0.1284,0.4644
52.1648,0.7153,0.4705,0.5519,0.6052,0.7157,1.2348,1.2348,0.1597,0.3231,0.0492,0.0372,0.035,0.1049,0.2851
52.2647,0.6942,0.3538,0.5214,0.5834,0.8855,1.2073,1.2073,0.2337,0.2265,0.0675,0.0446,0.1231,0.053,0.4175
52.3646,0.7917,0.3068,0.5415,0.5357,0.5702,1.0692,1.0692,0.2415,0.4716,0.0785,0.0692,0.1038,0.0679,0.3902
52.4646,0.7179,0.5346,0.5332,0.4921,0.3522,1.1075,1.1075,0.1379,0.3188,0.0434,0.0409,0.2266,0.1155,0.1938
52.5645,0.5004,0.576,0.4329,0.2144,0.5518,1.0603,1.0603,0.3214,0.3052,0.0324,0.0337,0.2593,0.1461,0.3704
52.6644,0.5594,0.4628,0.379,0.2942,0.3974,0.9195,0.9195,0.2329,0.5864,0.0984,0.0131,0.1634,0.1321,0.3715
52.7644,0.7942,0.5702,0.4261,0.5265,0.4302,1.3063,1.3063,0.1343,0.69,0.1085,0.0471,0.0967,0.0539,0.1807
52.8643,0.7447,0.672,0.4379,0.2959,0.6749,1.5148,1.5148,0.2404,0.5295,0.0735,0.0654,0.0741,0.1132,0.2751
52.9642,0.5611,0.6468,0.4479,0.286,0.3125,1.3258,1.3258,0.2579,0.3528,0.073,0.0839,0.1197,0.1814,0.2598
53.0642,0.3776,0.5788,0.5055,0.4025,0.2362,0.6458,0.6458,0.1507,0.2137,0.0854,0.0346,0.0891,0.2292,0.0453
53.1641,0.475,0.4551,0.516,0.3505,0.3536,0.5128,0.5128,0.3015,0.0757,0.0771,0.0498,0.0056,0.2818,0.1821
53.264,0.7164,0.5258,0.4733,0.1246,0.2284,0.7601,0.7601,0.2487,0.1068,0.1005,0.0708,0.0911,0.2768,0.182
53.364,0.6491,0.831,0.4833,0.4432,0.3024,0.7266,0.7266,0.2342,0.1208,0.1048,0.0408,0.0769,0.1561,0.0505
53.4639,0.2941,0.8259,0.5149,0.2621,0.3356,0.5617,0.5617,0.297,0.4838,0.0692,0.0625,0.0155,0.2113,0.1502
53.5638,0.1869,0.5447,0.4797,0.0285,0.191,0.6299,0.6299,0.2597,0.6964,0.0722,0.1329,0.023,0.3677,0.1437
53.6638,0.2902,0.2724,0.4204,0.1384,0.4344,0.679,0.679,0.1142,0.7567,0.0605,0.0901,0.017,0.2694,0.0931
53.7637,0.3009,0.3085,0.38,0.2684,0.2224,1.0262,1.0262,0.2836,0.8348,0.0581,0.0229,0.0191,0.2272,0.2082
53.8636,0.3254,0.2879,0.2839,0.3748,0.1379,1.0751,1.0751,0.2504,0.7914,0.0252,0.0433,0.0566,0.0926,0.2518
53.9636,0.2789,0.4068,0.1134,0.3597,0.1977,0.7321,0.7321,0.279,0.4925,0.0408,0.0664,0.0547,0.2521,0.187
54.0635,0.293,0.2301,0.0816,0.1659,0.0774,0.608,0.608,0.2862,0.2863,0.0251,0.1374,0.0724,0.3942,0.2011
54.1634,0.2624,0.1487,0.1613,0.0632,0.3365,0.6394,0.6394,0.2306,0.3175,0.0579,0.132,0.119,0.1839,0.2788
54.2634,0.1748,0.3598,0.2518,0.278,0.4305,1.0623,1.0623,0.2147,0.3564,0.056,0.0965,0.0758,0.1292,0.2441
54.3633,0.0517,0.4212,0.3919,0.297,0.292,1.7534,1.7534,0.3205,0.5818,0.0465,0.0287,0.0589,0.1839,0.2328
54.4632,0.2013,0.2304,0.4625,0.4026,0.2444,2.2344,2.2344,0.2245,0.7535,0.0295,0.0928,0.1126,0.0807,0.3076
54.5632,0.3646,0.1369,0.4612,0.4926,0.0596,2.2077,2.2077,0.2333,0.6767,0.0338,0.1432,0.0571,0.2572,0.2681
54.6631,0.26,0.2629,0.5315,0.3513,0.2416,1.8574,1.8574,0.1854,0.6046,0.0707,0.1573,0.1123,0.1617,0.1952
54.763,0.1849,0.3962,0.6297,0.3679,0.4521,1.6208,1.6208,0.0947,0.6654,0.0824,0.0862,0.1563,0.1089,0.2291
54.863,0.2696,0.4217,0.6243,0.2882,0.3854,1.4869,1.4869,0.263,0.7241,0.0953,0.0308,0.1474,0.2032,0.2029
54.9629,0.3087,0.2657,0.5835,0.0719,0.2584,1.4169,1.4169,0.4399,0.4227,0.058,0.0516,0.0612,0.1708,0.1895
55.0628,0.2075,0.1012,0.6074,0.3182,0.2046,1.4608,1.4608,0.327,0.3044,0.0455,0.1094,0.1199,0.2345,0.2242
55.1628,0.122,0.1908,0.5736,0.3695,0.2405,1.4677,1.4677,0.2446,0.5669,0.0586,0.1164,0.0389,0.1532,0.1722
55.2627,0.1335,0.3278,0.4283,0.1866,0.4424,1.3396,1.3396,0.1843,0.5879,0.0933,0.1024,0.0532,0.2129,0.1296
55.3626,0.4165,0.3379,0.3667,0.3209,0.5178,1.1725,1.1725,0.1292,0.5875,0.0858,0.0506,0.1025,0.1963,0.1387
55.4626,0.4337,0.3933,0.4148,0.3747,0.393,0.9567,0.9567,0.2042,0.7863,0.0773,0.0609,0.1777,0.1558,0.0756
55.5625,0.3605,0.4944,0.3861,0.2562,0.2685,0.7782,0.7782,0.3516,0.8634,0.0362,0.1011,0.0907,0.223,0.0289
55.6624,0.3394,0.5183,0.3772,0.3259,0.1269,0.8353,0.8353,0.3356,0.5827,0.0553,0.0795,0.0887,0.2267,0.0704
55.7624,0.3396,0.5489,0.4499,0.207,0.3646,0.9619,0.9619,0.2718,0.2882,0.0696,0.0753,0.0641,0.2604,0.0771
55.8623,0.2765,0.4789,0.442,0.1384,0.4554,0.9555,0.9555,0.1411,0.2673,0.0789,0.182,0.0482,0.2055,0.0623
55.9622,0.2344,0.4565,0.3734,0.1377,0.3133,0.706,0.706,0.1577,0.45,0.0504,0.1353,0.077,0.1985,0.0956
56.0621,0.2653,0.6275,0.395,0.205,0.3193,0.9053,0.9053,0.3557,0.3543,0.0218,0.0257,0.1161,0.2076,0.163
56.1621,0.3335,0.7472,0.421,0.222,0.4437,1.0542,1.0542,0.3622,0.723,0.0248,0.065,0.1825,0.1111,0.1573
56.262,0.3674,0.8147,0.3544,0.3223,0.3746,0.9125,0.9125,0.2485,1.0487,0.0523,0.1394,0.188,0.1628,0.1472
56.3619,0.2079,0.6939,0.2733,0.2274,0.5193,0.9028,0.9028,0.2162,0.9079,0.0207,0.1321,0.0978,0.2136,0.1856
56.4619,0.1777,0.4799,0.2233,0.3625,0.5246,1.0072,1.0072,0.0673,0.5999,0.0173,0.1193,0.073,0.1201,0.1499
56.5618,0.3043,0.6011,0.1368,0.4641,0.3005,0.9208,0.9208,0.0998,0.6478,0.055,0.0935,0.1552,0.0833,0.1334
56.6617,0.368,0.8213,0.1342,0.2839,0.1447,0.8832,0.8832,0.36,0.703,0.0787,0.0386,0.0864,0.0425,0.1999
56.7617,0.3988,0.8324,0.2404,0.2222,0.3411,0.7883,0.7883,0.4756,0.2843,0.0524,0.0857,0.0383,0.1061,0.1932
56.8616,0.3273,0.8271,0.3066,0.4993,0.439,0.733,0.733,0.3522,0.5772,0.0417,0.135,0.0397,0.1952,0.1667
56.9615,0.085,0.7805,0.3744,0.4457,0.4925,0.673,0.673,0.1374,0.7695,0.0222,0.1068,0.0802,0.1491,0.2018
57.0615,0.2312,0.7688,0.4604,0.4769,0.3461,0.7953,0.7953,0.0344,0.2848,0.0477,0.1224,0.0727,0.1504,0.213
57.1614,0.3202,0.8481,0.5327,0.3915,0.106,1.0701,1.0701,0.1626,0.0431,0.0531,0.0712,0.0243,0.1688,0.1465
57.2613,0.2687,0.8297,0.6067,0.2078,0.0635,1.2799,1.2799,0.3485,0.5438,0.0693,0.0125,0.0657,0.1376,0.1047
57.3613,0.1686,0.7393,0.6751,0.2326,0.1872,1.1329,1.1329,0.3483,0.9368,0.0302,0.0685,0.036,0.2113,0.1896
57.4612,0.2109,0.7355,0.685,0.3771,0.2275,0.6873,0.6873,0.3874,0.6676,0.0129,0.1414,0.0838,0.1815,0.149
57.5611,0.2025,0.7222,0.6418,0.229,0.3224,0.4322,0.4322,0.2374,0.2443,0.019,0.1294,0.0664,0.1946,0.0479
57.6611,0.0417,0.7268,0.6001,0.2107,0.2757,0.873,0.873,0.0478,0.2544,0.0266,0.0738,0.0297,0.1767,0.1974
57.761,0.1058,0.7668,0.544,0.1495,0.1328,0.8549,0.8549,0.1505,0.3335,0.0065,0.0424,0.0594,0.2033,0.1478
57.8609,0.2199,0.7329,0.448,0.0463,0.1911,0.7617,0.7617,0.33,0.105,0.0112,0.0424,0.1075,0.0907,0.0845
57.9609,0.1795,0.7047,0.3985,0.3974,0.327,0.4689,0.4689,0.4043,0.4427,0.0328,0.069,0.1337,0.1692,0.2581
58.0608,0.048,0.8338,0.4025,0.4976,0.3021,0.0977,0.0977,0.4362,0.6273,0.0554,0.0546,0.1104,0.0853,0.1764
58.1607,0.1445,0.7442,0.341,0.2068,0.2795,0.1779,0.1779,0.1967,0.8453,0.0466,0.1108,0.0425,0.1806,0.1058
58.2607,0.4212,0.52,0.2757,0.182,0.3011,0.5184,0.5184,0.0638,0.6702,0.0544,0.1333,0.1068,0.2124,0.3042
58.3606,0.4208,0.5843,0.326,0.3678,0.2321,0.9396,0.9396,0.0769,0.8096,0.0434,0.0563,0.1196,0.0616,0.2038
58.4605,0.25,0.7825,0.3375,0.1437,0.1673,1.4132,1.4132,0.3571,0.8277,0.0742,0.0547,0.0318,0.1868,0.1475
58.5605,0.1016,0.7594,0.2993,0.3475,0.3345,1.5888,1.5888,0.4821,0.3203,0.0771,0.0671,0.066,0.0566,0.3643
58.6604,0.2835,0.7701,0.351,0.3631,0.3679,1.3436,1.3436,0.3877,0.393,0.082,0.0726,0.1059,0.1934,0.2685
58.7603,0.3383,0.6442,0.3758,0.2158,0.2443,0.9385,0.9385,0.1241,0.4716,0.0741,0.0806,0.2279,0.2583,0.1481
58.8603,0.2982,0.5223,0.2867,0.3572,0.2312,0.7695,0.7695,0.1031,0.1395,0.0861,0.0416,0.2369,0.1195,0.347
58.9602,0.2783,0.716,0.2594,0.2964,0.2651,0.9312,0.9312,0.2867,0.3841,0.0615,0.0242,0.0709,0.1247,0.249
59.0601,0.2718,0.8738,0.3057,0.1737,0.3627,1.0864,1.0864,0.4761,0.7776,0.087,0.0627,0.1181,0.0819,0.1259
59.1601,0.3489,0.8146,0.2286,0.2858,0.5041,1.2914,1.2914,0.2988,1.5167,0.0983,0.0731,0.1691,0.101,0.3503
59.26,0.4406,0.824,0.1702,0.1912,0.4856,1.5713,1.5713,0.2947,1.2985,0.0675,0.0676,0.2285,0.1286,0.2761
59.3599,0.3447,0.726,0.2805,0.4479,0.2886,1.6512,1.6512,0.2737,0.7182,0.059,0.0344,0.104,0.1216,0.0448
59.4599,0.3756,0.6678,0.3127,0.4362,0.2617,1.7035,1.7035,0.1628,0.8592,0.0762,0.0451,0.0408,0.3161,0.2802
59.5598,0.49,0.7854,0.3937,0.2613,0.3969,1.9014,1.9014,0.3144,0.7298,0.0817,0.0387,0.076,0.1698,0.2616
59.6597,0.3882,0.6999,0.5685,0.3242,0.507,1.789,1.789,0.4666,0.4813,0.0269,0.0091,0.083,0.1114,0.0842
59.7597,0.2343,0.5152,0.6279,0.4304,0.5481,1.5229,1.5229,0.3302,0.9586,0.0436,0.0435,0.0508,0.0948,0.2202
59.8596,0.3363,0.6131,0.5795,0.0504,0.5262,1.1567,1.1567,0.3174,0.7193,0.062,0.0518,0.0829,0.2715,0.2552
59.9595,0.6281,0.5992,0.6148,0.3279,0.3895,0.6117,0.6117,0.2503,0.4166,0.1003,0.0474,0.107,0.3857,0.1737
