Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
38.2742,0.0267,0.0054,0.3632,0.2418,0.664,0.5308,1.5052,1.4252,0.5339,0.5352,0.1367,4.4334,0.4854,1.5831,4.2244,2.568
38.3741,0.0266,0.0051,0.3587,0.2406,0.8156,0.9998,1.8888,1.0877,0.5604,0.158,0.1383,3.3331,0.6243,1.2909,3.2235,2.0093
38.474,0.0266,0.0048,0.3421,0.2406,0.4303,1.2173,1.5576,0.2396,1.6407,0.8395,0.1388,3.6893,0.7907,1.4956,3.4487,0.512
38.574,0.0267,0.0045,0.3325,0.2458,0.2139,1.3375,1.1546,0.8452,1.5981,1.0266,0.1381,3.6962,0.8416,1.6008,3.3169,1.0196
38.6739,0.0269,0.0044,0.3282,0.2405,0.426,0.8172,1.3768,0.8391,0.7376,0.2238,0.1364,2.5285,0.7656,1.405,3.1083,0.4054
38.7738,0.0271,0.0044,0.326,0.2313,0.5343,0.6545,1.6004,0.3986,0.5074,0.2041,0.1338,4.2062,0.6216,1.4166,3.6664,0.5052
38.8738,0.0272,0.0045,0.3222,0.2278,0.7518,0.0721,1.2132,0.6307,0.5582,0.6301,0.1302,4.3047,0.5195,1.264,2.6235,1.3069
38.9737,0.0274,0.0046,0.3134,0.2221,0.7025,0.3044,0.9606,1.1399,0.7406,0.1348,0.1258,3.3768,0.6038,1.0622,1.3541,2.9364
39.0736,0.0274,0.0048,0.3145,0.226,0.4545,0.3979,1.2729,1.1002,1.7412,0.8823,0.1206,3.8616,0.8216,1.2974,1.9736,3.2041
39.1736,0.0274,0.0049,0.331,0.2426,0.2491,0.9483,1.593,1.418,1.3478,0.9726,0.1148,4.2811,0.9465,1.2598,2.7112,1.9965
39.2735,0.0274,0.005,0.344,0.2486,0.2704,0.8237,1.4065,1.2455,0.4899,0.1762,0.1084,2.5903,0.8299,1.0033,3.5326,2.1044
39.3734,0.0273,0.0051,0.3504,0.2469,0.7538,0.9912,1.3905,1.1333,0.5141,0.3014,0.1014,3.7131,0.5274,1.0054,5.1364,2.8283
39.4734,0.0272,0.0052,0.3585,0.251,0.7382,0.5327,1.7218,0.8918,0.5094,0.6335,0.094,4.0075,0.4698,0.8726,4.6741,2.609
39.5733,0.0271,0.0052,0.365,0.2533,0.5545,0.3466,1.8939,0.1461,0.8401,0.1609,0.0863,3.2151,0.7603,0.8898,3.4166,1.4411
39.6732,0.0271,0.0052,0.368,0.2565,0.6837,0.4792,1.7567,0.9752,1.6467,0.8014,0.0784,4.1158,0.9434,1.1288,3.2403,2.6189
39.7732,0.0271,0.0052,0.3654,0.2616,0.4436,1.0906,1.8675,1.539,1.1802,0.9839,0.0703,4.6649,0.9154,0.9758,2.6847,2.5263
39.8731,0.0271,0.0052,0.347,0.2513,0.122,0.8241,1.7659,1.3203,0.3527,0.2048,0.0622,3.0335,0.722,0.7884,3.1449,1.3987
39.973,0.0271,0.0052,0.3147,0.2293,0.783,0.7673,1.5556,0.9288,0.4353,0.2341,0.0543,3.1044,0.5104,0.8942,4.059,0.5794
40.073,0.0271,0.0051,0.284,0.2148,0.8536,0.152,1.6145,1.1894,0.4336,0.7655,0.0466,3.7845,0.5442,0.8489,3.4025,0.5842
40.1729,0.0271,0.0051,0.265,0.2058,0.381,0.5526,1.6797,1.116,0.954,0.2259,0.0396,2.886,0.7743,1.0113,3.0905,0.6058
40.2728,0.0271,0.005,0.2707,0.2073,0.4611,0.6452,1.2222,0.5548,1.5809,0.9377,0.0336,4.2086,0.9614,1.2566,3.0969,2.157
40.3728,0.027,0.0049,0.2995,0.2239,0.5065,0.9391,0.9407,0.7162,0.9244,0.9135,0.0292,5.0833,0.9761,1.1201,2.4371,3.2125
40.4727,0.0269,0.0047,0.324,0.2328,0.4316,0.6327,1.216,0.4857,0.2032,0.0671,0.0273,3.5054,0.7488,1.0528,2.4962,2.7783
40.5726,0.0268,0.0045,0.332,0.231,0.4637,0.8178,1.4575,0.7385,0.4493,0.423,0.0281,2.2871,0.3983,1.2451,4.3687,2.3267
40.6726,0.0266,0.0043,0.3264,0.2304,0.8505,0.6439,1.2207,0.2386,0.2706,0.7966,0.0314,3.6095,0.5731,1.3072,5.0487,2.2909
40.7725,0.0265,0.0041,0.3081,0.2239,0.5051,0.4401,1.2347,0.917,1.0109,0.1384,0.0362,2.6309,0.9633,1.5841,5.0591,1.6116
40.8724,0.0263,0.0039,0.2925,0.2167,0.2587,0.3988,1.7714,1.5292,1.3833,0.8824,0.042,4.0488,1.0947,1.8122,4.5553,0.2774
40.9724,0.0262,0.0038,0.2993,0.2235,0.3244,0.7544,2.1357,1.804,0.7616,0.8307,0.0481,5.5844,0.9145,1.6564,2.4841,0.6865
41.0723,0.0261,0.0038,0.3161,0.2276,0.4101,0.9015,1.7679,1.4119,0.1795,0.087,0.0544,3.843,0.5643,1.6758,2.0324,1.2032
41.1722,0.0261,0.0039,0.3261,0.224,0.7708,1.1723,1.6473,1.164,0.3371,0.4538,0.0606,1.523,0.4331,1.8361,3.0337,1.0885
41.2721,0.0261,0.004,0.326,0.2262,0.5172,0.9514,2.1666,1.0642,0.0102,0.8755,0.0666,3.2508,0.704,1.9395,3.6295,1.2863
41.3721,0.0263,0.0043,0.3126,0.2257,0.5672,0.3784,2.2235,0.567,0.9639,0.1685,0.0723,2.4148,0.9642,2.1987,4.395,0.9598
41.472,0.0264,0.0046,0.2978,0.2211,0.6084,0.4804,1.6581,0.4257,1.287,0.9618,0.0777,3.9066,1.0622,2.184,4.6283,1.8491
41.5719,0.0266,0.0049,0.3034,0.2263,0.503,0.4599,1.4387,0.8284,0.6483,0.6962,0.0826,5.8688,0.9307,1.9485,3.4052,2.6686
41.6719,0.0268,0.0051,0.3213,0.2299,0.2453,0.4045,1.5945,0.4489,0.1691,0.19,0.0871,4.3294,0.5637,1.9773,1.4599,2.0448
41.7718,0.027,0.0052,0.3327,0.226,0.8733,0.1763,1.4891,0.2238,0.1728,0.6613,0.0911,0.9517,0.3484,2.0094,2.8253,0.7227
41.8717,0.027,0.0053,0.3288,0.2266,0.6933,0.8732,1.0616,0.872,0.1662,0.8925,0.0946,2.7336,0.8075,2.1233,4.6367,0.2761
41.9717,0.0269,0.0053,0.3024,0.2222,0.236,1.0302,0.9905,1.3378,0.9894,0.011,0.0975,1.9856,1.1567,2.216,5.7916,1.329
42.0716,0.0268,0.0051,0.2719,0.213,0.3444,1.1636,1.3564,1.4251,1.1634,0.895,0.0999,3.8834,1.1543,1.9467,5.8086,1.5144
42.1715,0.0265,0.0048,0.2802,0.2204,0.5967,1.1421,1.557,1.4207,0.5083,0.503,0.1016,5.8692,0.8143,1.7565,3.6544,1.1672
42.2715,0.0262,0.0044,0.3185,0.2329,0.471,0.8422,1.4541,1.0946,0.2855,0.3387,0.1028,4.9609,0.3605,1.78,1.2796,2.0518
42.3714,0.0258,0.004,0.3464,0.2345,0.4226,0.6858,1.6364,1.0565,0.0467,0.7155,0.1034,0.2924,0.5221,1.7641,1.6733,1.4348
42.4713,0.0255,0.0036,0.3486,0.2346,0.7535,0.1257,1.9493,0.3457,0.3872,0.7448,0.1035,2.3253,0.9319,1.9465,2.8132,0.8673
42.5713,0.0253,0.0032,0.3265,0.231,0.4621,0.5167,2.0053,0.5371,0.9552,0.17,0.103,1.3663,1.1431,1.9441,4.2556,1.3076
42.6712,0.0252,0.003,0.3018,0.2247,0.2213,0.4884,2.0733,1.3419,1.126,0.7325,0.102,3.6854,1.0852,1.633,5.1611,1.1327
42.7711,0.0252,0.0032,0.3052,0.2332,0.2022,1.0745,2.1076,1.4398,0.4001,0.5505,0.1005,5.877,0.7664,1.6349,4.4838,1.2545
42.8711,0.0253,0.0035,0.327,0.2425,0.703,1.1503,1.7996,0.8572,0.444,0.3069,0.0987,5.3842,0.3254,1.7266,3.3758,2.7958
42.971,0.0256,0.0041,0.3397,0.2356,0.8127,1.4278,1.684,0.8292,0.1995,0.6885,0.0964,0.563,0.5503,1.7753,3.0761,3.7342
43.0709,0.0259,0.0047,0.3337,0.2264,0.0912,0.8468,1.9296,1.2293,0.5359,0.7702,0.0938,2.0894,1.0386,2.0553,3.1285,2.7948
43.1709,0.0262,0.0053,0.3026,0.2182,0.7649,0.377,1.7469,0.9721,0.975,0.1956,0.091,0.8324,1.2668,1.992,4.7383,2.2908
43.2708,0.0265,0.0058,0.2615,0.2072,0.825,0.1192,1.1765,0.6846,1.0452,0.7073,0.0879,3.2599,1.118,1.7155,5.8009,1.8532
43.3707,0.0266,0.0063,0.2628,0.2116,0.5416,0.3059,1.1341,0.4406,0.3792,0.4842,0.0846,5.9448,0.6369,1.9077,4.8066,0.4313
43.4707,0.0267,0.0065,0.31,0.2245,0.5932,0.2503,1.5864,0.6929,0.6473,0.3633,0.0812,5.5819,0.2227,1.9898,3.5546,1.1141
43.5706,0.0266,0.0066,0.3544,0.2279,1.1131,0.2241,1.5315,0.6294,0.4385,0.7389,0.0777,1.3165,0.7569,2.0414,2.7363,1.1718
43.6705,0.0263,0.0065,0.3721,0.2303,0.4472,0.7354,1.1746,0.7752,0.6159,0.7283,0.0742,1.8346,1.1626,2.23,1.4324,0.8314
43.7705,0.0259,0.0062,0.3525,0.2289,0.398,0.7349,1.4073,1.3949,1.052,0.2882,0.0708,0.4609,1.2367,1.9823,2.5837,0.7149
43.8704,0.0254,0.0058,0.2993,0.2139,0.5557,0.8407,2.0249,1.7457,1.0524,0.615,0.0674,2.9716,0.9852,1.8297,3.902,0.7858
43.9703,0.0248,0.0052,0.2537,0.2056,0.8092,0.909,2.0372,1.5225,0.463,0.4826,0.0642,5.7717,0.5181,2.0926,4.5471,0.7391
44.0703,0.0243,0.0045,0.259,0.2099,0.2049,0.9084,1.6317,0.9463,0.7404,0.3997,0.0612,5.848,0.2928,2.044,4.9077,0.5465
44.1702,0.0239,0.0037,0.2963,0.2108,0.6668,1.0643,1.8497,0.8345,0.5013,0.741,0.0585,1.8235,0.8031,2.0095,4.4816,1.1915
44.2701,0.0237,0.0029,0.3303,0.2176,0.7798,0.5433,2.2694,0.7317,0.7263,0.702,0.0562,1.5193,1.2137,2.0235,2.3478,2.132
44.3701,0.0237,0.0025,0.3339,0.2271,0.2392,0.9531,2.0182,0.1674,1.1451,0.3636,0.0543,0.4455,1.2915,1.7483,2.7144,1.8993
44.47,0.024,0.0024,0.2914,0.2186,0.0672,1.0547,1.6184,0.6431,0.9221,0.5507,0.0528,2.8746,0.9719,1.766,4.3008,2.1638
44.5699,0.0244,0.0029,0.23,0.2032,0.5188,1.5387,1.6221,0.4632,0.5463,0.4615,0.0519,5.3298,0.3703,1.9611,4.5101,2.7988
44.6699,0.025,0.0037,0.2248,0.201,0.7123,1.7494,1.7473,0.4501,0.8206,0.4784,0.0514,6.1408,0.4083,1.8031,4.6298,2.837
44.7698,0.0256,0.0045,0.293,0.2113,0.4135,2.2393,1.514,0.6284,0.6379,0.7925,0.0514,2.3077,0.9813,1.6811,3.6156,0.6574
44.8697,0.0262,0.0052,0.3639,0.2328,0.4068,1.7476,1.3413,1.4239,0.8468,0.582,0.0518,1.3051,1.2884,1.7137,1.3491,0.4919
44.9697,0.0267,0.0058,0.3836,0.2468,0.5309,1.3217,1.4444,1.5559,1.2099,0.5636,0.0526,0.9881,1.2285,1.6071,0.9646,0.5272
45.0696,0.027,0.0062,0.3369,0.2327,0.7041,1.1937,1.646,1.4352,0.8911,0.3347,0.0537,2.6541,0.8143,1.6638,2.318,0.7575
45.1695,0.0271,0.0065,0.2609,0.2112,0.2329,1.0328,1.6481,0.9848,0.7153,0.6308,0.055,4.9409,0.2336,1.8583,3.2112,0.7973
45.2695,0.0269,0.0065,0.2359,0.2101,0.6902,1.003,1.7521,0.9741,0.8471,0.5178,0.0564,6.1523,0.5429,1.7192,4.4907,0.9244
45.3694,0.0265,0.0063,0.282,0.2167,0.8704,1.5035,1.8294,0.5109,0.68,0.6209,0.058,2.9317,1.0278,1.5906,4.4268,0.7607
45.4693,0.0259,0.0058,0.3319,0.2204,0.1617,1.9412,1.83,0.3332,1.0194,0.6176,0.0595,1.3464,1.2615,1.8532,3.0266,1.0558
45.5692,0.0252,0.0052,0.338,0.2173,0.3018,1.4972,1.8447,1.066,1.2713,0.6497,0.061,1.4649,1.1744,1.9071,2.5906,1.4776
45.6692,0.0245,0.0044,0.2923,0.2017,0.4776,1.4468,2.0269,1.3197,0.7922,0.2731,0.0623,2.4978,0.7518,1.8959,2.9153,1.9129
45.7691,0.0238,0.0034,0.2376,0.1956,0.8401,1.0516,1.8359,0.7624,0.7962,0.6112,0.0635,4.6317,0.1455,2.1271,3.2467,0.9944
45.869,0.0233,0.0023,0.2419,0.2101,0.2013,0.7342,1.5213,0.2828,0.8471,0.4651,0.0644,5.9214,0.6504,1.9564,4.0269,1.0906
45.969,0.023,0.0012,0.2977,0.2197,0.7473,0.2207,1.6462,0.832,0.7722,0.5602,0.0649,3.4306,1.1534,1.8685,3.1712,1.1163
46.0689,0.0231,0.0007,0.3578,0.2248,0.8412,0.7199,1.8737,1.2769,1.1967,0.6695,0.0652,1.5645,1.3097,2.3434,2.087,2.0352
46.1688,0.0235,0.0017,0.3912,0.2346,0.5728,0.4626,1.6011,0.9279,1.2829,0.7375,0.0651,1.8157,1.0832,2.2749,2.0725,2.0008
46.2688,0.024,0.0029,0.3766,0.2352,0.3071,0.4251,1.321,0.6742,0.7181,0.2307,0.0646,2.7852,0.5566,2.0788,1.9149,0.9474
46.3687,0.0248,0.004,0.3192,0.2273,0.8978,0.6557,1.6355,0.5263,0.8618,0.615,0.0637,4.0985,0.2122,2.2843,1.7968,0.4659
46.4686,0.0255,0.0049,0.2613,0.2236,0.9477,0.9122,2.0304,0.9447,0.8508,0.3951,0.0624,5.7505,0.7761,1.972,2.7958,0.6905
46.5686,0.0262,0.0058,0.265,0.2217,0.1722,1.3789,1.8027,0.6061,0.8764,0.4802,0.0608,3.6339,1.1477,2.0529,3.1763,1.0309
46.6685,0.0267,0.0064,0.3307,0.2281,0.917,1.0254,1.6127,1.201,1.3496,0.7777,0.0587,1.7239,1.2077,2.5204,3.4585,0.3872
46.7684,0.0269,0.0068,0.3877,0.2415,0.7314,0.658,1.9902,1.6599,1.2943,0.7458,0.0563,2.2797,0.963,2.0901,3.7708,1.1961
46.8684,0.0268,0.007,0.3857,0.2381,0.8461,0.7104,2.232,1.6017,0.6472,0.2271,0.0535,3.1821,0.4796,1.8126,2.9598,1.7148
46.9683,0.0265,0.007,0.3249,0.2212,0.3496,0.7797,1.8953,0.8667,0.8571,0.5813,0.0505,3.3859,0.2614,2.0305,2.1762,1.3908
47.0682,0.0259,0.0067,0.2514,0.2137,1.0851,0.7718,1.6865,0.6063,0.8058,0.3804,0.0473,5.6051,0.8273,1.6644,2.3372,1.572
47.1682,0.0252,0.0061,0.2378,0.2115,0.5809,1.3563,1.8718,0.6285,1.0456,0.3934,0.044,3.7573,1.1988,1.9428,1.849,2.1416
47.2681,0.0243,0.0054,0.3047,0.2154,0.4212,1.9878,1.8406,0.4738,1.5314,0.9074,0.0406,1.7226,1.2056,2.2479,2.0677,2.0524
47.368,0.0235,0.0044,0.3822,0.2324,0.3409,1.7713,1.5024,0.3991,1.1491,0.7592,0.0374,2.8086,0.8513,1.5841,2.5787,0.8775
47.468,0.0227,0.0033,0.4085,0.2397,0.6482,1.7044,1.4203,0.5262,0.5138,0.3293,0.0344,3.4482,0.298,1.4334,2.0634,1.0708
47.5679,0.0223,0.0021,0.3653,0.2282,0.503,1.5579,1.5677,0.4194,0.8659,0.4457,0.0318,2.8722,0.4355,1.7605,1.5829,1.9402
47.6678,0.0221,0.0008,0.2753,0.2137,0.2867,1.41,1.6404,0.6475,0.9347,0.229,0.03,5.2082,0.9131,1.4927,2.0349,1.7074
47.7678,0.0223,0.0005,0.2089,0.2013,0.7665,0.7406,1.5371,1.1,1.244,0.4919,0.0291,3.9813,1.1405,1.8667,2.4664,1.5719
47.8677,0.0228,0.0019,0.2661,0.2034,0.4613,1.2668,1.7441,1.553,1.5043,0.9136,0.0292,1.71,1.0535,2.0828,2.8993,1.0972
47.9676,0.0235,0.0032,0.3772,0.23,0.497,1.5106,2.0155,1.4701,1.0601,0.7212,0.0303,3.1261,0.7006,1.375,3.6391,0.4437
48.0676,0.0243,0.0043,0.4404,0.2496,0.1415,1.5118,2.0613,1.1549,0.5237,0.2331,0.0322,3.853,0.2803,1.456,2.8393,0.1374
48.1675,0.0251,0.0054,0.424,0.2451,0.9327,1.4749,2.1582,0.7709,0.9536,0.401,0.0348,2.5439,0.4909,1.8867,2.055,1.3133
48.2674,0.0257,0.0062,0.3429,0.2305,0.7226,1.6733,2.3728,0.7569,0.9765,0.2603,0.0377,4.6025,0.8952,1.6998,1.8862,1.6968
48.3674,0.0261,0.0069,0.2405,0.2112,0.4256,1.5374,2.2481,0.107,1.3366,0.4396,0.0408,4.1069,1.0982,2.0039,1.3213,1.3753
48.4673,0.0263,0.0073,0.2039,0.1955,0.9053,0.7655,2.0021,0.6625,1.4687,0.9675,0.0439,1.8143,0.9972,1.9904,1.2271,1.0662
48.5672,0.0261,0.0074,0.269,0.2025,0.7167,0.7591,2.0557,1.1727,0.9917,0.74,0.0468,3.235,0.6076,1.2872,1.6036,2.2958
48.6672,0.0257,0.0073,0.3293,0.2123,0.7079,0.8559,1.9995,0.9913,0.5402,0.2336,0.0494,4.431,0.2298,1.6904,1.3077,3.0532
48.7671,0.025,0.0069,0.3286,0.2058,0.5671,0.8544,1.5084,0.397,1.0344,0.3276,0.0517,2.1663,0.6141,2.021,1.7302,1.7967
48.867,0.0242,0.0063,0.2705,0.1972,1.1004,0.8826,1.2042,0.5226,0.9845,0.2182,0.0535,4.0631,0.9482,1.7261,2.8241,1.5218
48.967,0.0233,0.0054,0.1936,0.191,0.3428,1.4865,1.3662,1.2452,1.3442,0.4385,0.0547,3.9734,1.0098,1.785,2.5912,1.8256
49.0669,0.0225,0.0044,0.194,0.1901,0.6166,1.5407,1.4427,1.2589,1.421,1.0065,0.0555,1.859,0.8092,1.5479,1.5671,1.4949
49.1668,0.0219,0.0033,0.2902,0.2108,0.3812,1.1924,1.3511,0.8318,0.9756,0.7364,0.0557,3.3763,0.4727,1.097,1.8116,2.0601
49.2668,0.0216,0.0021,0.3721,0.2321,0.7939,0.9849,1.4755,0.3907,0.5559,0.2154,0.0554,4.8673,0.3624,1.6538,1.6906,1.1728
49.3667,0.0218,0.0014,0.3845,0.2309,0.3766,0.9949,1.9994,0.8766,1.0239,0.2595,0.0546,2.042,0.6282,1.7411,2.1974,0.1607
49.4666,0.0223,0.0018,0.3243,0.2181,0.5702,0.7964,2.286,0.8133,0.9246,0.1873,0.0533,3.5826,0.8566,1.2269,2.6569,0.8086
49.5666,0.0232,0.0029,0.2254,0.2039,0.931,0.5061,2.1934,0.9862,1.352,0.4315,0.0517,3.7448,0.9087,1.1577,1.5331,1.7601
49.6665,0.0242,0.0041,0.1896,0.1953,0.3066,1.1327,2.3683,1.4325,1.3926,1.0545,0.0499,1.6925,0.7419,1.0132,0.2254,1.786
49.7664,0.0252,0.0052,0.2815,0.21,0.5882,1.3537,2.6435,1.5136,0.8985,0.7143,0.048,3.549,0.4342,0.8194,0.3661,1.7531
49.8663,0.0262,0.0061,0.377,0.2297,0.4824,1.2537,2.4897,0.9797,0.545,0.226,0.0461,5.1223,0.3941,1.3149,0.4766,2.271
49.9663,0.0268,0.0068,0.4079,0.2285,1.0733,1.1382,2.2244,0.2813,0.9891,0.1634,0.0445,2.3752,0.678,1.2751,1.1663,1.449
50.0662,0.0272,0.0073,0.3642,0.2144,0.3485,1.3503,2.2476,0.4446,0.8733,0.1018,0.0433,2.9546,0.8474,0.6445,2.7424,1.4789
50.1661,0.0271,0.0075,0.261,0.1961,0.9109,1.1506,2.048,0.7691,1.3396,0.5001,0.0426,3.5861,0.8044,0.7562,2.3019,1.4576
50.2661,0.0268,0.0075,0.1608,0.1787,0.8177,0.5608,1.5212,0.3303,1.3345,1.0197,0.0425,1.4295,0.5889,0.8513,1.4838,0.4802
50.366,0.0261,0.0072,0.2194,0.1893,0.7944,0.5663,1.2637,0.3052,0.8086,0.6919,0.043,3.5405,0.4067,0.6729,1.3062,0.5422
50.4659,0.0251,0.0067,0.343,0.2183,0.3734,0.8978,1.2432,0.5667,0.5478,0.1145,0.0441,5.402,0.5247,1.1679,0.3223,1.2005
50.5659,0.024,0.006,0.4128,0.2319,0.8891,0.9186,1.2118,0.8488,0.9417,0.122,0.0456,2.7762,0.6805,1.1516,1.5728,1.7368
50.6658,0.0229,0.0051,0.4037,0.2295,0.9121,1.0613,1.1877,0.934,0.8107,0.164,0.0473,2.2245,0.7058,0.4831,2.1462,1.0629
50.7657,0.022,0.004,0.3219,0.215,0.1452,1.5984,1.4525,1.5013,1.2728,0.4168,0.0492,3.3825,0.6501,1.0023,0.9483,1.9152
50.8657,0.0214,0.0029,0.2037,0.1895,0.6801,1.6082,2.0283,1.5328,1.287,1.0832,0.0509,1.2179,0.5696,1.1348,0.797,2.5909
50.9656,0.0212,0.002,0.1791,0.1833,0.4112,1.2636,2.2759,1.2088,0.735,0.6624,0.0525,3.3652,0.4846,0.8741,1.7006,1.5079
51.0655,0.0215,0.0018,0.2862,0.2053,0.6765,1.003,2.3015,0.6034,0.5787,0.1662,0.0536,5.6774,0.5053,1.371,1.4456,1.2516
51.1655,0.0222,0.0026,0.3729,0.2216,0.0893,1.1573,2.6325,0.6769,0.8134,0.0662,0.0543,3.1826,0.6315,1.1356,0.1391,1.7586
51.2654,0.0232,0.0037,0.3857,0.2221,0.7855,0.9443,2.8857,0.2237,0.7,0.0575,0.0545,1.5864,0.6821,0.7749,1.1562,2.005
51.3653,0.0243,0.0048,0.317,0.207,0.7448,1.0017,2.6899,0.5126,1.241,0.4983,0.0541,3.0338,0.5868,1.5332,1.0456,0.6587
51.4653,0.0253,0.0058,0.1899,0.1773,0.2058,1.5995,2.5146,0.7928,1.2477,0.951,0.0531,0.9712,0.4654,1.3192,1.9859,1.1838
51.5652,0.0261,0.0066,0.1318,0.1674,0.3857,1.9038,2.4752,0.7301,0.5896,0.7494,0.0516,3.1996,0.5219,1.0599,2.5528,1.6642
51.6651,0.0266,0.0073,0.2503,0.1921,0.6455,1.6045,2.1412,0.712,0.5933,0.0127,0.0496,5.7719,0.6302,1.4994,1.1754,1.8746
51.7651,0.0268,0.0077,0.358,0.2148,0.8918,1.4603,1.6459,0.797,0.6678,0.0758,0.0471,3.7115,0.6014,1.0412,0.6806,1.951
51.865,0.0265,0.0078,0.3982,0.2262,0.0586,1.4377,1.4284,1.1477,0.5966,0.2058,0.0444,1.0017,0.4802,1.1871,0.9081,1.6418
51.9649,0.0259,0.0077,0.3609,0.2255,1.0127,0.8821,1.1632,1.3938,1.2216,0.3795,0.0416,2.6657,0.4865,1.6604,0.3711,0.6476
52.0649,0.025,0.0073,0.2574,0.2058,0.5953,0.5273,0.9769,0.944,1.2281,1.0803,0.0389,0.6057,0.5835,1.0728,0.8778,1.3486
52.1648,0.0239,0.0067,0.162,0.1895,0.6747,0.9411,1.0608,0.4573,0.4081,0.642,0.0366,3.0049,0.5918,1.0208,1.6901,2.2675
52.2647,0.0226,0.0059,0.2212,0.2,0.2072,1.1462,1.4198,0.656,0.5855,0.0961,0.0349,5.7403,0.5377,1.3501,1.6326,2.5197
52.3647,0.0215,0.005,0.3318,0.2153,0.9429,1.0011,1.9121,1.0009,0.4292,0.0997,0.0343,4.2051,0.5062,0.8879,0.8469,2.0044
52.4646,0.0206,0.004,0.3894,0.2219,0.7164,1.2394,2.2042,0.8306,0.6034,0.1305,0.0347,0.3523,0.4731,1.1203,0.8603,1.7001
52.5645,0.0202,0.0032,0.3654,0.2168,0.3307,1.3066,2.4513,1.2168,1.3006,0.3864,0.0362,2.3831,0.4515,1.3288,0.9541,1.3005
52.6645,0.0204,0.0028,0.2611,0.192,0.6559,1.0243,2.8577,1.3385,0.9932,0.9839,0.0385,0.2693,0.5337,0.7159,1.8445,0.5791
52.7644,0.021,0.0032,0.1351,0.1706,0.5648,0.4774,2.8887,1.0286,0.1606,0.7686,0.0414,2.6498,0.639,0.8207,2.2336,0.9934
52.8643,0.0221,0.004,0.1843,0.1841,0.6464,0.2682,2.666,0.3551,0.5394,0.0524,0.0446,5.7182,0.6158,1.1886,1.1662,0.8312
52.9643,0.0234,0.005,0.3146,0.2078,0.2746,0.4608,2.7491,0.2246,0.3834,0.1391,0.0478,4.5447,0.4277,0.8837,0.3236,0.3455
53.0642,0.0247,0.006,0.3926,0.2217,1.0414,0.3177,2.8272,0.7614,0.6376,0.2826,0.0507,0.3789,0.2986,0.973,0.3711,1.3311
53.1641,0.0259,0.0068,0.389,0.2218,0.566,0.6536,2.3105,0.7208,1.2216,0.3462,0.0533,2.0933,0.5056,1.1908,0.4599,1.9239
53.2641,0.0268,0.0075,0.3004,0.1995,0.414,1.2017,1.752,0.1804,0.8159,1.0823,0.0554,0.344,0.6692,0.7448,0.6582,0.3434
53.364,0.0273,0.008,0.1611,0.1739,0.3486,1.6103,1.6191,0.3805,0.1872,0.6334,0.0569,2.245,0.645,0.914,0.6076,0.7399
53.4639,0.0275,0.0082,0.1428,0.1793,0.8612,1.2645,1.4223,1.0048,0.5497,0.0583,0.0578,5.6138,0.4911,1.3677,0.9957,0.5161
53.5639,0.0272,0.0081,0.2834,0.2015,0.5771,1.1759,0.9425,1.0895,0.3077,0.1958,0.058,4.8644,0.3278,1.1245,1.2019,1.2902
53.6638,0.0265,0.0078,0.3942,0.2219,0.5326,1.0951,0.7671,1.3359,0.7195,0.257,0.0574,0.8734,0.3215,1.0206,1.7803,1.1382
53.7637,0.0255,0.0073,0.426,0.234,0.9884,0.6943,1.3438,1.4472,1.1404,0.3477,0.0562,1.7368,0.5054,1.1395,1.3299,2.0384
53.8637,0.0244,0.0065,0.366,0.2223,0.3879,0.4105,1.9569,1.2798,0.5538,1.0412,0.0542,0.7332,0.6621,0.8073,1.1231,2.1448
53.9636,0.0231,0.0055,0.2383,0.1961,0.3661,0.9415,2.0044,0.7296,0.2941,0.6378,0.0517,1.9421,0.6554,1.1,1.2056,1.9213
54.0635,0.022,0.0044,0.1379,0.1859,0.4657,1.2579,2.1526,0.3986,0.5658,0.0543,0.0485,5.318,0.4715,1.3992,0.7522,1.2182
54.1634,0.0212,0.0033,0.217,0.19,0.8202,1.2289,2.6925,0.2074,0.3646,0.2397,0.0449,5.2071,0.2269,0.9655,0.4895,0.6266
54.2634,0.0208,0.0024,0.3376,0.2012,0.4309,1.5177,2.9737,0.2887,0.7838,0.3384,0.0408,1.3033,0.3119,0.749,0.4717,1.2199
54.3633,0.0211,0.0022,0.403,0.22,0.4499,1.4117,2.8544,0.3774,0.9667,0.3297,0.0365,1.4259,0.567,0.9017,0.294,1.1912
54.4632,0.0218,0.0028,0.3807,0.2231,0.4397,1.1132,2.805,0.774,0.3892,1.0773,0.032,1.2181,0.71,0.6944,0.6471,0.8482
54.5632,0.0228,0.0039,0.2779,0.2049,0.554,0.317,2.6506,0.8897,0.4294,0.5572,0.0276,1.6237,0.6525,0.9906,0.969,1.2584
54.6631,0.0241,0.0051,0.1701,0.1915,0.4423,0.4674,2.3464,0.9445,0.6674,0.103,0.0235,4.9592,0.3874,1.0511,1.3592,0.163
54.763,0.0253,0.0062,0.2211,0.1928,0.4714,0.391,2.1606,1.0351,0.4195,0.3627,0.0201,5.4054,0.1153,0.4434,1.4518,1.0785
