Frequency (Hz),Red_X,Red_Y,Blue_X,Green_X,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X,Pink2_Y
30.5794,0.9221,0.8265,1.644,0.5531,0.4516,0.4987,0.5498,0.5498,1.9478,0.5911,0.3048,0.2756,0.6863,0.1799,1.6821
30.6793,0.5446,0.4849,1.4257,0.4913,0.4332,0.5619,0.2571,0.2571,1.3349,0.5638,0.0649,0.6121,0.4793,0.2049,1.2855
30.7792,0.5786,1.1048,1.2421,0.3588,0.4619,0.5168,0.3034,0.3034,1.3531,0.556,0.3254,0.6882,0.6713,0.2754,0.9774
30.8792,0.4564,1.9398,1.5448,0.0717,0.0692,0.3006,0.2147,0.2147,0.6945,0.4193,0.493,0.5959,0.7869,0.329,1.4277
30.9791,0.3644,1.7984,1.81,0.3651,0.119,0.2507,0.2926,0.2926,0.5799,0.4246,0.3866,0.457,0.2708,0.3317,1.9982
31.079,0.5292,1.5212,1.6075,0.4695,0.4287,0.3587,0.4612,0.4612,1.5918,0.7276,0.0482,0.6582,0.4155,0.2643,2.4836
31.179,0.2686,1.6539,1.1079,0.3818,0.5072,0.4904,0.7898,0.7898,1.7166,0.7835,0.3127,0.3052,0.6172,0.1448,2.7214
31.2789,0.6426,1.0751,1.0562,0.3521,0.5577,0.6568,0.3759,0.3759,1.2428,0.5358,0.3995,0.6231,0.4448,0.1611,2.3911
31.3788,0.5304,0.5741,1.37,0.1604,0.4299,0.6606,0.3891,0.3891,1.6556,0.4335,0.1508,0.54,0.5378,0.1471,1.7065
31.4787,0.5564,1.4893,1.3079,0.1809,0.1464,0.3955,0.1855,0.1855,1.0092,0.5582,0.2538,0.4765,0.5957,0.1748,1.384
31.5787,0.2346,1.8807,0.8123,0.412,0.1588,0.2006,0.115,0.115,0.8173,0.6596,0.4595,0.1592,0.1639,0.1563,1.7404
31.6786,0.6606,1.9712,0.724,0.4607,0.4938,0.2362,0.4208,0.4208,1.6811,0.7254,0.3472,0.5423,0.1692,0.2001,2.1423
31.7785,0.2686,1.9094,1.2347,0.4568,0.4512,0.4813,0.7162,0.7162,1.2712,0.4533,0.0671,0.1743,0.4795,0.368,2.2186
31.8785,0.632,1.4873,1.3933,0.3672,0.4431,0.5656,0.4463,0.4463,1.0329,0.3306,0.2855,0.6261,0.3548,0.3709,2.0176
31.9784,0.3934,1.1741,1.0805,0.1603,0.415,0.5948,0.4697,0.4697,0.7419,0.694,0.3823,0.6715,0.3681,0.3515,1.4914
32.0783,0.6751,1.4508,0.8875,0.464,0.3076,0.4447,0.3238,0.3238,0.3853,0.85,0.2293,0.5981,0.4029,0.3738,0.6428
32.1783,0.1583,1.7057,1.3081,0.4161,0.0801,0.4063,0.241,0.241,0.2504,0.7158,0.1259,0.1281,0.1724,0.2905,0.4789
32.2782,0.6958,1.6851,1.6012,0.4655,0.283,0.262,0.3835,0.3835,1.0189,0.4475,0.3653,0.4869,0.0736,0.2147,1.0196
32.3781,0.1031,1.5085,1.4166,0.4579,0.4244,0.3468,0.6993,0.6993,0.8623,0.4166,0.3228,0.2323,0.3252,0.1457,1.1648
32.4781,0.2435,1.3927,0.9398,0.0831,0.6686,0.5743,0.5041,0.5041,0.2787,0.8022,0.016,0.7453,0.3042,0.0125,0.8663
32.578,0.5226,1.4514,0.8499,0.2549,0.573,0.7908,0.5725,0.5725,0.4395,1.0884,0.3931,0.622,0.1751,0.1453,0.3004
32.6779,0.0927,1.5156,1.1444,0.3237,0.433,0.5703,0.305,0.305,1.1804,0.7913,0.5139,0.5413,0.2206,0.2526,0.3885
32.7779,0.8371,1.3268,1.1574,0.3606,0.2033,0.3623,0.1039,0.1039,1.1259,0.3959,0.3198,0.2735,0.3425,0.2877,1.0629
32.8778,0.4628,0.9313,0.7632,0.2915,0.31,0.1957,0.5068,0.5068,2.1212,0.3591,0.1573,0.4088,0.2709,0.4053,1.6688
32.9777,0.9737,0.7555,0.2705,0.1895,0.5606,0.3264,0.7238,0.7238,1.8185,0.6006,0.3142,0.205,0.1872,0.5649,1.8388
33.0777,0.3658,1.0759,0.5215,0.115,0.6076,0.4309,0.5361,0.5361,1.9887,0.7594,0.2993,0.75,0.1776,0.5112,1.4868
33.1776,0.1957,1.6791,0.7199,0.1946,0.4793,0.5883,0.6368,0.6368,1.9084,0.7413,0.0971,0.7446,0.2395,0.4573,0.893
33.2775,0.4058,1.9854,0.5384,0.1779,0.5169,0.5322,0.2511,0.2511,1.251,0.516,0.1906,0.7655,0.1018,0.5848,0.5694
33.3775,0.2714,1.6134,0.1702,0.3427,0.3398,0.4848,0.1038,0.1038,1.6163,0.5252,0.3642,0.2512,0.4096,0.4953,0.8553
33.4774,0.3576,0.8555,0.4987,0.0962,0.2094,0.2903,0.4382,0.4382,0.802,0.5682,0.2675,0.3789,0.4328,0.2847,1.1498
33.5773,0.6221,0.2755,0.8075,0.0529,0.3449,0.1698,0.6097,0.6097,1.1497,0.3776,0.0931,0.371,0.0504,0.2781,1.2574
33.6773,0.5078,0.8024,0.8029,0.1673,0.6426,0.4707,0.5589,0.5589,1.5299,0.5027,0.3871,0.9321,0.1891,0.1806,1.0501
33.7772,0.5983,1.8195,0.5189,0.3395,0.676,0.7161,0.5946,0.5946,1.2611,0.8934,0.4158,0.932,0.4647,0.0545,0.5383
33.8771,0.2695,2.3047,0.3305,0.4075,0.6589,0.6185,0.2679,0.2679,1.7669,0.9514,0.157,0.8633,0.2574,0.158,0.5638
33.9771,0.664,1.9848,0.6081,0.2804,0.5248,0.4276,0.1968,0.1968,1.1984,0.9237,0.1727,0.4301,0.5318,0.2137,1.0754
34.077,0.5873,1.3721,0.7967,0.1537,0.2212,0.3538,0.5436,0.5436,0.7283,0.3117,0.3025,0.2522,0.5351,0.3021,1.348
34.1769,0.6089,0.7209,0.7101,0.2833,0.3664,0.1442,0.6621,0.6621,0.7621,0.356,0.1904,0.4884,0.1988,0.3723,1.2723
34.2769,0.6676,0.4018,0.4016,0.4879,0.6409,0.2775,0.5213,0.5213,1.6368,0.8917,0.095,0.9141,0.3339,0.382,0.976
34.3768,0.6429,1.4771,0.0731,0.627,0.5063,0.6285,0.7594,0.7594,1.7104,1.2579,0.3397,1.0295,0.6235,0.3935,0.808
34.4767,0.7573,1.9862,0.332,0.3839,0.6466,0.7011,0.4003,0.4003,1.5353,1.0548,0.4362,1.0764,0.445,0.4331,1.1874
34.5767,0.2621,1.9821,0.4671,0.2873,0.4721,0.5838,0.2997,0.2997,1.525,0.6817,0.2743,0.5764,0.5104,0.348,1.9368
34.6766,0.706,1.8599,0.4335,0.2823,0.0429,0.3895,0.5099,0.5099,1.3617,0.2584,0.1416,0.1603,0.6097,0.1925,2.4285
34.7765,0.3387,1.3502,0.3354,0.5234,0.1083,0.0903,0.6975,0.6975,1.5676,0.7164,0.3651,0.497,0.3422,0.2168,2.3578
34.8765,0.7299,0.3979,0.3019,0.5653,0.4057,0.2986,0.7381,0.7381,2.3021,1.0677,0.3038,1.1071,0.4313,0.1923,1.892
34.9764,0.4913,0.778,0.2832,0.4365,0.6221,0.5384,0.7695,0.7695,2.6027,1.0008,0.0519,1.2314,0.7841,0.1574,1.4181
35.0763,1.1251,1.4601,0.2124,0.4694,0.8618,0.6599,0.475,0.475,2.5762,0.5422,0.3189,1.2026,0.5261,0.1262,1.2925
35.1763,0.618,2.0418,0.256,0.4285,0.5018,0.6736,0.4168,0.4168,2.1354,0.4776,0.3555,0.5549,0.501,0.1091,1.5748
35.2762,0.9849,2.2927,0.4251,0.3636,0.2938,0.6039,0.4472,0.4472,0.741,0.5868,0.1676,0.239,0.5713,0.274,2.0205
35.3761,0.322,1.8777,0.5238,0.4548,0.3081,0.0971,0.448,0.448,0.4334,0.4255,0.2298,0.711,0.449,0.3012,2.2081
35.4761,1.0234,1.0993,0.4646,0.4497,0.5335,0.3928,0.64,0.64,1.411,0.4939,0.4292,1.1076,0.5268,0.2121,1.8324
35.576,0.5227,0.8866,0.2635,0.3064,0.6339,0.6159,0.8566,0.8566,2.218,0.6301,0.471,1.2037,0.8376,0.2029,1.0471
35.6759,0.8658,1.4825,0.1344,0.2399,0.7337,0.6022,0.461,0.461,2.1166,0.7617,0.2988,1.2549,0.607,0.2128,0.4057
35.7758,0.4942,2.0816,0.3863,0.2067,0.557,0.3731,0.3406,0.3406,2.5212,0.8837,0.099,0.8141,0.3748,0.1498,0.7592
35.8758,1.0348,2.2183,0.5699,0.163,0.3787,0.4776,0.2343,0.2343,2.4156,0.3741,0.2375,0.3324,0.528,0.09,1.2188
35.9757,0.6118,1.8623,0.5834,0.1318,0.1871,0.3136,0.2176,0.2176,2.2542,0.1642,0.1513,0.6249,0.4699,0.1116,1.3777
36.0756,0.835,1.4122,0.4086,0.1699,0.2749,0.138,0.5227,0.5227,2.597,0.7226,0.1975,1.0795,0.555,0.2192,1.1733
36.1756,0.8192,1.2917,0.1461,0.1631,0.4361,0.3566,0.6592,0.6592,2.3101,1.0734,0.4096,1.3902,0.8295,0.3222,0.6565
36.2755,1.1117,1.4563,0.2592,0.2259,0.8236,0.7006,0.4502,0.4502,2.054,1.0037,0.3615,1.4964,0.5657,0.3195,0.6413
36.3754,0.9328,1.5166,0.4566,0.1377,0.7302,0.5542,0.4936,0.4936,1.6753,0.7712,0.1828,0.7312,0.2533,0.3733,1.4243
36.4754,0.6169,1.3421,0.4996,0.092,0.4026,0.4822,0.3681,0.3681,0.5969,0.209,0.2863,0.2829,0.3736,0.4774,1.9479
36.5753,0.7256,1.1502,0.4351,0.1692,0.1962,0.1612,0.3397,0.3397,0.0713,0.572,0.3619,0.7536,0.4707,0.3954,2.0315
36.6752,0.3672,1.1459,0.3691,0.2331,0.1897,0.0969,0.5808,0.5808,0.653,1.057,0.2853,1.2208,0.4567,0.3033,1.7819
36.7752,0.8973,1.2016,0.3056,0.404,0.4502,0.2357,0.8464,0.8464,1.1022,0.8652,0.1062,1.3815,0.7392,0.3849,1.3262
36.8751,0.4627,1.0358,0.1609,0.4714,0.7349,0.4844,0.5349,0.5349,0.8141,0.5548,0.1655,1.3219,0.5168,0.2982,0.7715
36.975,0.847,0.7258,0.2244,0.4565,0.6408,0.4905,0.4801,0.4801,0.8385,0.4598,0.2317,0.8135,0.1005,0.0746,0.6491
37.075,0.8311,0.647,0.5198,0.4484,0.4548,0.6051,0.2092,0.2092,0.8937,0.7144,0.0579,0.565,0.288,0.1111,1.1466
37.1749,0.813,0.621,0.6896,0.3109,0.3028,0.3711,0.0704,0.0704,0.735,0.6448,0.2363,0.8126,0.3869,0.0657,1.382
37.2748,0.2984,0.8338,0.6192,0.4083,0.1532,0.1579,0.6378,0.6378,1.1397,0.5406,0.3683,0.9197,0.3724,0.1897,1.1622
37.3748,0.3332,1.1495,0.3371,0.7215,0.2367,0.2175,0.7791,0.7791,1.3035,0.2477,0.2128,1.2671,0.5551,0.3507,0.7228
37.4747,0.8136,1.2237,0.2961,0.7697,0.5917,0.4401,0.4813,0.4813,1.0697,0.3873,0.1107,1.5572,0.3683,0.375,0.4597
37.5746,0.9399,1.5052,0.5953,0.5485,0.6178,0.4302,0.7147,0.7147,1.529,0.8869,0.2954,1.0316,0.1253,0.3635,0.6805
37.6746,0.8657,1.7101,0.718,0.6579,0.5047,0.5381,0.342,0.342,1.6376,0.62,0.2475,0.651,0.1411,0.4421,0.9503
37.7745,0.9092,1.364,0.5794,0.1364,0.3253,0.4359,0.2539,0.2539,1.7807,0.3078,0.0668,0.6051,0.3181,0.4473,0.9394
37.8744,0.9675,1.1337,0.2781,0.5233,0.049,0.158,0.5508,0.5508,2.475,0.3329,0.21,1.0476,0.172,0.3571,0.5533
37.9744,0.6879,1.4814,0.1571,0.61,0.1595,0.2033,0.6747,0.6747,2.2534,0.7367,0.3687,1.5129,0.379,0.3394,0.2482
38.0743,0.4756,1.7836,0.3144,0.6441,0.4762,0.4669,0.523,0.523,2.2971,0.743,0.3333,1.5358,0.2405,0.2808,0.977
38.1742,0.37,2.1527,0.2982,0.6621,0.3813,0.3091,0.7352,0.7352,2.0499,0.6832,0.1512,0.8015,0.2151,0.1362,1.5391
38.2742,0.6944,2.1928,0.1109,0.4756,0.5213,0.3882,0.2748,0.2748,1.1484,0.0887,0.3797,0.5537,0.138,0.1102,1.7913
38.3741,0.6308,1.6202,0.1456,0.1595,0.3977,0.3329,0.0956,0.0956,0.8749,0.2574,0.4862,0.8393,0.1615,0.0236,1.759
38.474,0.7989,1.1771,0.3477,0.2023,0.1869,0.2831,0.5405,0.5405,0.8163,0.7696,0.2601,1.0078,0.0203,0.186,1.4368
38.574,0.5931,1.4665,0.4393,0.3404,0.1795,0.1665,0.7668,0.7668,0.5824,0.4353,0.1273,1.2399,0.1834,0.2829,0.882
38.6739,0.8679,1.7675,0.425,0.4749,0.4725,0.3521,0.3515,0.3515,0.6898,0.3216,0.3054,1.2963,0.0772,0.2542,0.6688
38.7738,0.3034,1.9602,0.3973,0.5598,0.5718,0.2694,0.6301,0.6301,0.7108,0.1961,0.1911,0.9328,0.3202,0.3157,1.2368
38.8738,0.2797,1.8237,0.448,0.3865,0.7435,0.3578,0.2193,0.2193,0.3648,0.5291,0.0776,0.8308,0.1959,0.393,1.6287
38.9737,0.3744,1.2703,0.5768,0.2414,0.4577,0.2888,0.0965,0.0965,0.286,0.7327,0.2819,0.7049,0.1659,0.348,1.5256
39.0736,0.4049,0.7347,0.6868,0.3516,0.1841,0.2066,0.392,0.392,1.2366,0.5687,0.3614,0.6358,0.26,0.2517,1.069
39.1736,0.5995,0.9,0.7007,0.4024,0.1625,0.2694,0.6559,0.6559,1.5056,0.3258,0.2901,1.2252,0.2882,0.2412,0.4627
39.2735,0.3453,1.1866,0.5813,0.2876,0.4794,0.3744,0.553,0.553,1.3893,0.3998,0.1086,1.4662,0.1441,0.2508,0.3204
39.3734,0.9257,1.2543,0.4212,0.2683,0.4882,0.3741,0.6579,0.6579,2.0568,0.8485,0.2898,0.9106,0.3586,0.1918,1.0747
39.4734,0.4037,1.2333,0.4505,0.4087,0.4462,0.3134,0.2834,0.2834,1.5821,0.7227,0.3513,0.8078,0.2925,0.117,1.5742
39.5733,0.5228,1.192,0.6051,0.5122,0.1869,0.3672,0.0925,0.0925,1.6306,0.7471,0.1433,0.5341,0.2336,0.1153,1.618
39.6732,0.3709,0.913,0.6233,0.5834,0.2225,0.2459,0.3498,0.3498,2.2789,0.2066,0.2215,0.8507,0.4232,0.2128,1.2295
39.7731,0.6204,0.6552,0.4265,0.4066,0.0583,0.2713,0.5176,0.5176,1.7047,0.6725,0.3136,1.3006,0.4771,0.2636,0.8358
39.8731,0.3104,0.7049,0.0761,0.0874,0.2935,0.2647,0.3815,0.3815,1.9392,0.6082,0.1569,1.1095,0.2564,0.2382,1.1321
39.973,0.5305,0.7904,0.2637,0.0578,0.3484,0.3945,0.7926,0.7926,1.6428,0.6853,0.2784,0.6811,0.3956,0.2431,1.6696
40.0729,0.3575,1.1811,0.4194,0.3269,0.4898,0.2475,0.234,0.234,0.5876,0.3817,0.4456,0.7395,0.312,0.2276,2.1036
40.1729,0.4313,1.5456,0.2948,0.6205,0.36,0.3375,0.2207,0.2207,0.7784,0.2153,0.4268,0.8301,0.3496,0.1558,2.269
40.2728,0.3779,1.4531,0.1253,0.5927,0.3711,0.208,0.4292,0.4292,0.7012,0.4709,0.2754,0.6706,0.5696,0.119,2.021
40.3727,0.2664,1.072,0.4993,0.319,0.2553,0.3516,0.4702,0.4702,0.38,0.3041,0.1094,0.7769,0.576,0.0723,1.401
40.4727,0.506,0.7632,0.7224,0.2016,0.3268,0.4445,0.3784,0.3784,0.7699,0.2386,0.2555,1.0861,0.4036,0.0703,0.7461
40.5726,0.4695,0.8112,0.61,0.0839,0.4596,0.3845,0.665,0.665,1.2966,0.1614,0.2543,0.9102,0.37,0.1355,0.9258
40.6725,0.501,1.2403,0.2287,0.2396,0.5438,0.2024,0.2592,0.2592,0.5075,0.2731,0.1056,0.9401,0.3733,0.1904,1.3382
40.7725,0.3082,1.5541,0.4704,0.5203,0.3571,0.1929,0.1755,0.1755,0.8878,0.5284,0.3516,0.5285,0.3929,0.2502,1.4281
40.8724,0.5788,1.482,0.8838,0.5488,0.3755,0.0409,0.2051,0.2051,0.4203,0.3571,0.405,0.2733,0.6319,0.3488,1.2975
40.9723,0.0634,1.1303,0.9434,0.289,0.2289,0.2699,0.3906,0.3906,0.4283,0.4902,0.1746,0.9444,0.6864,0.4006,0.9626
41.0723,0.4008,0.843,0.5974,0.1628,0.3038,0.49,0.3925,0.3925,0.2291,0.5578,0.2252,1.0437,0.4369,0.331,0.4664
41.1722,0.1074,0.9409,0.1008,0.2228,0.2601,0.5426,0.742,0.742,1.0545,0.8999,0.366,0.6577,0.3864,0.3153,0.4889
41.2721,0.4384,1.1785,0.5434,0.3504,0.4733,0.3138,0.3407,0.3407,1.1996,0.5818,0.2792,0.559,0.351,0.3481,0.8159
41.3721,0.1054,1.2736,0.7462,0.3565,0.3653,0.162,0.218,0.218,1.4543,0.7708,0.0953,0.4112,0.4293,0.2356,0.8256
41.472,0.1027,1.2016,0.5321,0.2263,0.3211,0.0377,0.155,0.155,1.639,0.4271,0.0849,0.6041,0.6488,0.1142,0.5089
41.5719,0.5008,1.0776,0.2084,0.1531,0.151,0.1656,0.3951,0.3951,1.3278,0.8552,0.1694,0.7202,0.6735,0.1221,0.0392
41.6719,0.1743,1.0773,0.5707,0.2555,0.0946,0.2417,0.3073,0.3073,1.3528,0.7448,0.0883,0.5028,0.4771,0.0772,0.4883
41.7718,0.673,1.1663,0.7465,0.3816,0.2263,0.492,0.5521,0.5521,0.7967,0.6989,0.1904,0.3608,0.3496,0.1363,1.0542
41.8717,0.3336,1.1807,0.4819,0.3366,0.5033,0.4709,0.2474,0.2474,0.9075,0.382,0.384,0.7192,0.3509,0.2424,1.4591
41.9717,0.5828,1.119,0.2413,0.2857,0.2765,0.3864,0.331,0.331,0.3721,0.3864,0.3108,0.7802,0.3892,0.3118,1.4845
42.0716,0.1916,1.0995,0.859,0.0564,0.2954,0.1172,0.2588,0.2588,0.7878,0.6296,0.021,0.4247,0.5876,0.3304,1.1393
42.1715,0.3569,1.1802,1.2199,0.302,0.1783,0.265,0.4471,0.4471,0.8155,0.4697,0.3131,0.3852,0.5949,0.3881,0.563
42.2715,0.3221,1.2448,1.1025,0.3478,0.0539,0.4264,0.2796,0.2796,1.3844,0.1788,0.3577,0.7009,0.4406,0.4161,0.1637
42.3714,0.7205,1.16,0.6596,0.5071,0.2656,0.4814,0.5065,0.5065,1.0389,0.1803,0.1517,0.6595,0.3484,0.359,0.6225
42.4713,0.6746,1.0228,0.74,0.5195,0.4084,0.3671,0.3058,0.3058,0.7661,0.4219,0.116,0.816,0.3002,0.3356,0.863
42.5713,0.6102,0.9738,1.1932,0.4728,0.2919,0.3845,0.294,0.294,1.2798,0.3193,0.2692,0.4688,0.3235,0.2743,0.872
42.6712,0.5762,0.9515,1.2737,0.1105,0.4776,0.2998,0.0311,0.0311,1.7478,0.3033,0.2781,0.0793,0.4134,0.1444,0.6325
42.7711,0.6981,0.9626,0.8853,0.2745,0.3553,0.0689,0.3374,0.3374,2.2395,0.3245,0.1231,0.5573,0.4698,0.12,0.3859
42.8711,0.0178,0.9197,0.521,0.4814,0.1632,0.3283,0.1696,0.1696,2.1813,0.4683,0.232,0.3938,0.3765,0.0819,0.8369
42.971,0.5262,0.7092,0.8804,0.6376,0.2403,0.5805,0.5558,0.5558,1.6998,0.8851,0.4321,0.2136,0.3191,0.1254,1.3364
43.0709,0.6911,0.7044,1.1279,0.5933,0.3948,0.5727,0.1528,0.1528,1.172,0.3553,0.3347,0.2156,0.3131,0.1553,1.522
43.1709,1.1304,0.8801,0.9392,0.3859,0.3533,0.3437,0.4133,0.4133,0.2708,0.5431,0.0142,0.3075,0.1807,0.1499,1.36
43.2708,0.7184,0.7434,0.6655,0.166,0.4062,0.3391,0.111,0.111,0.4141,0.3759,0.3152,0.4003,0.2371,0.2514,1.062
43.3707,0.8681,0.4204,0.9849,0.2415,0.2661,0.3932,0.3695,0.3695,1.1787,0.7558,0.3252,0.0592,0.2598,0.3225,0.8138
43.4707,0.6492,0.2507,1.3759,0.4955,0.0838,0.2647,0.1345,0.1345,1.6889,0.7255,0.0863,0.4066,0.2353,0.2948,1.016
43.5706,0.5627,0.4492,1.4267,0.5325,0.0453,0.4236,0.4628,0.4628,1.595,0.6088,0.2216,0.1912,0.272,0.209,1.6787
43.6705,0.5228,0.9951,1.2442,0.4659,0.247,0.5875,0.274,0.274,1.2898,0.1855,0.3224,0.5097,0.2742,0.2219,2.1103
43.7705,0.3336,1.2953,1.2732,0.4275,0.2096,0.396,0.353,0.353,0.7577,0.4053,0.244,0.7466,0.1384,0.2493,2.0605
43.8704,1.2213,1.1168,1.5709,0.3524,0.3789,0.322,0.1177,0.1177,1.5834,0.6642,0.0889,0.4824,0.0561,0.1734,1.6364
43.9703,0.7993,0.7742,1.7553,0.307,0.3343,0.1591,0.3829,0.3829,2.0313,0.5018,0.2595,0.467,0.0754,0.0665,1.0443
44.0702,1.1947,0.6686,1.651,0.2209,0.2013,0.2536,0.2237,0.2237,2.4677,0.2701,0.3818,0.3467,0.0807,0.1052,0.6723
44.1702,0.2596,0.9631,1.4405,0.1735,0.1889,0.3983,0.4638,0.4638,1.9761,0.3469,0.2342,0.3229,0.1978,0.2004,0.8998
44.2701,0.9731,1.4504,1.4365,0.2707,0.2885,0.4462,0.1503,0.1503,1.5636,0.7009,0.1582,0.5664,0.3031,0.1956,1.3243
44.37,0.399,1.6293,1.6316,0.581,0.2238,0.5405,0.4124,0.4124,1.3667,0.6231,0.3818,0.4345,0.2324,0.164,1.5299
44.47,0.92,1.405,1.6909,0.7008,0.4039,0.5761,0.0409,0.0409,1.0055,0.6084,0.3031,0.0344,0.1654,0.231,1.3075
44.5699,0.5558,1.0833,1.5002,0.5715,0.3474,0.3133,0.3751,0.3751,1.4562,0.2193,0.045,0.1741,0.1704,0.2136,0.7427
44.6698,1.0505,0.8712,1.2994,0.3902,0.3106,0.2612,0.1565,0.1565,1.9037,0.4829,0.2967,0.3658,0.1184,0.1267,0.1344
44.7698,0.799,1.0596,1.4644,0.1539,0.2427,0.4257,0.362,0.362,1.5609,1.012,0.3298,0.404,0.1434,0.1085,0.6082
44.8697,0.87,1.3948,1.7441,0.2235,0.258,0.4084,0.0865,0.0865,1.3839,0.7177,0.1641,0.1048,0.2652,0.0908,0.962
44.9696,0.3374,1.3934,1.7307,0.4158,0.1423,0.3004,0.2709,0.2709,0.6401,0.4606,0.0624,0.2656,0.3416,0.1113,1.0408
45.0696,0.64,1.1421,1.492,0.5123,0.3973,0.3378,0.2139,0.2139,0.9365,0.1705,0.2329,0.4691,0.3474,0.1803,0.9029
45.1695,0.8062,0.8293,1.5652,0.7715,0.3586,0.4585,0.498,0.498,2.1257,0.5438,0.274,0.7195,0.3389,0.1746,0.4474
45.2694,0.8165,0.4517,1.9997,0.7037,0.3127,0.1933,0.2058,0.2058,2.5738,0.6495,0.1209,0.8842,0.3052,0.217,0.3229
45.3694,0.9147,0.5767,2.1814,0.2966,0.1532,0.173,0.289,0.289,2.8141,0.565,0.2242,0.3182,0.1561,0.3854,1.0286
45.4693,0.6588,0.7664,1.9363,0.2444,0.1676,0.5069,0.1307,0.1307,2.6333,0.0766,0.3576,0.2926,0.2698,0.385,1.4387
45.5692,0.8942,0.7157,1.7343,0.4357,0.0775,0.4676,0.1684,0.1684,1.8096,0.1891,0.1869,0.7074,0.4086,0.26,1.5157
45.6692,0.4855,0.7332,2.0829,0.483,0.3091,0.4626,0.1036,0.1036,1.5699,0.5939,0.1762,0.6171,0.4581,0.3871,1.3352
45.7691,0.8414,0.6504,2.4025,0.7159,0.2252,0.5539,0.4317,0.4317,1.5759,0.4698,0.4362,0.731,0.4798,0.4131,0.9813
45.869,0.2384,0.4071,2.1936,0.6823,0.1629,0.3291,0.3155,0.3155,2.1831,0.2759,0.41,0.4855,0.4377,0.235,0.506
45.969,1.0032,0.2514,1.688,0.4664,0.1571,0.2358,0.3892,0.3892,2.0146,0.5367,0.1684,0.445,0.2717,0.1977,0.0766
46.0689,0.4795,0.1499,1.7298,0.0908,0.112,0.4109,0.083,0.083,1.9991,0.8519,0.0878,0.5623,0.2592,0.1904,0.496
46.1688,0.9633,0.6114,2.1322,0.2467,0.061,0.378,0.2323,0.2323,1.0222,0.9238,0.2262,0.3475,0.4585,0.0466,0.6826
46.2688,0.2063,0.9031,2.062,0.3173,0.2182,0.4577,0.1789,0.1789,0.7418,0.6598,0.1945,0.1709,0.4826,0.0885,0.6877
46.3687,0.6444,0.9228,1.5194,0.5649,0.2491,0.4096,0.3208,0.3208,2.1318,0.4652,0.0543,0.5973,0.5521,0.1312,0.7535
46.4686,0.3301,0.8984,1.4625,0.5004,0.359,0.3561,0.2796,0.2796,2.9587,0.58,0.2857,0.9904,0.5423,0.1801,0.967
46.5686,0.6798,0.8126,2.0628,0.3885,0.3319,0.3519,0.376,0.376,3.2338,1.0987,0.366,0.8579,0.3335,0.2797,1.1628
46.6685,0.5098,0.8279,2.2648,0.248,0.1137,0.3095,0.1567,0.1567,3.2673,1.0344,0.1721,0.3504,0.32,0.3078,1.22
46.7684,0.8027,0.9991,1.9213,0.1413,0.0632,0.5019,0.1612,0.1612,2.2821,0.7789,0.1902,0.2665,0.4219,0.2545,1.0927
46.8684,0.4831,0.9425,1.8124,0.1201,0.2283,0.6347,0.3056,0.3056,1.7965,0.2479,0.3649,0.6247,0.484,0.3342,0.6702
46.9683,0.9621,0.8302,2.3877,0.1941,0.2453,0.5838,0.4376,0.4376,1.5403,0.4338,0.2624,1.1557,0.5429,0.3696,0.3063
47.0682,0.1955,0.88,2.754,0.4676,0.219,0.3623,0.2942,0.2942,1.5955,0.7721,0.0373,1.051,0.5426,0.208,0.9284
47.1682,0.4143,0.9467,2.4954,0.4893,0.1781,0.3101,0.419,0.419,1.9462,0.8686,0.2154,0.4959,0.42,0.187,1.4166
47.2681,0.628,1.0588,2.0456,0.4614,0.0789,0.3532,0.0855,0.0855,1.2722,0.3523,0.2576,0.4064,0.2987,0.2575,1.5993
47.368,0.5787,0.9396,2.1845,0.4251,0.096,0.2911,0.2038,0.2038,0.8809,0.2513,0.1561,0.5552,0.4004,0.1609,1.4989
47.468,0.6832,0.5589,2.5227,0.312,0.1539,0.4164,0.2386,0.2386,1.2994,0.4609,0.0719,0.672,0.3978,0.085,1.1767
47.5679,0.8758,0.4666,2.3548,0.2888,0.034,0.7557,0.3855,0.3855,2.6973,0.3301,0.258,0.8031,0.4493,0.0344,0.6398
47.6678,0.7169,0.486,1.7905,0.3467,0.2537,0.5359,0.4695,0.4695,3.3567,0.239,0.2597,0.7513,0.5303,0.1032,0.2313
47.7678,0.7306,0.7055,1.6451,0.8228,0.1574,0.3661,0.5287,0.5287,4.0951,0.4222,0.0544,0.8663,0.4362,0.2074,0.8809
47.8677,0.5336,0.9216,2.0287,0.8072,0.1871,0.5067,0.0736,0.0736,3.5995,0.7352,0.3087,0.7596,0.2686,0.1974,1.2125
47.9676,0.6374,0.7177,2.1203,0.485,0.1891,0.4585,0.157,0.157,2.7297,0.9401,0.4133,0.3993,0.3085,0.129,1.1398
48.0676,0.9886,0.5908,1.8553,0.3388,0.2027,0.4718,0.2008,0.2008,1.5156,0.6461,0.2296,0.3655,0.3001,0.157,0.8137
48.1675,0.2833,0.6826,1.8441,0.4442,0.0255,0.6722,0.3017,0.3017,0.2958,0.4678,0.1103,0.9815,0.2918,0.2096,0.3078
