Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
0.1999,1.9276,5.968,1.5369,2.3954,1.5311,1.3486,1.972,2.7125,2.2769,2.3551,6.7274,13.9932,57.1117,68.1996,4.2364,0.3029,3.9149,3.7008,5.7348,746.1664,4.2627,4.6749,4.6879,4.2019,5.2392,2.9773
0.2998,1.7862,5.6505,2.1993,2.2649,1.7221,1.3761,1.9941,2.6245,3.0143,2.2208,7.4503,14.1745,17.112,22.5327,4.1288,0.4353,5.5545,3.4956,7.8499,788.0647,4.7126,4.1683,6.3826,4.0039,5.7391,2.8041
0.3997,1.6005,5.2226,2.7752,2.0995,1.9279,1.4031,2.0153,2.5006,3.6557,2.0515,8.0836,14.3574,33.9214,20.7027,3.9768,0.5448,6.8414,3.2802,9.5258,956.7792,5.0462,3.5367,7.7084,3.7663,6.1865,2.6458
0.4997,1.3835,4.7061,3.2387,1.9149,2.1228,1.4253,2.0307,2.3474,4.1496,1.8658,8.4851,14.4947,63.0343,29.6584,3.7867,0.6265,7.7247,3.1028,10.6608,1217.187,5.1812,2.848,8.5811,3.5203,6.4885,2.5644
0.5996,1.1501,4.1253,3.5731,1.7261,2.2884,1.4375,2.0346,2.1699,4.4724,1.6827,8.5818,14.5351,52.7277,21.5659,3.5642,0.6771,8.1943,2.9893,11.2344,1494.876,5.1024,2.177,8.9856,3.2915,6.5967,2.5917
0.6995,0.9169,3.5071,3.7709,1.5453,2.4123,1.4358,2.0216,1.9731,4.6199,1.5193,8.357,14.4332,14.8511,4.4492,3.3152,0.695,8.2793,2.9325,11.2883,1725.856,4.8419,1.6055,8.9616,3.0946,6.5019,2.7098
0.7995,0.7026,2.8807,3.8348,1.3806,2.4869,1.4172,1.9877,1.762,4.6027,1.3858,7.8368,14.1546,26.7934,12.1915,3.0462,0.6807,8.0407,2.9012,10.9113,1865.531,4.4582,1.2244,8.5903,2.9315,6.2239,2.8651
0.8994,0.5283,2.2774,3.7779,1.2354,2.5078,1.381,1.93,1.5416,4.4433,1.2829,7.0793,13.68,28.2074,12.0667,2.7635,0.6368,7.561,2.8619,10.2226,1890.207,4.0151,1.0953,7.9789,2.7949,5.8015,2.9989
0.9993,0.4164,1.7312,3.6232,1.109,2.474,1.3276,1.8472,1.3165,4.1731,1.2016,6.167,13.0066,22.2388,11.0907,2.4727,0.5673,6.933,2.7977,9.355,1800.261,3.5647,1.1565,7.2429,2.6753,5.2838,3.0672
1.0993,0.3752,1.2831,3.4009,0.9984,2.3876,1.2596,1.7396,1.0915,3.8301,1.1288,5.2009,12.1478,30.966,10.1717,2.1788,0.4783,6.2496,2.7141,8.4412,1625.468,3.1383,1.2768,6.4903,2.5663,4.7218,3.0465
1.1992,0.3802,0.9821,3.1453,0.8995,2.2538,1.1809,1.6093,0.8714,3.4571,1.053,4.2994,11.1301,70.5351,8.4184,1.8867,0.3778,5.5945,2.6339,7.6005,1432.31,2.7488,1.3769,5.807,2.4673,4.164,2.9326
1.2991,0.3938,0.8608,2.8898,0.8084,2.081,1.0969,1.4605,0.6626,3.0985,0.9693,3.5927,9.9893,43.1623,7.9541,1.6022,0.2775,5.0338,2.583,6.9226,1321.414,2.4019,1.4311,5.2473,2.382,3.6539,2.7379
1.3991,0.3932,0.8755,2.6613,0.7222,1.8809,1.0137,1.2995,0.4762,2.7945,0.8799,3.1883,8.7665,20.0855,8.5294,1.3339,0.1989,4.6053,2.5739,6.4467,1371.57,2.107,1.4386,4.8285,2.3148,3.2285,2.4886
1.499,0.3712,0.9313,2.4745,0.6403,1.6686,0.9377,1.135,0.3372,2.5716,0.7929,3.0919,7.5046,12.0875,8.3339,1.0958,0.1787,4.3087,2.5968,6.1484,1553.993,1.8792,1.4068,4.5331,2.2675,2.9137,2.2225
1.5989,0.3303,0.9627,2.3305,0.5654,1.4616,0.8742,0.9779,0.2946,2.4313,0.7197,3.1816,6.2488,17.4072,8.3265,0.908,0.223,4.1071,2.6261,5.9516,1766.526,1.7305,1.3449,4.3192,2.2375,2.7142,1.985
1.6989,0.278,0.9436,2.2191,0.5043,1.2791,0.8258,0.8412,0.3592,2.349,0.6694,3.3018,5.0524,46.4902,8.4921,0.7935,0.2902,3.9438,2.635,5.766,1919.734,1.6564,1.2604,4.1369,2.2191,2.6063,1.8201
1.7988,0.226,0.8704,2.1257,0.4656,1.1384,0.7914,0.7379,0.4695,2.286,0.6438,3.3489,3.9895,43.6443,7.6377,0.7609,0.353,3.767,2.6091,5.5257,1962.662,1.6343,1.1593,3.9438,2.2055,2.543,1.7501
1.8987,0.1885,0.7518,2.0369,0.4537,1.0487,0.7661,0.677,0.5819,2.2075,0.6361,3.2829,3.178,7.632,5.2598,0.7882,0.4009,3.5479,2.5513,5.2114,1881.542,1.6353,1.0474,3.7171,2.1907,2.4729,1.7601
1.9987,0.1758,0.6032,1.9443,0.4623,1.0058,0.743,0.6567,0.6792,2.0947,0.6347,3.1121,2.773,5.0929,6.6122,0.836,0.4304,3.2897,2.4802,4.8547,1699.41,1.6378,0.9315,3.459,2.1719,2.3565,1.8058
2.0986,0.1828,0.4473,1.8448,0.4762,0.9934,0.7149,0.6641,0.7535,1.9486,0.6294,2.8767,2.8347,12.7604,7.8709,0.8715,0.4412,3.0249,2.421,4.5248,1480.814,1.6308,0.8208,3.1968,2.1489,2.1766,1.8383
2.1985,0.1944,0.3196,1.7403,0.4801,0.9917,0.6761,0.6822,0.8013,1.7885,0.6143,2.6308,3.2019,14.9513,6.9405,0.8752,0.4356,2.8026,2.3923,4.2946,1332.678,1.6109,0.7266,2.9722,2.1241,1.9407,1.8216
2.2984,0.1984,0.273,1.6365,0.4638,0.985,0.6232,0.6971,0.8211,1.6463,0.5881,2.4212,3.6482,19.2331,7.5873,0.8395,0.4177,2.6625,2.395,4.1934,1354.2,1.5778,0.6593,2.8206,2.1008,1.6821,1.7367
2.3984,0.1895,0.3184,1.542,0.424,0.9652,0.5556,0.7002,0.8138,1.5529,0.5531,2.267,4.0234,30.2404,6.4181,0.7655,0.3929,2.6066,2.4129,4.1826,1531.063,1.5306,0.6235,2.7464,2.0808,1.4568,1.5803
2.4983,0.1675,0.3933,1.4653,0.3655,0.9309,0.475,0.6881,0.782,1.5198,0.5141,2.1544,4.2488,14.3357,4.9165,0.6616,0.3673,2.5943,2.4222,4.1807,1753.333,1.4683,0.6151,2.7169,2.0638,1.3266,1.3622
2.5982,0.1358,0.4525,1.4119,0.3013,0.886,0.3858,0.6607,0.7301,1.5295,0.477,2.0567,4.2905,8.188,5.4704,0.5434,0.3466,2.5685,2.4055,4.1137,1920.161,1.3904,0.624,2.6823,2.0467,1.3153,1.1029
2.6982,0.1018,0.4792,1.3803,0.2542,0.8372,0.2947,0.6204,0.6641,1.5472,0.4476,1.9615,4.1428,7.9207,5.273,0.4359,0.3336,2.4879,2.3594,3.9504,1974.322,1.2996,0.6403,2.6033,2.0251,1.3801,0.833
2.7981,0.0784,0.4692,1.3616,0.2474,0.7922,0.2127,0.5715,0.5916,1.5405,0.4293,1.8871,3.8204,7.8947,4.3929,0.373,0.3281,2.3424,2.2957,3.7125,1899.365,1.2019,0.6576,2.4687,1.9951,1.4485,0.5963
2.898,0.0799,0.4254,1.343,0.2779,0.757,0.1583,0.5195,0.5206,1.492,0.4221,1.8725,3.3512,13.3154,5.742,0.3774,0.3266,2.1562,2.2357,3.4652,1717.316,1.1062,0.6726,2.2982,1.9557,1.4663,0.4559
2.998,0.0993,0.3548,1.3133,0.3193,0.734,0.1514,0.471,0.4593,1.4023,0.4221,1.9443,2.7705,19.447,3.8596,0.4289,0.3245,1.9792,2.1992,3.2882,1492.304,1.022,0.6835,2.1356,1.9094,1.4104,0.4519
3.0979,0.1193,0.2695,1.2673,0.3504,0.7212,0.18,0.4329,0.4137,1.2888,0.4237,2.0858,2.1162,10.3825,1.442,0.4888,0.318,1.8658,2.1924,3.2277,1332.007,0.9568,0.6887,2.0281,1.8618,1.2863,0.5205
3.1978,0.1309,0.1893,1.2079,0.3614,0.7134,0.2139,0.4105,0.3857,1.1807,0.4211,2.243,1.4244,9.509,3.6543,0.5314,0.3052,1.8392,2.2038,3.2607,1340.614,0.9139,0.6861,1.9969,1.8191,1.1257,0.58
3.2978,0.1313,0.1515,1.1447,0.3506,0.7043,0.2375,0.4048,0.3723,1.1087,0.4108,2.3558,0.7281,8.2491,4.5749,0.545,0.2863,1.8716,2.2118,3.3134,1509.515,0.8925,0.6743,2.0193,1.7857,0.9845,0.5962
3.3977,0.1209,0.1807,1.0909,0.3221,0.6885,0.2458,0.4116,0.3682,1.0879,0.3917,2.381,0.1048,2.3275,3.0778,0.5269,0.2633,1.9063,2.1966,3.3113,1727.983,0.8888,0.653,2.0463,1.7618,0.9276,0.5639
3.4976,0.1028,0.2374,1.056,0.2843,0.6635,0.2391,0.4234,0.3685,1.1071,0.3656,2.3005,0.6025,13.1723,4.4539,0.4804,0.2405,1.8951,2.1502,3.2163,1892.408,0.8974,0.6234,2.0334,1.7434,0.9778,0.4943
3.5976,0.0838,0.2866,1.0408,0.2484,0.6295,0.2217,0.4325,0.3718,1.1381,0.3378,2.1231,1.1731,15.8777,2.8479,0.4138,0.2233,1.8179,2.0792,3.0375,1944.352,0.9121,0.5879,1.9603,1.7239,1.0892,0.411
3.6975,0.0748,0.3148,1.0365,0.2265,0.5905,0.2015,0.4328,0.3797,1.1537,0.3156,1.8821,1.6641,5.8491,0.4802,0.3405,0.2163,1.6863,2.0023,2.8266,1867.498,0.9261,0.5493,1.8358,1.6978,1.1961,0.3497
3.7974,0.0829,0.3176,1.0305,0.2257,0.553,0.1894,0.4207,0.3947,1.1391,0.3063,1.6313,2.0551,6.7259,2.6218,0.28,0.2212,1.5396,1.9409,2.658,1684.908,0.9325,0.5099,1.6949,1.6627,1.2531,0.3423
3.8974,0.1014,0.2951,1.0132,0.2429,0.5253,0.1948,0.3952,0.4188,1.0933,0.3122,1.4337,2.3293,2.4673,2.8008,0.2543,0.2351,1.4313,1.9079,2.5886,1462.585,0.9261,0.4723,1.5859,1.6205,1.2406,0.3802
3.9973,0.1197,0.2509,0.9816,0.2677,0.5138,0.2174,0.3576,0.4512,1.0272,0.3285,1.335,2.4744,3.8228,2.2077,0.2694,0.2526,1.3991,1.8997,2.617,1310.228,0.9047,0.4398,1.5451,1.5769,1.1602,0.4235
4.0972,0.1316,0.1915,0.9395,0.2906,0.5191,0.2485,0.3123,0.4882,0.959,0.3466,1.3309,2.4844,9.1025,3.849,0.3064,0.2687,1.4345,1.8994,2.6846,1329.901,0.8695,0.4163,1.5687,1.5385,1.033,0.4399
4.1972,0.1342,0.1278,0.8956,0.3044,0.5355,0.2783,0.2662,0.5248,0.9075,0.358,1.3742,2.362,14.2319,1.8449,0.3428,0.2801,1.4898,1.8878,2.7204,1505.922,0.8243,0.4047,1.6161,1.5096,0.8999,0.4127
4.2971,0.1272,0.084,0.8587,0.3047,0.5531,0.2997,0.2295,0.5558,0.8832,0.3575,1.4198,2.1186,8.5662,1.9267,0.3659,0.285,1.5154,1.854,2.6796,1725.107,0.7744,0.4051,1.64,1.4897,0.8159,0.3365
4.397,0.1122,0.098,0.834,0.2891,0.5627,0.3086,0.213,0.5765,0.8827,0.344,1.4496,1.7737,8.4017,0.3687,0.3708,0.2835,1.4841,1.8001,2.5583,1886.011,0.7251,0.4137,1.6115,1.4733,0.8204,0.2147
4.497,0.0933,0.1435,0.8213,0.2586,0.5576,0.3038,0.22,0.5833,0.8925,0.3208,1.4703,1.3532,1.9067,0.7417,0.3579,0.2769,1.3968,1.7402,2.3917,1932.891,0.6805,0.4248,1.5287,1.4531,0.8959,0.058
4.5969,0.0773,0.1849,0.8161,0.2192,0.5351,0.2874,0.2422,0.5736,0.898,0.2958,1.4973,0.8859,10.029,0.234,0.3313,0.2676,1.281,1.692,2.2408,1851.947,0.6434,0.4334,1.4167,1.4229,0.9872,0.1212
4.6968,0.0727,0.2106,0.8132,0.184,0.4968,0.2648,0.2677,0.5463,0.8898,0.2796,1.5375,0.4024,13.8531,1.7495,0.2979,0.2582,1.1823,1.6673,2.1626,1668.953,0.6163,0.4368,1.3198,1.3815,1.0462,0.3007
4.7968,0.0818,0.217,0.8088,0.1732,0.4489,0.2463,0.2879,0.5013,0.8664,0.2803,1.5804,0.1163,9.4675,1.9357,0.2664,0.2512,1.143,1.6634,2.1717,1453.064,0.6007,0.4343,1.2813,1.3331,1.0466,0.4633
4.8967,0.0965,0.2037,0.8009,0.1955,0.4026,0.2446,0.2986,0.4395,0.832,0.296,1.603,0.5482,3.2805,2.3357,0.2455,0.2477,1.1703,1.6649,2.2286,1315.466,0.5972,0.4265,1.3111,1.2861,0.9823,0.5912
4.9966,0.1091,0.173,0.7886,0.2348,0.3721,0.2673,0.2987,0.3633,0.794,0.3164,1.582,0.9605,2.5444,0.6955,0.2394,0.2472,1.2293,1.6539,2.2718,1351.56,0.6036,0.414,1.3768,1.2492,0.8652,0.6703
5.0966,0.115,0.1288,0.771,0.2708,0.369,0.3103,0.2897,0.2762,0.76,0.3296,1.5045,1.3217,7.1783,0.9935,0.2455,0.2476,1.2739,1.6192,2.2552,1535.66,0.6155,0.3968,1.4305,1.2268,0.726,0.6919
5.1965,0.1125,0.0773,0.7479,0.2913,0.3924,0.3625,0.2749,0.1847,0.7346,0.3274,1.3734,1.621,8.6402,0.8932,0.2563,0.2463,1.2731,1.5622,2.1652,1754.073,0.6277,0.3753,1.437,1.2164,0.6155,0.6533
5.2964,0.1018,0.0338,0.7209,0.291,0.4299,0.4131,0.259,0.1055,0.7185,0.3065,1.2096,1.8485,7.1187,0.5621,0.2654,0.2412,1.2203,1.4964,2.0224,1909.209,0.6356,0.3507,1.3847,1.21,0.5885,0.5589
5.3964,0.0852,0.0527,0.694,0.2706,0.4667,0.4542,0.2465,0.0993,0.71,0.269,1.0506,1.9939,7.4878,2.0848,0.2689,0.2313,1.1317,1.4417,1.8737,1948.422,0.6371,0.326,1.2875,1.1986,0.6477,0.419
5.4963,0.067,0.0955,0.6734,0.2365,0.4916,0.4808,0.2407,0.1693,0.7063,0.2229,0.9433,2.0473,4.4427,2.3446,0.2661,0.2171,1.0419,1.4128,1.7728,1860.023,0.6317,0.3055,1.1808,1.1768,0.7377,0.2505
5.5962,0.0551,0.1301,0.6642,0.2014,0.4981,0.4902,0.2419,0.2494,0.7056,0.1837,0.919,2.0015,4.5921,0.9459,0.2583,0.2006,0.9901,1.41,1.7483,1671.055,0.62,0.2934,1.11,1.1446,0.8055,0.0944
5.6962,0.0575,0.1507,0.6666,0.1833,0.4839,0.4824,0.2478,0.3197,0.706,0.1714,0.9656,1.8548,6.962,1.2929,0.2479,0.1851,0.9947,1.4184,1.7813,1450.641,0.6029,0.2914,1.1043,1.108,0.8228,0.1593
5.7961,0.0705,0.1554,0.6749,0.1933,0.4504,0.4601,0.255,0.3732,0.7054,0.1904,1.0415,1.6135,3.3501,0.7753,0.2374,0.1751,1.038,1.4177,1.8227,1307.807,0.5811,0.2972,1.151,1.0751,0.7824,0.3122
5.896,0.0846,0.1443,0.6803,0.2226,0.4024,0.4286,0.2606,0.4063,0.7008,0.222,1.1109,1.294,8.8531,0.6336,0.2284,0.1739,1.0826,1.3934,1.8272,1334.824,0.5552,0.3064,1.2076,1.0529,0.6938,0.4383
5.996,0.0939,0.1191,0.6748,0.2541,0.3486,0.3963,0.2631,0.4171,0.6891,0.2471,1.1571,0.9241,10.5342,0.9921,0.221,0.1815,1.0977,1.344,1.774,1505.64,0.5268,0.3151,1.2335,1.0426,0.5828,0.5207
6.0959,0.0959,0.083,0.6555,0.2763,0.3018,0.3731,0.2622,0.4052,0.6689,0.2558,1.1786,0.5548,9.1916,1.8707,0.2147,0.1946,1.0712,1.2811,1.6712,1708.3,0.4983,0.3211,1.208,1.0393,0.4937,0.5529
6.1958,0.09,0.0402,0.6255,0.2844,0.2773,0.3671,0.2586,0.3719,0.6421,0.2457,1.1807,0.3438,9.4264,2.2622,0.2084,0.2088,1.0108,1.2253,1.5501,1846.996,0.4733,0.3239,1.1342,1.035,0.4756,0.5339
6.2957,0.0774,0.0104,0.5929,0.2775,0.2838,0.3802,0.2537,0.32,0.6144,0.22,1.1683,0.5161,3.9204,1.3085,0.2022,0.2198,0.9403,1.1948,1.4531,1870.723,0.4551,0.3237,1.0382,1.0228,0.532,0.4676
6.3957,0.0606,0.0501,0.5683,0.2579,0.3144,0.4065,0.2486,0.2534,0.5939,0.1879,1.1417,0.8076,6.411,1.3989,0.1968,0.225,0.8909,1.1936,1.4104,1769.172,0.4453,0.32,0.9623,1.0001,0.6148,0.3623
6.4956,0.0454,0.0864,0.5582,0.2299,0.3536,0.4362,0.244,0.177,0.5872,0.1647,1.0975,1.0675,11.1806,1.7538,0.194,0.2229,0.8829,1.2081,1.4188,1570.47,0.4435,0.3124,0.944,0.9696,0.6791,0.2289
6.5955,0.0413,0.1127,0.5616,0.1997,0.3883,0.4608,0.2403,0.0961,0.5948,0.1654,1.0331,1.2671,8.3654,0.7485,0.1949,0.2134,0.9105,1.2165,1.4457,1345.341,0.4475,0.2999,0.9857,0.9379,0.7013,0.0808
6.6955,0.0512,0.1266,0.5705,0.1755,0.4103,0.4739,0.2371,0.0182,0.6095,0.1884,0.9512,1.4048,7.2147,0.7086,0.1991,0.1973,0.9474,1.2019,1.4538,1206.41,0.4547,0.2824,1.0516,0.9125,0.675,0.069
6.7954,0.0656,0.127,0.5756,0.167,0.4158,0.4727,0.234,0.0604,0.6205,0.2178,0.8639,1.4879,4.6945,1.3127,0.2046,0.1766,0.9669,1.1599,1.4216,1245.865,0.4629,0.2608,1.099,0.8975,0.607,0.2054
6.8953,0.0772,0.1143,0.5715,0.178,0.404,0.4566,0.2306,0.1248,0.6183,0.2403,0.791,1.5256,2.0863,0.038,0.2088,0.1544,0.9548,1.1006,1.3493,1426.63,0.4701,0.2368,1.1009,0.8913,0.5172,0.317
6.9953,0.0826,0.09,0.5576,0.2023,0.3772,0.4277,0.2265,0.1766,0.5986,0.2491,0.7531,1.5225,5.692,2.0273,0.2089,0.1348,0.9129,1.0447,1.256,1630.468,0.4745,0.2131,1.0521,0.8879,0.4398,0.3938
7.0952,0.0807,0.0572,0.5379,0.2289,0.34,0.3904,0.2214,0.2137,0.5641,0.243,0.7568,1.477,6.1096,2.2557,0.2037,0.1226,0.8565,1.0135,1.1715,1764.128,0.4741,0.1922,0.9692,0.8802,0.4156,0.429
7.1951,0.0719,0.0204,0.518,0.2485,0.3,0.3509,0.2151,0.2357,0.5249,0.225,0.789,1.383,4.6383,1.007,0.1933,0.1207,0.8092,1.0143,1.1219,1780.538,0.4673,0.1765,0.8869,0.8643,0.4546,0.4197
7.2951,0.058,0.024,0.5025,0.2548,0.2675,0.3166,0.2074,0.2436,0.4959,0.2024,0.8276,1.2357,5.257,0.4628,0.1801,0.128,0.7902,1.0346,1.1123,1672.039,0.4534,0.1676,0.8457,0.8412,0.5224,0.3671
7.395,0.0434,0.0597,0.4931,0.2448,0.2527,0.2938,0.1984,0.2394,0.4897,0.1853,0.8558,1.0392,3.0646,1.1078,0.1682,0.14,0.8021,1.0509,1.125,1468.047,0.4337,0.1657,0.8639,0.8169,0.5802,0.2763
7.4949,0.0368,0.09,0.4887,0.2192,0.2589,0.2851,0.1883,0.2263,0.5069,0.1825,0.8677,0.8163,3.175,1.0138,0.1624,0.1523,0.8292,1.0438,1.1334,1240.2,0.4106,0.1694,0.9202,0.7992,0.6048,0.1564
7.5949,0.0448,0.1111,0.4872,0.1837,0.2796,0.2868,0.1781,0.2077,0.535,0.1942,0.866,0.6277,5.6009,2.9992,0.1656,0.1619,0.8509,1.0061,1.1188,1103.789,0.3876,0.1767,0.9741,0.7934,0.588,0.023
7.6948,0.0597,0.121,0.4874,0.1509,0.3036,0.2914,0.1693,0.187,0.5573,0.2123,0.8568,0.5856,3.3266,2.9071,0.1761,0.1675,0.8535,0.9464,1.0767,1151.189,0.368,0.1852,0.9937,0.7983,0.5328,0.1246
7.7947,0.0734,0.1188,0.4886,0.1409,0.3221,0.2913,0.1633,0.1667,0.5611,0.2276,0.8439,0.7264,0.9013,1.5712,0.1889,0.1688,0.8348,0.8861,1.0158,1336.006,0.3536,0.1932,0.9663,0.807,0.4533,0.2562
7.8947,0.0819,0.1051,0.4902,0.1621,0.3298,0.2811,0.1611,0.148,0.5417,0.2341,0.8252,0.9401,1.4621,0.6488,0.1987,0.1666,0.8028,0.8508,0.9531,1535.831,0.3452,0.1996,0.8995,0.8104,0.3767,0.3653
7.9946,0.0838,0.0816,0.4899,0.1981,0.3254,0.2584,0.1623,0.1306,0.503,0.2299,0.795,1.135,2.5054,0.7971,0.2015,0.1619,0.7714,0.8534,0.9058,1661.066,0.3427,0.204,0.8192,0.8019,0.3406,0.4411
8.0945,0.0787,0.0511,0.4851,0.2304,0.3105,0.2231,0.165,0.1131,0.4572,0.2161,0.7494,1.2666,3.3144,2.1008,0.1953,0.1562,0.7531,0.883,0.8819,1669.105,0.3455,0.2057,0.7633,0.7801,0.3648,0.4761
8.1945,0.068,0.0201,0.4739,0.2487,0.2896,0.1779,0.1667,0.094,0.4228,0.1965,0.6932,1.316,2.0924,3.0197,0.1802,0.1508,0.7511,0.9137,0.8766,1555.3,0.3526,0.2042,0.7598,0.7498,0.4234,0.467
8.2944,0.0542,0.0278,0.457,0.249,0.2693,0.1292,0.1654,0.0731,0.4162,0.1765,0.6431,1.2815,4.795,2.1232,0.1588,0.1463,0.7587,0.9226,0.8771,1350.255,0.3623,0.1991,0.8028,0.7204,0.4784,0.4149
8.3943,0.043,0.0586,0.4387,0.232,0.2565,0.0922,0.1598,0.0526,0.4378,0.1618,0.6241,1.1743,3.4387,1.4863,0.1361,0.143,0.7645,0.8997,0.8715,1125.114,0.3719,0.1907,0.8579,0.7018,0.5068,0.3256
8.4943,0.0422,0.0851,0.4254,0.2026,0.2554,0.0937,0.1502,0.0412,0.4716,0.1558,0.6515,1.0161,3.6168,0.7149,0.1203,0.1405,0.7599,0.8516,0.8541,993.8423,0.3786,0.1799,0.8909,0.6988,0.4998,0.2097
8.5942,0.0524,0.1033,0.4221,0.1706,0.2645,0.1297,0.1387,0.0506,0.4988,0.1574,0.7143,0.8358,3.8585,1.1474,0.1192,0.1381,0.7435,0.7993,0.8259,1044.015,0.3804,0.1684,0.8834,0.7083,0.4601,0.0928
8.6941,0.0658,0.1113,0.4288,0.1505,0.278,0.1722,0.1293,0.0738,0.5066,0.1631,0.7837,0.6653,2.3489,2.0893,0.1324,0.1353,0.7203,0.7704,0.7926,1221.014,0.3766,0.1585,0.8362,0.7208,0.4007,0.1128
8.7941,0.0765,0.1086,0.4397,0.1544,0.2896,0.2073,0.1271,0.0999,0.4912,0.169,0.8322,0.5367,2.8051,2.0349,0.1515,0.1323,0.6987,0.7804,0.7615,1403.58,0.3676,0.152,0.7679,0.7267,0.3461,0.234
8.894,0.0818,0.0955,0.4467,0.1785,0.2945,0.2292,0.1349,0.1245,0.4573,0.1732,0.8435,0.4745,6.6495,1.448,0.1682,0.1294,0.686,0.819,0.7383,1508.922,0.3545,0.1497,0.7109,0.7204,0.3268,0.346
8.9939,0.0806,0.0738,0.4442,0.2088,0.2906,0.2355,0.1505,0.1455,0.4177,0.1748,0.8141,0.4862,6.387,1.8056,0.1773,0.1275,0.6834,0.8588,0.7255,1499.903,0.3387,0.1508,0.6963,0.703,0.3542,0.4297
9.0939,0.0731,0.0461,0.4309,0.2348,0.2783,0.226,0.1689,0.1625,0.39,0.1734,0.7529,0.5622,7.4766,0.9723,0.1764,0.1271,0.6863,0.8737,0.7223,1374.512,0.3218,0.1539,0.7287,0.6815,0.4063,0.4763
9.1938,0.0608,0.0178,0.4106,0.251,0.2602,0.2028,0.1851,0.176,0.3878,0.169,0.6788,0.6892,5.7227,1.7076,0.1656,0.1285,0.6882,0.8505,0.7252,1163.109,0.3053,0.1574,0.7819,0.666,0.4539,0.4814
9.2937,0.047,0.0237,0.3908,0.2551,0.2407,0.1711,0.1952,0.1877,0.4095,0.1617,0.6157,0.852,3.1704,2.0061,0.1469,0.1311,0.6847,0.7924,0.7291,935.4491,0.2909,0.1599,0.8222,0.6639,0.479,0.4447
9.3937,0.0383,0.0509,0.379,0.2472,0.2254,0.1403,0.1967,0.2003,0.4396,0.1528,0.5802,1.03,7.9188,1.3552,0.125,0.1336,0.6758,0.7195,0.7283,809.722,0.2806,0.1605,0.8278,0.6757,0.4746,0.37
9.4936,0.0417,0.074,0.3781,0.2291,0.2185,0.1256,0.1885,0.2166,0.4617,0.1454,0.5702,1.1978,6.247,0.4513,0.1075,0.1347,0.665,0.6639,0.7189,875.8214,0.2759,0.1585,0.7939,0.6941,0.4436,0.2652
9.5935,0.0535,0.0894,0.3851,0.2046,0.2212,0.1384,0.1709,0.2387,0.4656,0.1444,0.5689,1.3297,3.7276,1.2363,0.103,0.1334,0.6565,0.6541,0.7005,1060.904,0.2771,0.1536,0.7324,0.7092,0.3975,0.1462
9.6935,0.0659,0.0957,0.3929,0.1807,0.2309,0.1705,0.1451,0.2671,0.4487,0.1529,0.5615,1.4043,3.4228,0.9772,0.1132,0.1289,0.6522,0.6894,0.6779,1239.325,0.2828,0.1457,0.6699,0.7134,0.3562,0.0876
9.7934,0.0745,0.0923,0.3958,0.1677,0.2428,0.2065,0.1142,0.3002,0.4164,0.1694,0.5489,1.4074,1.6951,1.0824,0.1307,0.1215,0.6501,0.7403,0.6604,1336.814,0.291,0.1354,0.6386,0.7049,0.342,0.1877
9.8933,0.0772,0.0799,0.3912,0.1741,0.2525,0.2362,0.0835,0.3351,0.3804,0.1883,0.5494,1.3347,3.7094,1.9581,0.1468,0.1122,0.6467,0.7739,0.6579,1323.09,0.2997,0.1234,0.6538,0.6875,0.3635,0.3102
9.9933,0.0735,0.0598,0.3804,0.1974,0.2573,0.2541,0.0642,0.3683,0.3558,0.2034,0.5859,1.1919,3.5763,1.3981,0.1563,0.1028,0.6395,0.7716,0.6737,1198.894,0.3075,0.1108,0.6999,0.6696,0.4061,0.4142
10.0932,0.0641,0.0346,0.3667,0.2269,0.256,0.2573,0.0694,0.3959,0.3531,0.2101,0.6626,0.9937,4.7012,0.6109,0.1568,0.0964,0.6296,0.7321,0.7001,993.4902,0.3136,0.0989,0.7454,0.6598,0.4485,0.4868
10.1931,0.0508,0.0087,0.3537,0.2518,0.2491,0.2451,0.0922,0.4143,0.3698,0.2066,0.7595,0.7618,5.0661,1.9836,0.1478,0.0956,0.6211,0.6718,0.723,773.186,0.3173,0.089,0.7655,0.6618,0.4752,0.5208
10.2931,0.0376,0.023,0.3432,0.2648,0.2384,0.2184,0.1178,0.4207,0.3932,0.1942,0.8474,0.5236,6.1293,1.7063,0.1315,0.1008,0.6187,0.621,0.729,657.2984,0.3182,0.0822,0.75,0.6725,0.4797,0.513
10.393,0.0322,0.0473,0.3358,0.2624,0.2264,0.1793,0.1393,0.413,0.4099,0.1779,0.9023,0.3179,2.1634,1.2992,0.1117,0.1102,0.6233,0.6108,0.7125,736.3087,0.316,0.079,0.7046,0.6841,0.4629,0.4647
10.4929,0.0394,0.0664,0.3308,0.2444,0.2164,0.1312,0.154,0.39,0.4126,0.166,0.9104,0.2298,4.4026,2.4536,0.0956,0.1204,0.6309,0.6462,0.679,922.4367,0.3108,0.0792,0.6488,0.688,0.4324,0.3823
